Class-IRI	Class-Text
fma:Thalamus	dorsal thalamus <sep> dorsal thalamus (anthoney) <sep> thalamus
fma:Kinocilium	kinocilium
fma:Sympathetic_ganglion	ganglion sympatheticum <sep> sympathetic ganglion <sep> ganglion sympathicum
fma:Hippocampus	ammon's horn <sep> hippocampus <sep> hippocampus major <sep> hippocampus proper <sep> cornu ammonis <sep> hippocampus proprius
fma:Superior	superior
fma:Middle_part_of_external_acoustic_tube	middle part of external acoustic meatus <sep> middle part of external acoustic tube <sep> middle part of external auditory tube <sep> pars media of external acoustic meatus
fma:Set_of_thoracic_ganglia	set of thoracic ganglia <sep> thoracic ganglia <sep> thoracic ganglia set
fma:Lymphokine	lymphokine
fma:Endoplasmic_reticulum	endoplasmic reticulum <sep> reticulum cytoplasmaticum <sep> reticulum endoplasmicum
fma:Ostium_of_superior_vena_cava	opening of superior vena cava <sep> orifice of superior vena cava <sep> ostium of superior vena cava <sep> superior vena cava orifice <sep> superior vena cava ostium <sep> ostium venae cavae superioris
fma:Primary_tooth	deciduous tooth <sep> primary tooth <sep> temporary tooth
fma:Set_of_cartilages	cartilages <sep> cartilages set <sep> set of cartilages
fma:Set_of_coronary_arteries	coronary arteries <sep> coronary arteries set <sep> set of coronary arteries <sep> arteriae cornarae
fma:Hamate	hamate <sep> hamate bone <sep> unciform bone <sep> os hamatum
fma:Lipoblast	fetal fat cell <sep> lipoblast
fma:Ileocolic_artery	ileocolic artery <sep> arteria ileocolica
fma:Erythroblast	erythroblast
fma:Pharyngotympanic_tube	auditory tube <sep> eustachian tube <sep> internal auditory tube <sep> pharyngotympanic tube <sep> tuba auditiva <sep> tuba auditoria <sep> tuba auditoria (auditiva)
fma:Medial_tarsal_artery	medial tarsal artery
fma:Styloglossus	styloglossus <sep> musculus styloglossus
fma:Trigone_of_urinary_bladder	deep trigone <sep> lieutaud's trigone <sep> trigone of bladder <sep> trigone of urinary bladder <sep> urinary bladder trigone <sep> vesical trigone <sep> musculus trigoni vesicae profundus <sep> trigonum vesicae
fma:Anterior_inferior_cerebellar_artery	anterior inferior cerebellar artery <sep> arteria inferior anterior cerebelli
fma:Triangular_part_of_inferior_frontal_gyrus	triangular part of inferior frontal gyrus <sep> gyrus frontalis inferior, pars triangularis <sep> pars triangularis <sep> pars triangularis gyri frontalis inferioris <sep> pars triangularis of frontal operculum (ono)
fma:Estrogen	estrogen
fma:Interosseous_muscle_of_hand	interosseous muscle of hand
fma:Ganglion	ganglion
fma:Common_fibular_nerve	common fibular nerve <sep> common peroneal nerve <sep> nervus fibularis communis <sep> nervus peroneus communis
fma:Nasal_concha	nasal concha <sep> nasal concha of ethmoid bone <sep> nasal turbinate <sep> turbinate
fma:Set_of_dorsal_metacarpal_arteries	dorsal metacarpal arteries <sep> dorsal metacarpal arteries set <sep> set of dorsal metacarpal arteries <sep> arteriae metacarpales dorsales
fma:Dorsal_interosseous_of_hand	dorsal interosseous of hand
fma:Internal_carotid_artery	internal carotid artery <sep> arteria carotis interna
fma:Set_of_masticatory_muscles	masticatory muscles <sep> masticatory muscles set <sep> set of masticatory muscles <sep> musculus masticatorii
fma:Vascular_layer_of_eyeball	tunica vasculosa of eyeball <sep> uvea <sep> uveal tract <sep> vascular layer of eyeball <sep> tunica vasculosa bulbi
fma:Vitreous_chamber_of_eyeball	camera postrema <sep> camera vitrea <sep> camera vitrea bulbi <sep> postremal chamber <sep> postremal chamber of eyeball <sep> vitreous chamber <sep> vitreous chamber of eyeball <sep> camera postrema bulbi oculi <sep> camera vitrea bulbi oculi
fma:Lacrimal_apparatus	lacrimal apparatus <sep> apparatus lacrimalis
fma:Latissimus_dorsi	latissimus dorsi <sep> musculus latissimus dorsi
fma:Glycoprotein	glycoprotein
fma:Carotid_body	carotid body <sep> glomus caroticum <sep> glomus caroticus
fma:Superior_sagittal_sinus	superior sagittal sinus <sep> sinus sagittalis superior
fma:Epithelium_of_nasopharynx	epithelium of nasopharynx <sep> nasopharynx epithelium
fma:Endothelium_of_arteriole	arteriole endothelium <sep> endothelium of arteriole
fma:Corniculate_cartilage	cartilage of santorini <sep> corniculate cartilage <sep> santorini's cartilage <sep> cartilago corniculata
fma:Merkel_cell	merkel cell <sep> merkel's cell
fma:Neck	neck <sep> neck (volume) <sep> collum
fma:Anterior_cranial_fossa	anterior cranial fossa <sep> fossa cranii anterior
fma:Delta_cell	delta cell
fma:Pluripotent_stem_cell	pluripotent stem cell <sep> pluripotential stem cell
fma:Pericardial_cavity	cavity of pericardial sac <sep> pericardial cavity <sep> cavitas pericardiaca
fma:Central_sulcus	central cerebral sulcus <sep> central fissure <sep> central sulcus <sep> central sulcus of rolando <sep> fissure of rolando <sep> sulcus of rolando <sep> rolandic fissure <sep> sulcus centralis <sep> sulcus centralis cerebri
fma:Aryepiglotticus	ary-epiglottic part of oblique arytenoid <sep> aryepiglottic muscle <sep> aryepiglotticus <sep> pars aryepiglottica (musculus arytenoideus obliquus) <sep> pars aryepiglottica musculus arytenoidei obliqui
fma:Body_of_nail	body of nail <sep> nail body <sep> corpus unguis
fma:Promyelocyte	promyelocyte
fma:Monocyte_chemoattractant_protein_3	monocyte chemoattractant protein-3
fma:Muscle_layer_of_small_intestine	muscle layer of small intestine <sep> muscular coat of small intestine <sep> muscular layer of small intestine <sep> muscularis externa of small intestine <sep> small intestine muscularis propria <sep> tunica muscularis (intestinum tenue) <sep> tunica muscularis intestini tenuis
fma:Nuclear_membrane	nuclear envelope <sep> nuclear membrane <sep> nucleolemma
fma:Sacro_iliac_joint	articulatio sacro-iliaca <sep> sacro-iliac joint <sep> sacroiliac joint <sep> articulatio sacroiliaca
fma:Palatine_tonsil	faucial tonsil <sep> palatine tonsil <sep> tonsilla palatina
fma:Flatulence	flatulence
fma:Lymphoblast	lymphoblast
fma:Upper_gastrointestinal_tract	upper gi tract <sep> upper gastrointestinal tract
fma:Median_nerve	median nerve <sep> nervus medianus
fma:Upper_jaw	upper jaw
fma:Superficial_fascia	subcutaneous tissue <sep> superficial fascia <sep> tela subcutanea
fma:Epigastrium	epigastric fossa <sep> epigastric part of abdomen <sep> epigastric region <sep> epigastrium <sep> fossa epigastrica
fma:Eye	eye <sep> orbital part of face <sep> orbital region <sep> oculus <sep> regio orbitalis
fma:Descending_part_of_duodenum	descending part of duodenum <sep> descending portion of duodenum <sep> pars descendens (duodenum) <sep> second part of duodenum <sep> pars descendens duodeni
fma:Pylorus	pyloric part of stomach <sep> pylorus <sep> pars pylorica gastricae
fma:Cilium	cilium
fma:Rectus_abdominis	rectus abdominis <sep> musculus rectus abdominis
fma:Mucosa_of_large_intestine	large intestinal mucosa <sep> mucosa of large intestine <sep> mucous membrane of large intestine <sep> tunica mucosa intestini crassi
fma:Extrahepatic_biliary_tree	extrahepatic biliary tree
fma:Ligamentum_teres_of_liver	ligamentum teres of liver <sep> round ligament of liver <sep> ligamentum teres hepatis
fma:Lung	lung <sep> pulmo
fma:Parotid_duct	duct of parotid gland <sep> parotid duct <sep> stenon duct <sep> stensen's duct <sep> stensens's duct <sep> ductus parotideus
fma:Trunk_of_left_pulmonary_artery	left pulmonary arterial trunk <sep> left pulmonary artery(trunk) <sep> trunk of left pulmonary arterial tree <sep> trunk of left pulmonary artery
fma:Seminal_vesicle	seminal gland <sep> seminal vesicle <sep> glandula seminalis <sep> glandula vesiculosa <sep> vesicula seminalis
fma:Phrenic_artery	phrenic artery
fma:Bamacan	bamacan
fma:Cavernous_sinus	cavernous sinus <sep> sinus cavernosus
fma:Submandibular_ganglion	submandibular ganglion <sep> ganglion submandibulare
fma:Cuneate_nucleus	burdach's nucleus <sep> cuneate nucleus <sep> nucleus cuneatus <sep> nucleus cuneatus medialis <sep> nucleus restiformis
fma:Levator_ani	levator ani <sep> musculus levator ani
fma:Hepatocyte	hepatic parenchymal cell <sep> hepatocyte <sep> hepatocytus
fma:Pyrimidine	pyrimidine
fma:Antihelix	antihelical part of pinna <sep> antihelix <sep> antihelix (auricula) <sep> antihelix of pinna
fma:Endolymph	endolymph <sep> endolympha
fma:Perineum	perineal region <sep> perineum <sep> regio perinealis
fma:Ascending_aorta	ascending aorta <sep> pars ascendens aortae <sep> aorta ascendens
fma:Foramen_magnum	foramen magnum
fma:Upper_limb	fore limb <sep> forelimb <sep> superior member <sep> upper extremity <sep> upper limb <sep> membrum superius
fma:Set_of_vallate_papillae	set of vallate papillae <sep> vallate papillae <sep> vallate papillae set <sep> papillae vallatae
fma:Chorda_tendinea	chorda tendinea
fma:Peroxisome	microbody <sep> peroxisome <sep> peroxysoma
fma:Immunoglobulin_G	igg <sep> immunoglobulin g
fma:Short_insular_gyrus	short insular gyrus
fma:Left	left
fma:Set_of_phalanges	set of phalanges
fma:Decidua_capsularis	decidua capsularis
fma:Viscus	viscus
fma:Trigeminal_nerve	fifth cranial nerve <sep> trigeminal nerve <sep> trigeminal nerve [v] <sep> trigeminal nerve tree <sep> nerve v <sep> nervus trigeminus <sep> nervus trigeminus [v]
fma:Semispinalis_thoracis	semispinalis thoracis <sep> musculus semispinalis thoracis
fma:Mature_sperm_cell	mature sperm cell <sep> sperm <sep> spermatozoon <sep> spermium
fma:Upper_eyelid	superior eyelid <sep> upper eyelid <sep> palpebra superior
fma:Inferior_rectus	inferior rectus <sep> musculus rectus inferior
fma:Actin_myofilament	actin myofilament <sep> myofilamentum tenue <sep> striated muscle thin filament <sep> thin filament
fma:Fossa	fossa
fma:Pulmonary_artery	pulmonary arterial tree <sep> pulmonary arterial tree organ part <sep> pulmonary artery
fma:Intrapulmonary_bronchus	intrapulmonary bronchus
fma:Biceps_femoris	biceps femoris <sep> musculus biceps femoris
fma:Thyroid_follicular_cell	follicular cell of thyroid gland <sep> principal cell of thyroid gland <sep> thyroid follicular cell <sep> thyroid gland follicular cell
fma:Meningeal_dura	meningeal dura <sep> meningeal layer of dura mater
fma:Cytoplasm	cytoplasm <sep> cytoplasma
fma:Circular_muscle_layer_of_abdominal_part_of_esophagus	circular muscle layer of abdominal part of esophagus <sep> lower esophageal sphincter
fma:Feces	fecal matter <sep> feces <sep> stool
fma:Set_of_viscera	set of viscera <sep> set of viscus organs <sep> viscera <sep> viscera set
fma:Extrahepatic_bile_duct	extrahepatic bile duct
fma:Right_brachiocephalic_vein	right brachiocephalic vein <sep> right innominate vein <sep> vena brachiocephalica dextra
fma:Lower_uterine_segment	isthmus of uterus <sep> lower uterine segment <sep> uterine isthmus <sep> isthmus uteri
fma:Tail_of_epididymis	epididymal tail <sep> epididymis tail <sep> tail of epididymis <sep> cauda epididymidis
fma:Ectodermal_cell	ectoderm cell <sep> ectodermal cell
fma:Interlobular_bile_duct	interlobular bile duct
fma:Popliteus	m.popliteus <sep> popliteal muscle <sep> popliteus <sep> musculus popliteus
fma:Set_of_cerebral_gyri	cerebral gyri <sep> cerebral gyri set <sep> set of cerebral gyri <sep> gyri cerebri
fma:Greater_vestibular_gland	bartholin's gland <sep> duverney's gland <sep> greater vestibular gland <sep> major vestibular gland <sep> tiedemann's gland <sep> vulvovaginal gland <sep> glandula vestibularis major
fma:Paraurethral_gland	para-urethral gland <sep> paraurethral gland <sep> skene's gland
fma:External_iliac_vein	external iliac vein <sep> vena iliaca externa
fma:Chorion	chorion
fma:Fascia_lata	fascia lata
fma:Inguinal_lymph_node	inguinal lymph node
fma:Schwann_cell	neurilemmal cell <sep> peripheral glial cell <sep> peripheral neuroglial cell <sep> schwann cell
fma:Masseteric_artery	masseteric artery <sep> arteria masseterica
fma:Nuclear_pore	nuclear pore
fma:Set_of_eyelashes	eyelashes <sep> eyelashes set <sep> set of eyelashes
fma:Neural_crest	neural crest
fma:Spinal_ganglion	dorsal root ganglion <sep> ganglion spinalis <sep> spinal ganglion <sep> ganglion sensorium nervi spinalis
fma:Middle_frontal_gyrus	intermediate frontal gyrus <sep> medial frontal gyrus <sep> middle frontal gyrus <sep> gyrus f2 <sep> gyrus frontalis medialis <sep> gyrus frontalis medialis (winters) <sep> gyrus frontalis medius <sep> gyrus frontalis secundus
fma:Endoneurium	endoneurium
fma:Middle	middle
fma:Occipital_bone	occipital bone <sep> os occipitale
fma:Aorta	aorta <sep> trunk of aortic tree <sep> trunk of systemic arterial tree
fma:Psoas_minor	psoas minor <sep> psoas minor muscle <sep> musculus psoas minor
fma:Middle_rectal_artery	middle rectal artery <sep> arteria rectalis media
fma:Brush_border	brush border
fma:Female_breast	female breast
fma:Set_of_sural_arteries	set of sural arteries <sep> sural arteries <sep> sural arteries set <sep> arteriae surales
fma:Type_I_alveolar_epithelial_cell	alveolar cell type i <sep> squamous alveolar cell <sep> squamous alveolar lining cell <sep> type 1 pneumocyte <sep> type i alveolar cell <sep> type i alveolar epithelial cell <sep> type-i alveolar cell
fma:Choroidal_fissure	chorioid fissure <sep> choroid fissure <sep> choroidal fissure <sep> fissura choroidea
fma:Dendrite	dendrite
fma:Set_of_abdominal_lymph_nodes	abdominal lymph nodes <sep> abdominal lymph nodes set <sep> set of abdominal lymph nodes <sep> nodi lymphoidei abdominis
fma:Chromatid	chromatid
fma:Cervix_of_uterus	cervical canal <sep> cervical canal of uterus <sep> cervix of uterus <sep> neck of uterus <sep> uterine cervix <sep> canalis cervicis uteri <sep> cervix uteri
fma:Longus_colli	longus colli <sep> musculus longus cervicis <sep> musculus longus colli
fma:Lipid_droplet	lipid droplet
fma:Liver	liver <sep> hepar
fma:Peritoneum	peritoneum
fma:Inferior_nasal_concha	inferior nasal concha <sep> inferior nasal turbinate <sep> inferior turbinate <sep> concha nasalis inferior <sep> concha nasi inferior
fma:Ethmoid	ethmoid <sep> ethmoidal bone <sep> os ethmoidale
fma:Cube	cube
fma:Oxyphil_cell_of_thyroid	oxyphil cell of thyroid <sep> thyroid gland oxyphil cell
fma:Myosin_myofilament	myofilamentum crassum <sep> myosin myofilament <sep> thick filament
fma:Right_subcostal_vein	right subcostal vein <sep> vena subcostalis dextra
fma:Bone_of_scaphoid	bone of scaphoid <sep> bone of scaphoid bone
fma:Eyebrow	eyebrow <sep> supercilium
fma:Primary_dentition	baby teeth <sep> deciduous teeth <sep> milk teeth <sep> primary dentition <sep> primary teeth <sep> set of deciduous teeth <sep> set of primary teeth <sep> dentes decidui
fma:Region_of_prostatic_stroma	fibromuscular stroma of prostate <sep> prostatic stromal region <sep> region of prostatic stroma
fma:Actin_filament	actin filament <sep> microfilament <sep> microfilamentum
fma:Pineal_body	pineal body <sep> pineal gland <sep> conarium <sep> corpus pineale <sep> epiphysis cerebri <sep> glandula pinealis
fma:Outer_segment_of_rod_cell	outer segment of rod cell <sep> rod outer segment
fma:Oral_cavity	buccal cavity <sep> cavity of mouth <sep> oral cavity <sep> cavitas oris
fma:Ventral_anterior_nucleus	ventral anterior nucleus <sep> ventral anterior nucleus of thalamus <sep> ventral anterior thalamic nucleus <sep> nucleus lateropolaris <sep> nucleus ventralis anterior <sep> nucleus ventralis anterior thalami <sep> nucleus ventralis thalami anterior <sep> va
fma:Hepatic_sinusoid	hepatic sinusoid <sep> vas capillare sinusoideum
fma:Abducens_nucleus	abducens nerve nucleus <sep> abducens nucleus <sep> abducent nucleus <sep> nucleus of abducens nerve <sep> nucleus of abducens nerve (vi) <sep> sixth cranial nerve nucleus <sep> nucleus abducens <sep> nucleus nervi abducentis
fma:Crypt_of_Lieberkuhn_of_small_intestine	crypt of lieberkuhn of small intestine <sep> small intestinal crypt of lieberkuhn
fma:Posterior_wall_of_urinary_bladder	posterior wall of urinary bladder
fma:Gastric_foveola	gastric foveola <sep> gastric pit
fma:Interleukin_3	interleukin-3
fma:Set_of_oculomotor_nuclei	oculomotor nuclei <sep> oculomotor nuclei set <sep> set of oculomotor nuclei
fma:Deep_brachial_artery	deep brachial artery <sep> profunda brachii artery <sep> arteria profunda brachii
fma:Spinalis_thoracis	spinalis thoracis <sep> musculus spinalis thoracis
fma:Optic_tract	optic lemniscus <sep> optic tract <sep> tractus opticus
fma:Foramen_secundum	foramen secundum
fma:Peripheral_blood_stem_cell	peripheral blood stem cell
fma:Inferior_pharyngeal_constrictor	inferior constrictor <sep> inferior constrictor of pharynx <sep> inferior constrictor pharyngeus <sep> inferior pharyngeal constrictor <sep> musculus constrictor pharyngis inferior
fma:Ependymal_cell	ependymal cell
fma:Cerebellar_cortex	cerebellar cortex <sep> cortex cerebelli
fma:Clear_chief_cell_of_parathyroid_cell	clear chief cell of parathyroid cell <sep> parathyroid gland clear cell
fma:Jejunum	jejunum
fma:Precentral_gyrus	precentral convolution <sep> precentral gyrus <sep> prerolandic gyrus <sep> gyrus centralis anterior <sep> gyrus praecentralis <sep> gyrus precentralis
fma:Buccal_salivary_gland	buccal salivary gland
fma:Type_B_cell_of_pancreatic_islet	b-cell of pancreatic islet <sep> beta cell of pancreatic islet <sep> insulin-secreting cell <sep> pancreatic b-cell <sep> pancreatic beta cell <sep> type b cell of pancreatic islet <sep> type b enteroendocrine cell
fma:Sweat_gland	sweat gland <sep> glandula sudorifera
fma:Thyrotroph	pituitary thyrotropic cell <sep> thyroid stimulating hormone secreting cell <sep> thyrotrope cell <sep> thyrotroph
fma:Cerumen	cerumen <sep> ear wax
fma:Labium_minus	labium minus <sep> labium minus pudendi
fma:Thymine	thymine
fma:Superior_vestibular_nucleus	nucleus of bechterew <sep> superior vestibular nucleus <sep> nucleus bechterew <sep> nucleus vestibularis rostralis <sep> nucleus vestibularis superior
fma:Rugal_fold_of_stomach	gastric ruga(e) <sep> ruga of stomach <sep> rugal fold of stomach
fma:Foot	foot <sep> terminal segment of free lower limb <sep> pes
fma:Urinary_system	systema urinaria <sep> urinary system <sep> systema urinarium
fma:Deep_artery_of_thigh	deep artery of thigh
fma:Amphiarthrosis	amphiarthrosis
fma:Tarsal_gland	gland of meibom <sep> meibomian gland <sep> tarsal gland
fma:Splenic_lymph_node	splenic lymph node
fma:Sex_chromosome	sex chromosome
fma:Cardiac_muscle_tissue	cardiac muscle tissue
fma:Endothelium	endothelium
fma:Set_of_common_palmar_digital_arteries	common palmar digital arteries <sep> common palmar digital arteries set <sep> set of common palmar digital arteries <sep> arteriae digitales palmares communes
fma:Oculomotor_nerve	oculomotor nerve <sep> oculomotor nerve [iii] <sep> oculomotor nerve tree <sep> third cranial nerve <sep> nerve iii <sep> nervus oculomotorius <sep> nervus oculomotorius [iii]
fma:Tympanic_membrane	ear drum <sep> lateral wall of tympanic cavity <sep> membranous wall of tympanic cavity <sep> rivinus' membrane <sep> tympanic membrane <sep> membrana tympanica <sep> paries membranaceus cavi tympani
fma:Lysosome	lysosoma <sep> lysosome
fma:Efferent_ductule	efferent ductule
fma:Auditory_cortex	auditory cortex
fma:Dopaminergic_neuron	dopaminergic cell <sep> dopaminergic neuron
fma:Continuous_capillary	continuous capillary <sep> continuous capillary vessel
fma:Greater_omentum	greater omentum <sep> omentum majus
fma:Anterior_mediastinal_lymph_node	anterior mediastinal lymph node <sep> anterior mediastinal node
fma:Right_colic_flexure	hepatic flexure <sep> hepatic flexure of colon <sep> right colic flexure <sep> flexura coli dextra <sep> flexura coli heaptica <sep> flexura coli hepatica
fma:Mucosa_of_lower_lip	lower lip mucosa <sep> mucosa of lower lip
fma:Cartilage_of_bronchus	bronchial cartilage <sep> cartilage of bronchus
fma:Basilar_membrane_of_cochlea	basilar membrane of cochlea
fma:Auditory_receptor	auditory receptor
fma:Mucosa_of_small_intestine	mucosa of small intestine <sep> mucous membrane of small intestine <sep> small intestinal mucosa <sep> small intestine mucous membrane <sep> tunica mucosa (intestinum tenue) <sep> tunica mucosa intestini tenuis
fma:Membrane	membrane
fma:Aggregated_lymphoid_follicle_of_small_intestine	aggregated lymphoid follicle of small intestine <sep> peyer's patch
fma:Set_of_sternocostal_joints	set of sternocostal joints <sep> sternocostal joints <sep> sternocostal joints set <sep> articulationes sternocostales
fma:Nucleoplasm	nucleoplasm <sep> nucleoplasma
fma:Chemical_synapse	chemical synapse
fma:Sinuatrial_node	cardiac pacemaker <sep> koch's node <sep> node of keith-flack <sep> sa nodal muscle tissue <sep> sa node <sep> sinoatrial node <sep> sinu-atrial node <sep> sinuatrial nodal muscle tissue <sep> sinuatrial node <sep> sinus node <sep> sinus node of keith and flack <sep> nodus sinuatrialis
fma:Canal_for_tensor_tympani	canal for tensor tympani <sep> semicanalis musculi tensoris tympani
fma:Transversus_thoracis	transversus thoracis <sep> musculus transversus thoracis
fma:Type_2_vestibular_sensory_cell	type 2 vestibular hair cell <sep> type 2 vestibular sensory cell <sep> type ii hair cell
fma:Olecranon	olecranon
fma:Neuraxis	central nervous system <sep> cerebrospinal axis <sep> neuraxis <sep> pars centralis <sep> systema nervosum centrale
fma:Anterior_temporal_artery	anterior temporal artery <sep> arteria temporalis anterior
fma:Muscularis_mucosae	muscularis mucosae
fma:Osteon	haversian system <sep> osteon <sep> osteonum
fma:Right_lymphatic_duct	right lymphatic duct <sep> right thoracic duct <sep> trunk of right lymphatic duct tree <sep> ductus lymphaticus dexter <sep> ductus thoracicus dexter
fma:Chondrocyte	cartilage cell <sep> chondrocyte
fma:Nasal_cavity	cavity of nose <sep> nasal cavity <sep> cavitas nasi
fma:Myoblast	myoblast
fma:Ulnar_artery	ulnar artery <sep> arteria ulnaris
fma:Myeloid_stem_cell	myeloid cell <sep> myeloid stem cell
fma:Cavity_of_concha_of_pinna	cavitas conchae (concha auriculae) <sep> cavity of concha <sep> cavity of concha of auricle <sep> cavity of concha of pinna <sep> cavitas conchae <sep> cavum conchae
fma:Stapedius	stapedius <sep> musculus stapedius
fma:Basophil_cell	basophil cell <sep> basophilic cell
fma:Cremasteric_muscle	cremaster <sep> cremasteric muscle <sep> muscle of riolan (cremaster) <sep> musculus cremaster <sep> musculus cremaster <male>
fma:Deep_femoral_artery	arteria profunda femoris <sep> deep femoral artery <sep> profunda femoris artery
fma:Urethra	urethra
fma:Tear	tear
fma:Plexiform_layer_of_cerebral_cortex	lamina i <sep> molecular layer of cerebral cortex <sep> plexiform layer of cerebral cortex <sep> type 1 layer of cerebral cortex <sep> type i layer of cerebral cortex
fma:Ilium	ilium <sep> os iliacum <sep> os ilii <sep> os ilium
fma:Azygos_vein	azygos vein <sep> azygos venous tree <sep> vena azygos
fma:Set_of_uterine_glands	set of uterine glands <sep> uterine glands <sep> uterine glands set <sep> glandulae uterinae
fma:Tonsil	tonsil
fma:Duct_of_epididymis	duct of epididymis <sep> epididymis duct <sep> ductus epididymidis
fma:D2_receptor	d2 receptor
fma:Labial_salivary_gland	labial salivary gland
fma:Keratinized_cell_of_epidermis	keratinized cell of epidermis <sep> keratinocyte
fma:Dopamine_receptor	dopamine receptor
fma:Sphincter_pupillae	sphincter pupillae <sep> musculus sphincter pupillae
fma:Lentiform_nucleus	lenticular nucleus <sep> lentiform nucleus <sep> nucleus lentiformis
fma:Pelvic_girdle	pelvic girdle <sep> cingulum membri inferioris <sep> cingulum pelvicum
fma:Cisterna_chyli	atypical confluence of lymph trunks <sep> chyle cistern <sep> cistern of pecquet <sep> cisterna chyli
fma:Muscle_of_pelvic_diaphragm	muscle of pelvic diaphragm <sep> muscle of pelvic floor <sep> pelvic diaphragm muscle
fma:Subscapularis	subscapularis <sep> subscapularis muscle <sep> musculus subscapularis
fma:Visual_system	visual organ system <sep> visual system
fma:Pleura	pleura <sep> wall of pleural sac
fma:Fibrous_capsule_of_thyroid_gland	fibrous capsule of thyroid gland <sep> thyroid capsule <sep> capsula fibrosa glandulae thyroideae
fma:Ectocervix	ectocervix
fma:Acromion	acromion
fma:Set_of_pancreatic_islets	islets of langerhans <sep> pancreatic islets <sep> pancreatic islets set <sep> set of pancreatic islets <sep> insulae pancreaticae
fma:Immunoglobulin_M	igm <sep> immunoglobulin m
fma:Middle_ear	middle ear <sep> auris media
fma:Thrombospondin	thrombospondin
fma:Wall_of_peroxisome	membrane of peroxisome <sep> peroxisomal membrane <sep> peroxisome wall <sep> wall of peroxisome
fma:Adhesive_belt	adhesion belt <sep> adhesive belt <sep> zonula adherens
fma:Guanine	guanine
fma:Dilatator_pupillae	dilatator pupillae <sep> dilator muscle of pupil <sep> dilator of pupil <sep> dilator pupillae <sep> musculus dilatator pupillae
fma:Tenascin	tenascin
fma:Epithelium_of_respiratory_bronchiole	epithelium of respiratory bronchiole <sep> respiratory bronchiole epithelium
fma:Set_of_bronchopulmonary_lymph_nodes	bronchopulmonary lymph nodes <sep> bronchopulmonary lymph nodes set <sep> bronchopulmonary nodes <sep> set of bronchopulmonary lymph nodes <sep> nodi bronchopulmonales <sep> nodi lymphoidei bronchopulmonales
fma:Dura_mater	dura mater <sep> dura mater of neuraxis <sep> pachymeninx
fma:Epidermal_cell	cell of epidermis <sep> epidermal cell <sep> epithelial cell of skin
fma:Somite	somite
fma:Lateral	lateral
fma:Fovea_centralis	fovea centralis
fma:Root_of_cervical_nerve	cervical neural root <sep> cervical spinal root <sep> root of cervical nerve <sep> root of cervical spinal nerve
fma:Vestibular_ganglion	scarpa's ganglion <sep> vestibular ganglion <sep> ganglion vestibulare
fma:Phrenic_nerve	phrenic nerve <sep> nervus phrenicus
fma:Skin_of_hand	hand skin <sep> skin of hand
fma:Hypodermis	hypodermis
fma:Arginine	arginine
fma:Laryngeal_cartilage	cartilage of larynx <sep> laryngeal cartilage
fma:Proximal	proximal
fma:Skin_of_eyelid	eyelid skin <sep> skin of eyelid
fma:Crus_of_helical_part_of_auricular_cartilage	crus of helical part of auricular cartilage <sep> crus of helix <sep> crus helicis
fma:Set_of_efferent_ductules	efferent ductules <sep> efferent ductules set <sep> set of efferent ductules <sep> ductuli efferentes testis
fma:Cochlea	cochlea <sep> cochlear part of bony labyrinth
fma:Set_of_joints_of_pelvic_girdle	joints of pelvic girdle <sep> set of joints of pelvic girdle <sep> juncturae cinguli pelvici
fma:Basal_cell	basal cell
fma:Stearic_acid	octadecanoic acid <sep> stearic acid
fma:Embryonic_cell	embryonic cell
fma:Sex_chromatin	barr body <sep> barr chromatin body <sep> sex chromatin
fma:Cochlear_outer_hair_cell	cochlear outer hair cell <sep> outer hair cell <sep> outer hair cell of organ of corti
fma:Parahippocampal_gyrus	hippocampal gyrus <sep> parahippocampal gyrus <sep> gyrus hippocampi <sep> gyrus parahippocampalis <sep> gyrus parahippocampi
fma:Hindbrain	hindbrain <sep> rhombencephalon
fma:Proximal_epiphysis_of_tibia	head of tibia <sep> proximal end of tibia <sep> proximal epiphysis of tibia <sep> upper end of tibia
fma:Interleukin_2	il-2 <sep> interleukin-2
fma:Zona_pellucida	zona pellucida
fma:Carpometacarpal_joint	carpometacarpal joint
fma:Interstitial_cell_of_Leydig	interstitial cell of leydig <sep> leydig cell
fma:Talocalcaneal_joint	subtalar joint <sep> talocalcaneal joint <sep> articulatio subtalaris <sep> articulatio talocalcanea
fma:Skin_of_leg	leg skin <sep> skin of leg
fma:Cusp	cusp
fma:Mylohyoid	mylohyoid <sep> musculus mylohyoideus
fma:Callosomarginal_artery	callosomarginal artery <sep> callosomarginal branch of anterior cerebral artery <sep> arteria callosomarginalis
fma:Claustrum	claustrum <sep> dorsal claustrum <sep> dorsal portion of claustrum
fma:Superficial_lymphatic_vessel	superficial lymph vessel <sep> superficial lymphatic vessel <sep> vas lymphaticum superficiale
fma:Postcentral_sulcus	postcentral fissure of cerebral hemisphere <sep> postcentral fissure-1 <sep> postcentral sulcus <sep> sulcus postcentralis
fma:Splenic_cord	cord of bilroth <sep> splenic cord
fma:Taste_bud_cell	taste bud cell
fma:Adventitial_cell	adventitial cell
fma:Goblet_cell	goblet cell <sep> mucous cell
fma:Clavicle	clavicle <sep> collar bone <sep> clavicula
fma:Subclavian_artery	arterial tree of upper limb <sep> subclavian arterial tree <sep> subclavian artery <sep> arteria subclavia <sep> arteria subclavia (dextra)
fma:Bone_of_capitate	bone of capitate <sep> bone of capitate bone
