Class-IRI	Class-Text
nci:Cytochrome-P450-7A1	cyp7a1 <sep> cypvii <sep> cholesterol 7 alpha-monooxygenase <sep> cholesterol 7-alpha-hydroxylase <sep> cytochrome p450 7a1 <sep> cytochrome p450 family 7 subfamily a polypeptide 1 <sep> cytochrome p450 subfamily viia (cholesterol 7 alpha-monooxygenase) polypeptide 1
nci:Cytochrome-P450-CYP11B1	cyp11b1 <sep> cypxib1 <sep> cytochrome p450 cyp11b1 <sep> cytochrome p450 cyp11b2 <sep> cytochrome p450 subfamily xib (steroid 11-beta-hydroxylase) polypeptide 1 <sep> cytochrome p450 xib1 <sep> mitochondrial cytochrome p450 11b1 <sep> p450c11 <sep> steroid 11 beta monooxygenase <sep> steroid 11-beta-hydroxylase
nci:Cytochrome-P450-XVIIA1	cyp17a1 <sep> cypxvii <sep> cytochrome p450 family 17 <sep> cytochrome p450 subfamily xvii (steroid 17-alpha-hydroxylase) <sep> cytochrome p450 xviia1 <sep> p450-c17 <sep> steroid 17-alpha-hydroxylase <sep> steroid 17-alpha-hydroxylase/17,20 lyase <sep> steroid 17-alpha-monooxygenase
nci:Cytochrome-P450-XXIB	cyp21 <sep> cyp21a2 <sep> cyp21b <sep> cytochrome p450 family 21 subfamily a polypeptide 2 <sep> cytochrome p450 subfamily xxia (steroid 21-hydroxylase) polypeptide 2 <sep> cytochrome p450 xxib <sep> cytosteroid 21-monooxygenase <sep> p450-c21b <sep> steroid 21-hydroxylase
nci:Cytochrome_C_Oxidase	cytochrome c oxidase
nci:Cytogenetic_Analysis	cytogenetic analysis <sep> cytogenetic techniques
nci:Cytokeratin	cytokeratin <sep> keratin
nci:Immunologic_Factor_Suppression	immunologic factor suppression
nci:Cytokine_Therapy	cytokine therapy
nci:Cytologic_Test	cytologic test
nci:Cytological_Techniques	cytologic technique <sep> cytological techniques <sep> cytology
nci:Cytolysis	cytolysis
nci:Cytomegalic_Cell	cytomegalic cell
nci:Cytomegaloviral_Infection	cytomegaloviral infection
nci:Cytomegaloviral_Pneumonia	cytomegaloviral pneumonia
nci:Viral_Respiratory_Tract_Infection	viral respiratory tract infection
nci:Cytomegaloviral_Retinitis	cytomegaloviral retinitis <sep> retinitis, cytomegaloviral
nci:Non-Neoplastic_Retinal_Disorder	non-neoplastic retinal disorder
nci:Cytomegalovirus	cmv <sep> cmv, cytomegalovirus <sep> cytomegalovirus <sep> cytomegalovirus (cvm) <sep> hhv-5 <sep> hhv5 <sep> human herpesvirus 5
nci:Herpesvirus	herpes virus <sep> herpesviridae <sep> herpesvirus <sep> virus-herpes
nci:Cytomegalovirus-Related_Gastritis	cmv gastritis <sep> cmv-related gastritis <sep> cytomegaloviral gastritis <sep> cytomegalovirus gastritis <sep> cytomegalovirus-related gastritis
nci:Viral_Gastritis	viral gastritis
nci:Cytomegalovirus_Colitis	cmv colitis <sep> cytomegalovirus colitis
nci:Cytoplasmic_Eosinophilic_Globules_Present	cytoplasmic eosinophilic globules present
nci:Cytoplasmic_Hyaline_Globules_Present	cytoplasmic hyaline globules present
nci:Cytoplasmic_Membrane-Bound_Granules_Present	cytoplasmic membrane-bound granules present
nci:Cytoplasmic_Protrusions_Present	cytoplasmic blebs present <sep> cytoplasmic protrusions present
nci:Cytosine_Arabinoside	.beta.-cytosine arabinoside <sep> 1-.beta.-d-arabinofuranosyl-4-amino-2(1h)pyrimidinone <sep> 1-.beta.-d-arabinofuranosylcytosine <sep> 1-beta-d-arabinofuranosylcytosine <sep> 1.beta.-d-arabinofuranosylcytosine <sep> 2(1h)-pyrimidinone, 4-amino-1.beta.-d-arabinofuranosyl- <sep> 4-amino-1-beta-d-arabinofuranosyl-2(1h)-pyrimidinone <sep> ara-cell <sep> alexan <sep> ara-c <sep> arabine <sep> arabinofuranosylcytosine <sep> arabinosylcytosine <sep> aracytidine <sep> aracytin <sep> aracytine <sep> beta-cytosine arabinoside <sep> chx-3311 <sep> cytarabine <sep> cytarabinum <sep> cytarbel <sep> cytosar <sep> cytosar-u <sep> cytosine arabinoside <sep> cytosine-.beta.-arabinoside <sep> erpalfa <sep> starasid <sep> tarabine pfs <sep> u 19920 <sep> u-19920 <sep> udicil <sep> wr-28453
nci:Cytoskeleton_Alteration	cytoskeleton alteration
nci:Cytotoxic	cytotoxic
nci:Cytotoxic_Chemotherapy	cytotoxic <sep> cytotoxic chemotherapy <sep> cytotoxic therapy
nci:Czech_Republic	203 <sep> cz <sep> cze <sep> czech republic <sep> ez
nci:DAB	4-dimethylaminoazobenzene <sep> dab <sep> n,n-dimethyl-4-(phenylazo)benzenamine
nci:DAG_PE-Binding_Domain	c1 domain <sep> dag binding domain <sep> dag/pe-binding domain <sep> diacylglycerol binding domain <sep> phorbol ester binding domain <sep> protein kinase c conserved region 1 domain
nci:DCK_Gene	dck <sep> dck gene <sep> deoxycytidine kinase gene
nci:DDD	ddd
nci:DHFR_Gene	dhfr <sep> dhfr gene <sep> dihydrofolate reductase gene
nci:Megaloblastic_Anemia	megaloblastic anemia
nci:DHODH_Gene	dhodh <sep> dhodh gene <sep> dihydroorotate dehydrogenase gene
nci:DHPS_Gene	dhps <sep> dhps gene <sep> deoxyhypusine synthase gene
nci:DICOM_Series	series
nci:DICOM_Terminology	dicom <sep> dicom terminology
nci:Information_Resources	information resource
nci:DNA-Directed_DNA_Polymerase	dna-dependent dna polymerase <sep> dna-directed dna polymerase <sep> ec 2.7.7.7
nci:DNA_Polymerase	dna polymerase
nci:DNA-Directed_RNA_Polymerase	dna-dependent rna polymerase <sep> dna-directed rna polymerase <sep> ec 2.7.7.6
nci:RNA_Polymerase	rna polymerase
nci:DNA_Binding_Agent	dna binding agent
nci:DNA_Adduction	dna adduct formation <sep> dna adduction
nci:DNA_Damage	dna damage
nci:DNA_Alkylation	dna alkylation
nci:DNA_Binding_Domain	dna binding domain <sep> dna binding motif <sep> protein motifs, dna-binding
nci:DNA_Binding_Protein	dna binding protein
nci:DNA_Crosslinking	dna crosslink <sep> dna crosslinking
nci:DNA_Crosslinking_Agent	dna crosslinker <sep> dna crosslinking agent
nci:Pathologic_Mutagenesis	mutagenic process <sep> mutagenic process, pathologic <sep> pathologic mutagenesis
nci:DNA_Repair	dna damage repair <sep> dna repair <sep> unscheduled dna synthesis
nci:DNA_Groove_Binding_Agent	dna groove binding agent
nci:DNA_Maintenance	dna maintenance <sep> dna stability
nci:DNA_Maintenance_Process	dna maintenance process
nci:DNA_Methylation_Regulation	dna methylation regulation
nci:DNA_Modification_Process	dna modification <sep> dna modification process
nci:Gene_Regulation	gene expression regulation <sep> gene regulation <sep> gene regulation process <sep> regulation of gene expression
nci:DNA_Methyltransferase	dna methyltransferase
nci:DNA_Methyltransferase_Inhibitor	dna methyltransferase inhibitor
nci:Polymerase	polymerase
nci:DNA_Polymerase_Alpha	alpha dna polymerase <sep> dna polymerase alpha
nci:DNA_Primase	dna primase <sep> primase
nci:DNA_Replication	dna replication <sep> replication
nci:DNA_Repair_Gene	dna repair gene
nci:DNA_Repair_Inhibition	dna repair inhibition
nci:DNA_Repair_Protein	dna repair protein
nci:Replication-Associated_Process	replication process <sep> replication-associated process
nci:DNA_Replication_Inhibition	dna replication inhibition
nci:DNA_Sequence	dna sequence <sep> sequence <sep> sequences
nci:Nucleotide_Sequence	nucleotide sequence <sep> sequence
nci:DNA_Synthesis	dna synthesis
nci:Polymerization	polymerization <sep> polymerized
nci:Nucleic_Acid_Synthesis_Alteration	nucleic acid synthesis alteration
nci:DNA_Topology_Regulation	dna topology regulation
nci:DNA_Virus	dna virus <sep> virus, dna <sep> virus-dna <sep> viruses, dna
nci:DNTT_Gene	dntt <sep> dntt gene <sep> deoxynucleotidyltransferase, terminal gene
nci:Polymerase_Gene	polymerase gene
nci:Generation_of_Antibody_Diversity	generation of antibody diversity
nci:DPC4_Tumor-Suppressor_Gene_Inactivation	dpc4 tumor-suppressor gene inactivation <sep> madh4 gene inactivation <sep> madh4 tumor-suppressor gene inactivation <sep> smad4 gene inactivation <sep> smad4/dpc4 gene inactivation
nci:D_C_Red_No_17	d&c red no. 17 <sep> d&amp;c red no. 17
nci:Dye	color additive <sep> dye
nci:Dacarbazine	1h-imidazole-4-carboxamide, 5-(3,3-dimethyl-1-triazenyl)- <sep> 4-(dimethyltriazeno)imidazole-5-carboxamide <sep> 5(or 4)-(dimethyltriazeno)imidazole-4(or 5)-carboxamide <sep> 5-(3-3-dimethyl-1-triazenyl)-1h-imidazole-4-carboxamide <sep> 5-(dimethyltriazeno)imidazole-4-carboxamide <sep> asercit <sep> biocarbazine <sep> dacarbazine <sep> dic <sep> dtic <sep> dtic-dome <sep> dacarbazina <sep> dacarbazina almirall <sep> dacarbazine - dtic <sep> dacatic <sep> dakarbazin <sep> deticene <sep> detimedac <sep> dimethyl (triazeno) imidazolecarboxamide <sep> dimethyl triazeno imidazol carboxamide <sep> dimethyl triazeno imidazole carboxamide <sep> dimethyl-triazeno-imidazole-carboximide <sep> fauldetic <sep> imidazole carboxamide <sep> imidazole carboxamide dimethyltriazeno <sep> wr-139007 <sep> dimethyl-triazeno-imidazole carboxamide
nci:Triazene_Compound	triazene compound <sep> triazene compounds
nci:Dachshund	dachshund <sep> dachshund (size and coat not specified)
nci:Daclizumab	anti-tac <sep> anti-tac humanized monoclonal antibody <sep> anti-tac monoclonal antibody <sep> dacliximab <sep> daclizumab <sep> humanized anti-tac monoclonal antibody <sep> monoclonal antibody anti-tac <sep> zenapax
nci:Dacryoadenitis	dacryoadenitis
nci:Lacrimal_System_Disorder	lacrimal system disorder
nci:Dacryocystitis	dacryocystitis
nci:Dactinomycin	2-bis[cyclo(n-methyl-l-valyl-sarcosyl-l-prolyl-d-valyl-l-threonyl)]-1,9 dimethyl-4,6 3h-phenoxazinone-3 <sep> actinomycin d <sep> actinomycin a iv <sep> actinomycin c1 <sep> actinomycin i1 <sep> actinomycin iv <sep> actinomycin x 1 <sep> actinomycin-[thr-val-pro-sar-meval] <sep> cosmegen <sep> dact <sep> dactinomycin <sep> dactinomycine <sep> lyovac cosmegen <sep> meractinomycin
nci:Daily	daily <sep> every day <sep> qd <sep> quaque die
nci:Dalfopristin	3r,4r,5e,10e,12e,14s,26r,26as)-26-((2-(diethylamino)ethyl)sulfonyl)-8,9,14,15,24,25,26,26a-octahydro-14-hydroxy-3-isopropyl-4,12-dimethyl-3h-21,18-nitrilo-1h,22h-pyrrolo(2,1-c)(1,8,4,19)dioxadiazacyclotetracosine-1,7,16,22(4h,17h)-tetrone <sep> dalfopristin <sep> virginiamycin m1, 26-((2-(diethylamino)ethyl)sulfonyl)-26,27-dihydro-,(26r,27s)-
nci:Dalmatian	dalmatian
nci:Dalteparin	dalteparin <sep> dalteparin sodium <sep> fragmin
nci:Dalton	1.6605402 x 10-24 g <sep> atomic mass unit <sep> d <sep> da <sep> dalton <sep> unified atomic mass unit <sep> amu <sep> u
nci:Danaparoid_Sodium	danaparoid sodium <sep> orgaran
nci:Danazol	(17alpha)-pregna-2,4-dien-20-yno[2,3-d]-isoxazol-17-ol <sep> (17alpha)-pregna-2,4-dien-20-yno[2,3-d]isoxazol-17-ol <sep> 1-ethynyl-2,3,3a,3b,4,5,10,10a,10b,11,12,12a-dodecahydro-10a,12a-dimethyl-1h-cyclopental[7,8]phenanthro[3,2-d]isoxazol-1-ol <sep> 17alpha-ethynyl-17beta-hydroxy-4-androsteno[2,3-d]isoxazole <sep> bonzol <sep> chronogyn <sep> cyclomen <sep> dan <sep> danazol <sep> danocrine <sep> danol <sep> danoval <sep> ladogal <sep> win 17757 <sep> win-17757 <sep> winobanin
nci:Dandelion_Extract	dandelion extract
nci:Dandie_Dinmont_Terrier	dandie dinmont terrier
nci:Danthron	1,4,5,8-tetroxyantraquinone <sep> 1,8-dihydroxy-9,10-anthracenedione <sep> 1,8-dihydroxy-9,10-anthraquinone <sep> 1,8-dihydroxyanthraquinone <sep> 1,8-dioxyanthraquinone <sep> chrysazin <sep> danthron <sep> dioxyanthrachinonum
nci:Dantrolene	dantrolene
nci:Dantrolene_Sodium	dantrolene sodium
nci:Dapiprazole_Hydrochloride	1,2,4-triazolo(4,3-a)pyridine, 5,6,7,8-tetrahydro-3-(2-(4-(2-methylphenyl)-1-piperazinyl)ethyl)-, monohydrochloride <sep> af 2139 <sep> dapiprazole hydrochloride <sep> rev-eyes
nci:Dapsone	1358f <sep> 4,4'-sulfonylbis[benzenamine] <sep> 4,4'-sulfonylbisbenzamine <sep> 4,4'-sulfonylbisbenzeneamine <sep> 4,4'-sulfonyldianiline <sep> aczone <sep> avlosulfon <sep> bis(4-aminophenyl) sulfone <sep> bis(4-aminophenyl)sulfone <sep> croysulfone <sep> dadps <sep> dapsone <sep> dds <sep> diphenasone <sep> disulone <sep> dumitone <sep> eporal <sep> novophone <sep> sulfona-mae <sep> sulphadione <sep> undolac
nci:Sulfone_Anti-Infective_Agent	sulfone <sep> sulfone anti-infective agent <sep> sulfones
nci:Dapsone_Gel	5% dapsone gel <sep> aczone gel <sep> dapsone gel <sep> dapsone gel, 5%
nci:Daptomycin	cubicin <sep> daptomycin <sep> ly146032 <sep> n-decanoyl-l-tryptophyl-l-asparaginyl-l-aspartyl-l-threonylglycyl-l-ornithyl-l-aspartyl-d-alanyl-l-aspartylglycyl-d-seryl-threo-3-methyl-l-glutamyl-3-anthraniloyl-l-alanine epsilon1-lactone
nci:Darbepoetin_Alfa	aranesp <sep> darbepoetin alfa <sep> nesp <sep> nespo <sep> novel erythropoiesis stimulating protein
nci:Recombinant_Erythropoietin	erythrocyte colony stimulating factor <sep> erythropoietin <sep> hematopoietin <sep> recombinant epo <sep> recombinant erythropoietin
nci:Darifenacin	darifenacin
nci:Dartoic_Leiomyoma	dartoic leiomyoma <sep> dartoic myoma
nci:Dartoic_Muscle	dartoic muscle
nci:Darunavir	(3r,3as,6ar)-hexahydrofuro(2,3-b)furan-3-yl n-((1s,2r)-1-benzyl-2-hydroxy-3-(n1-isobutylsulfanilamido)propyl)carbamate <sep> darunavir <sep> prezista <sep> tmc114
nci:Date	date
nci:Date_Value	date <sep> date representation <sep> date value
nci:Date_of_Birth	bd <sep> birth date <sep> dob <sep> date of birth
nci:Date_of_Death	dod <sep> date of death <sep> death date
nci:Date_of_Report	date of report
nci:Datura	datura <sep> datura l.
nci:Daughter	daughter
nci:Daunomycin	5,12-naphthacenedione, 8-acetyl-10-[(3-amino-2,3,6-trideoxy-.alpha.-l-lyxo-hexopyranosyl)oxy]-7,8,9,10-tetrahydro-6,8,11-trihydroxy-1-methoxy-, (8s-cis)-, hydrochloride <sep> 5,12-naphthacenedione, 8-acetyl-10-[(3-amino-2,3,6-trideoxy-.alpha.-l-lyxo-hexopyranosyl)oxy]-7,8,9,10-tetrahydro-6,8,11-trihydroxy-1-methoxy-, hydrochloride, (8s-cis)-(9ci) <sep> cerubidine <sep> cerubidin <sep> cloridrato de daunorubicina <sep> daunorubicin hydrochloride <sep> daunoblastin <sep> daunoblastina <sep> daunoblastine <sep> daunomycin hydrochloride <sep> daunomycin, hydrochloride <sep> daunorubicin.hcl <sep> daunorubicini hydrochloridum <sep> fi-6339 <sep> l-lyxo-hexopyranoside, 3.beta.-acetyl-1,2,3,4,6,11-hexahydro-3,5,12-trihydroxy-10-metldioxo-1a-naphthacenyl 3-amino-2,3,6-trideoxy-,.alpha.-,hydrochloride <sep> ondena <sep> rp-13057 <sep> rubidomycin hydrochloride <sep> rubilem
nci:Daunorubicin	(8s-cis)-8-acetyl-10-[(3-amino-2,3,6-trideoxy-alpha-l-lyxo-hexopyranosyl)oxy]-7,8,9,10-tetrahydro-6,8,11-trihydroxy-1-methoxy-5,12-naphthacenedione <sep> 5,12-naphthacenedione, 8-acetyl-10-[(3-amino-2,3,6-trideoxy-.alpha.-l-lyxo-hexopyranosyl)oxy]-7,8,9,10-tetrahydro-6,8,11-trihydroxy-1-methoxy-, (8s-cis)- <sep> daunomycin <sep> daunorubicin <sep> dnr <sep> daunorrubicina <sep> l-lyxo-hexopyranoside, 3.beta.-acetyl-1,2,3,4,6,11-hexahydro-3,5,12-trihydroxy-10-metldioxo-1a-naphthacenyl 3-amino-2,3,6-trideoxy-,.alpha.- <sep> leukaemomycin c <sep> rubomycin c <sep> rubidomycin
nci:Daunorubicin_Citrate	daunorubicin citrate
nci:Day	days <sep> day <sep> d
nci:Unit_of_Time	unit of time
nci:Daytime	daytime
nci:De_novo_Acute_Myeloid_Leukemia_with_Multilineage_Dysplasia	de novo acute myeloid leukemia with multilineage dysplasia
nci:De_novo_Ameloblastic_Carcinoma	ameloblastic carcinoma-primary type <sep> de novo ameloblastic carcinoma <sep> primary ameloblastic carcinoma
nci:Deacetylase	deacetylase
nci:Deanol	2-dimethylaminoethanol <sep> deanol <sep> n,n-dimethyl-n-(2-hydroxyethyl)amine
nci:Death	death <sep> dead <sep> deceased
nci:Death_Adverse_Event_Not_Associated_with_More_Specific_CTCAE_Term	death adverse event not associated with more specific ctcae term <sep> death not associated with ctcae term
nci:Death_Adverse_Event_Not_Associated_with_More_Specific_CTCAE_Term_NOS	death adverse event not associated with more specific ctcae term nos <sep> death nos
nci:Debridement	debridement
nci:Debridement_of_Ulcer	debridement of ulcer
nci:Debridement_of_Wound_of_Skin	debridement of wound of skin
nci:Debulking_Procedure	debulking <sep> debulking procedure
nci:Decalcification	decalcification
nci:Tissue_Processing_Technique	tissue preparation <sep> tissue processing technique
nci:Decidua_Parietalis	decidua parietalis
nci:Decigram	decigram <sep> dg
nci:Deciliter	deciliter <sep> decilitre <sep> dl
nci:Decimeter	decimeter <sep> decimetr <sep> decimetras <sep> decimetre <sep> decimetri <sep> decimetro <sep> dm
nci:Decitabine	2'-deoxy-5-azacytidine <sep> 4-amino-1-(2-deoxy-beta-d-erythro-pentofuranosyl)-1,3,5-triazin-2(1h)-one <sep> 5-aza-2'-deoxycytidine <sep> 5-aza-2'deoxycytidine <sep> 5-aza-2-deoxycytidine <sep> 5-azadeoxycytidine <sep> dacogen <sep> decitabine <sep> decitabine for injection <sep> deoxyazacytidine <sep> dezocitidine
nci:S_Phase_Arrest	s phase arrest
nci:Decontamination	decontaminate <sep> decontamination
nci:Decortication	decortication
nci:Decreased_Core_Body_Temperature	body temperature, decreased <sep> decreased core body temperature <sep> decreased body temperature <sep> hypothermia <sep> temperature, decreased body
nci:Decreased_Forced_Expiratory_Volume	decreased forced expiratory volume <sep> decreased forced expiratory volume (fev) <sep> fev (forced expiratory volume), decreased <sep> fev decreased <sep> forced expiratory volume, decreased <sep> forced expiratory volume (fev), decreased <sep> volume (fev), decreased forced expiratory
nci:Decreased_Peak_Expiratory_Flowrate	decreased peak expiratory flowrate <sep> flowrate, decreased peak expiratory <sep> peak expiratory flowrate, decreased
nci:Decreased_Therapeutic_Response	decreased therapeutic response <sep> response, decreased therapeutic <sep> therapeutic response, decreased
nci:Dedifferentiated_Chondrosarcoma	dedifferentiated chondrosarcoma
nci:Low_Grade_Cartilaginous_Component_Present	low grade cartilaginous component present
nci:Non_Cartilaginous_Sarcomatous_Stroma_Present	high grade non cartilaginous sarcomatous stroma present
nci:Dedifferentiated_Chordoma	dedifferentiated chordoma <sep> sarcomatoid chordoma
nci:Dedifferentiated_Dermatofibrosarcoma_Protuberans	dedifferentiated dermatofibrosarcoma protuberans
nci:Dedifferentiated_Liposarcoma	dedifferentiated liposarcoma
nci:Gain_of_Chromosome_13q	gain of chromosome 13q
nci:Non_Lipogenic_Sarcomatous_Stroma_Present	non lipogenic sarcomatous stroma present <sep> non-lipogenic sarcomatous stroma present
nci:Deep_Brain_Stimulation	dbs <sep> deep brain stimulation
nci:Electroanalgesia	electroanalgesia <sep> neuroaugmentation techniques
nci:Deep_Cervical_Lymph_Node	deep cervical lymph node
nci:Intermediate_Fibrocytic_Neoplasm	intermediate fibrocytic neoplasm <sep> intermediate fibrocytic tumor <sep> intermediate fibrogenic neoplasm <sep> intermediate fibrogenic tumor <sep> intermediate fibrous neoplasm <sep> intermediate fibrous tumor
nci:Deep_Leiomyoma	deep leiomyoma
nci:Deep_Seated_Dermatophytosis	deep seated dermatophytosis
nci:Deep_Vein_Thrombosis	dvt <sep> deep vein thrombosis
nci:Thrombosis	thrombosis
nci:Defecation	defecation
nci:Gastrointestinal_Process	gastrointestinal process
nci:Defecation_Urgency	defecation urgency
nci:Defect	defect
nci:Defective_Gamma_Heavy_Chain_Present	defective gamma heavy chain present
nci:Deferasirox	4-(3,5-bis-(hydroxy-phenyl)-1,2,4)triazol-1-yl)-benzoic acid <sep> deferasirox <sep> exjade
nci:Deferiprone	deferiprone
nci:Deferoxamine	1-amino-6,17-dihydroxy-7,10,18,21-tetraoxo-27-(n-acetylhydroxylamino)-6,11,17,22-tetraazaheptaeicosane <sep> deferoxamine <sep> desferrioxamine <sep> n'-[5-[[4-[[5-(acetylhydroxyamino)pentyl]amino]-1,4-dioxobutyl]hydroxyamino]pentyl]-n-(5-aminopentyl)-n-hydroxybutanediamide <sep> n-[5-[3-[5-aminopentyl)hydroxycarbamoyl]propionamido]pentyl]-3-[[5-(n-hydroxyacetamido)pentyl]carbamoyl]propionohydroxamic acid
nci:Deferoxamine_Mesylate	deferoxamine mesylate <sep> dfm <sep> deferoxamine b <sep> deferoxamine methanesulfonate <sep> deferrioxamine b <sep> desferal <sep> desferrioxamine mesylate
nci:Defibrillator_Paddle	defibrillator paddle <sep> defibrillator paddles
nci:Medical_Device_Component_or_Accessory	device component or accessory <sep> medical device component <sep> medical device component or accessory
nci:Deficiency_of_Humoral_Immunity	b-cell deficiency <sep> deficiency of humoral immunity
nci:Deficit	deficit
nci:Definitive	definitive
nci:Degenerated_Schwannoma	ancient neurilemmoma <sep> ancient schwannoma <sep> degenerated neurilemmoma <sep> degenerated schwannoma
nci:Degenerated_Uterine_Corpus_Leiomyoma	degenerated uterine fibroid <sep> uterine corpus degenerated leiomyoma <sep> uterine fibroid degenerated <sep> uterine leiomyoma degenerated
nci:Degree_Celsius	c <sep> celsius degree <sep> degree celsius <sep> degree centigrade <sep> celsius temperature
nci:Unit_of_Temperature	temperature unit <sep> unit of temperature
nci:Degree_Fahrenheit	degree fahrenheit <sep> f
nci:Dehiscence	dehiscence <sep> dehiscence of organ
nci:Dehydrated	dehydrated
nci:Dehydration	dehydrated <sep> dehydration
nci:Delavirdine	delavirdine
nci:Delavirdine_Mesylate	delavirdine mesylate <sep> rescriptor <sep> u-90 <sep> u90
nci:Delaware	de <sep> delaware
nci:North_Mid_Atlantic_States	north mid-atlantic states
nci:Delaware_Indian	delaware
nci:Delay	delay <sep> delayed
nci:Delayed	delayed
nci:Delayed-Release_Dosage_Form	delayed-release dosage form <sep> delayed-release dose form
nci:Delayed-Type_Hypersensitivity	delayed-type hypersensitivity <sep> delayed-type hypersensitivity response
nci:Delayed_Puberty	delayed puberty
nci:Delayed_Release_Capsule	cap dr <sep> capsule, delayed release <sep> delayed release capsule dosage form <sep> delayed release capsule dose form
nci:Delayed_Release_Granule_Dosage_Form	delayed release granule dosage form <sep> delayed release granule dose form <sep> gran dr <sep> granule, delayed release
nci:Granule_Dosage_Form	gran <sep> granule <sep> granule dosage form <sep> granule dose form
nci:Delayed_Release_Pellets_Capsule	cap dr pellets <sep> capsule, delayed release pellets <sep> delayed release pellets in capsule dosage form <sep> delayed release pellets in capsule dose form
nci:Delayed_Release_Tablet	delayed release tablet dosage form <sep> delayed release tablet dose form <sep> tab dr <sep> tablet, delayed release
nci:Delayed_Union_Fracture	delayed union fracture <sep> fracture, delayed union <sep> union fracture, delayed
nci:Delicate_Arborizing_Vascular_Channel_Formation	delicate arborizing vascular channel formation
nci:Delirium	delirium
nci:Delta-Tocopherol	2,8-dimethyl-2-(4,8,12-trimethyltridecyl)chroman-6-ol <sep> delta-tocopherol <sep> [2r-[2r*(4r*,8r*)]]-3,4-dihydro-2,8-dimethyl-2-(4,8,12-trimethyltridecyl)-2h-1-benzopyran-6-ol
nci:Delta-tocopherol	2,8-dimethyl-2-(4,8,12-trimethyltridecyl)chroman-6-ol <sep> delta-tocopherol
nci:Delta_Cell_Somatostatin_Producing_Neoplasm	delta cell neoplasm <sep> delta cell tumor <sep> neoplasm of delta cells <sep> neoplasm of the delta cells <sep> somatostatin cell neoplasm <sep> somatostatin cell tumor <sep> somatostatin producing neoplasm <sep> somatostatin producing tumor <sep> somatostatinoma <sep> tumor of delta cells <sep> tumor of the delta cells
nci:Insular_Pattern	insular pattern
nci:Deltaretrovirus	blv-htlv retrovirus <sep> deltaretrovirus
nci:Delusion	delusion
nci:Demecarium_Bromide	demecarium bromide
nci:Demeclocycline	7-chloro-4-(dimethylamino)-1,4,4a,5,5a,6,11,12a-octahydro-3,6,10,12,12a-pentahydroxy-1,11-dioxo-2-naphthacenecarboxamide <sep> demeclocycline
nci:Demeclocycline_Hydrochloride	7-chloro-4-(dimethylamino)-1,4,4a,5,5a,6,11,12a-octahydro-3,6,10,12,12a-pentahydroxy-1,11-dioxo-2-naphthacenecarboxamide monohydrochloride <sep> demeclocycline hydrochloride <sep> declomycin
nci:Democratic_Republic_of_the_Congo	180 <sep> cd <sep> cg <sep> cod <sep> congo, the democratic republic of the <sep> democratic republic of the congo <sep> zaire
nci:Demographics	demographic factor <sep> demographic factors <sep> demographics <sep> demography <sep> population studies / demography
nci:Demyelinating_Disorder	demyelinating disease <sep> demyelinating disorder
nci:Demyelinating_Disorder_of_Central_Nervous_System	demyelinating disease of central nervous system <sep> demyelinating disorder of central nervous system
nci:Demyelinating_Polyneuropathy	demyelinating polyneuropathy
nci:Polyneuropathy	polyneuropathy
nci:Dendritic_Cell_Sarcoma_Not_Otherwise_Specified	dendritic cell sarcoma, nos <sep> dendritic cell sarcoma, not otherwise specified
nci:Histiocytic_and_Dendritic_Cell_Neoplasms	histiocytic and dendritic cell neoplasms <sep> histiocytic and dendritic cell tumors
nci:Neoplastic_Dendritic_Cell	neoplastic dendritic cell
nci:Dendritic_Keratitis	dendritic keratitis
nci:Dengue_Fever	dengue fever
nci:Dengue_Hemorrhagic_Fever	dengue hemorrhagic fever
nci:Denileukin_Diftitox	dab(389)-interleukin-2 <sep> dab(389)il-2 <sep> dab389 interleukin-2 <sep> dab389 interleukin-2 immunotoxin <sep> dab389il-2 <sep> dab389il2 <sep> denileukin diftitox <sep> interleukin-2 fusion protein <sep> interleukin-2 fusion toxin <sep> ly335348 <sep> ontak
nci:Fusion_Toxin	fusion toxin
nci:Denmark	208 <sep> da <sep> denmark <sep> dk <sep> dnk
nci:Dense	dense <sep> densely
nci:Densely_Granulated_Pituitary_Gland_Lactotroph_Adenoma	densely granulated pituitary gland lactotroph adenoma
nci:Prolactin_Secreting_Pituitary_Gland_Adenoma	lactotroph adenoma <sep> prl producing pituitary gland adenoma <sep> pituitary gland prolactinoma <sep> pituitary prolactinoma <sep> prolactin producing adenoma of pituitary <sep> prolactin producing adenoma of pituitary gland <sep> prolactin producing adenoma of the pituitary <sep> prolactin producing adenoma of the pituitary gland <sep> prolactin producing pituitary adenoma <sep> prolactin producing pituitary gland adenoma <sep> prolactin secreting adenoma <sep> prolactin secreting adenoma of pituitary <sep> prolactin secreting adenoma of pituitary gland <sep> prolactin secreting adenoma of the pituitary <sep> prolactin secreting adenoma of the pituitary gland <sep> prolactin secreting pituitary adenoma <sep> prolactin secreting pituitary gland adenoma <sep> prolactinoma <sep> prolactinoma of pituitary <sep> prolactinoma of pituitary gland <sep> prolactinoma of the pituitary <sep> prolactinoma of the pituitary gland
nci:Lactotroph_Cell_with_Large_Secretory_Granules	neoplastic lactotroph cell with large secretory granules
nci:Densely_Granulated_Pituitary_Gland_Somatotroph_Adenoma	densely granulated pituitary gland somatotroph adenoma <sep> densely granulated somatotroph adenoma
