Entity-IRI	Entity-Lexicon
fma:Major_histocompatibility_complex_gene	mhc gene <sep> major histocompatibility complex gene
fma:Major_salivary_gland	major salivary gland
fma:Salivary_gland	salivary gland <sep> glandula salivaria
fma:Male_breast	male breast <sep> mamma masculina
fma:Male_genital_system	male genital system <sep> systema genitale masculinum
fma:Male_urethra	male urethra <sep> urethra masculina
fma:Malleus	malleus
fma:Mammillary_body	mamillary body <sep> mammillary body <sep> corpus mamillare <sep> corpus mamillaris <sep> corpus mammillare
fma:Mammotroph	lactotrope cell <sep> mammotroph <sep> pituitary mammotropic cell <sep> prolactin secreting cell
fma:Mammotropin	lactogenic hormone <sep> mammotropin
fma:Mandible	lower jaw bone <sep> mandible <sep> mandibulla <sep> mandibula
fma:Mandibular_nerve	inferior maxillary nerve <sep> mandibular division [v3] <sep> mandibular division [vc] <sep> mandibular division of fifth cranial nerve <sep> mandibular division of trigeminal nerve [vc; v3] <sep> mandibular nerve <sep> mandibular nerve [v3] <sep> mandibular nerve [vc] <sep> nervus mandibularis [vc; v3] <sep> third division of fifth cranial nerve <sep> third division of trigeminal nerve <sep> nervus mandibularis [v3] <sep> nervus mandibularis [vc]
fma:Mannose	mannose
fma:Masseter	masseter <sep> musculus masseter
fma:Masticatory_muscle	masticatory muscle
fma:Masseteric_artery	masseteric artery <sep> arteria masseterica
fma:Masseteric_vein	masseteric vein
fma:Mast_cell	histaminocyte <sep> mast cell <sep> mastocyte
fma:Muscle_of_head	head muscle <sep> muscle of head <sep> musculus caput
fma:Mastoid_process	mastoid process <sep> processus mastoideus
fma:Mature_sperm_cell	mature sperm cell <sep> sperm <sep> spermatozoon <sep> spermium
fma:Sperm_cell	androcyte <sep> sperm cell
fma:Maxilla	maxilla <sep> upper jaw bone
fma:Maxillary_artery	internal maxillary artery <sep> maxillary artery <sep> arteria maxillaris
fma:Maxillary_sinus	antrum of highmore <sep> maxillary sinus <sep> sinus maxillaris
fma:Paranasal_sinus	paranasal sinus
fma:Maxillary_vein	maxillary vein
fma:Mechanoreceptor	mechanoreceptor
fma:Medial	medial
fma:Medial_circumflex_femoral_artery	medial circumflex femoral artery <sep> medial femoral circumflex artery <sep> arteria circumflexa femoris medialis
fma:Subdivision_of_deep_femoral_artery	branch of deep femoral artery <sep> deep femoral arterial subdivision <sep> subdivision of deep femoral artery
fma:Medial_forebrain_bundle	medial forebrain bundle <sep> medial forebrain fasciculus <sep> telencephalic medial fasciculus <sep> fasciculus longitudinalis telencephali <sep> fasciculus medialis telencephali <sep> fasciculus prosencephalicus medialis
fma:Medial_frontobasal_artery	medial frontobasal artery <sep> medial orbitofrontal artery <sep> arteria frontobasalis medialis
fma:Medial_geniculate_body	medial geniculate body <sep> medial geniculate complex <sep> medial geniculate nuclei <sep> medial geniculate nucleus <sep> corpus geniculatum mediale <sep> corpus geniculatus medialis <sep> nuclei corporis geniculati medialis <sep> nucleus corporis geniculati medialis <sep> nucleus geniculatus medialis
fma:Medial_meniscus	medial meniscus <sep> medial meniscus of knee joint <sep> meniscus medialis
fma:Medial_nuclear_group_of_thalamus	dorsal medial nucleus of thalamus <sep> dorsomedial nuclear group <sep> dorsomedial nucleus <sep> dorsomedial nucleus of thalamus <sep> medial dorsal nucleus <sep> medial dorsal nucleus of thalamus <sep> medial nuclear group <sep> medial nuclear group of thalamus <sep> medial thalamic nuclei <sep> medial thalamic nucleus <sep> mediodorsal nucleus <sep> mediodorsal thalamic nucleus <sep> md <sep> nuclei mediales (thalami) <sep> nucleus dorsomedialis thalami <sep> nucleus medialis dorsalis <sep> nucleus medialis dorsalis (hassler) <sep> nucleus medialis dorsalis thalami <sep> nucleus mediodorsalis thalami
fma:Medial_plantar_artery	medial plantar artery <sep> arteria plantaris medialis
fma:Subdivision_of_posterior_tibial_artery	posterior tibial arterial subdivision <sep> subdivision of posterior tibial artery
fma:Medial_rectus	medial rectus <sep> musculus rectus medialis
fma:Medial_tarsal_artery	medial tarsal artery
fma:Subdivision_of_anterior_tibial_artery	anterior tibial arterial subdivision <sep> subdivision of anterior tibial artery
fma:Medial_vestibular_nucleus	chief vestibular nucleus <sep> dorsal vestibular nucleus <sep> medial vestibular nucleus <sep> nucleus of schwalbe <sep> principal vestibular nucleus <sep> schwalbe's nucleus <sep> triangular nucleus <sep> nucleus triangularis <sep> nucleus vestibularis medialis
fma:Median_aperture_of_fourth_ventricle	foramen of magendie <sep> foramen of majendie <sep> median aperture of fourth ventricle <sep> apertura mediana <sep> apertura mediana ventriculi quarti
fma:Median_artery	median artery <sep> arteria comitans nervi mediani
fma:Median_lobe_of_prostate	albarran's gland <sep> cranial part of prostate <sep> median lobe of prostate <sep> middle lobe of prostate <sep> pars proximalis (prostata) <sep> proximal part of prostate <sep> proximal part of prostate gland <sep> lobus medius prostatae <sep> pars proximalis prostatae
fma:Median_nerve	median nerve <sep> nervus medianus
fma:Median_thyrohyoid_ligament	median thyrohyoid ligament <sep> middle thyrohyoid ligament <sep> ligamentum thyrohyoideum medianum
fma:Mediastinum	mediastinal part of chest <sep> mediastinum
fma:Subdivision_of_thoracic_compartment	subdivision of thoracic compartment <sep> thoracic compartment subdivision
fma:Medulla_oblongata	bulb <sep> medulla oblongata <sep> metepencephalon <sep> bulbus <sep> myelencephalon
fma:Segment_of_hindbrain	hindbrain segment <sep> segment of hindbrain
fma:Medulla_of_thymus	medulla of thymus <sep> thymus medulla <sep> medulla thymi
fma:Megakaryoblast	basophilic megakaryoblast <sep> megakaryoblast
fma:Thrombocytopoietic_cell	thrombocytopoietic cell <sep> thrombopoietic cell
fma:Megakaryocyte	megakaryocyte
fma:Melanin	melanin
fma:Melanocyte	melanocyte
fma:Melatonin	melatonin
fma:Membrane	membrane
fma:Membrane_organ	membrane organ
fma:Membrane_protein_of_cell	membrane protein of cell
fma:Membrane_protein_of_mitochondrion	membrane protein of mitochondrion
fma:Membranous_labyrinth	membranous labyrinth <sep> labyrinthus membranaceus
fma:Membranous_urethra	intermediate part of urethra <sep> intermediate urethra <sep> membranous part of urethra <sep> membranous urethra <sep> pars membranacea (urethrae) <sep> pars intermedia urethrae <sep> pars membranacea urethrae
fma:Segment_of_male_urethra	male urethral segment <sep> segment of male urethra
fma:Meningeal_branch_of_ascending_pharyngeal_artery	meningeal branch of ascending pharyngeal artery
fma:Meningeal_dura	meningeal dura <sep> meningeal layer of dura mater
fma:Meningothelial_cell	meningothelial cell
fma:Mental_artery	mental artery <sep> mental branch of inferior alveolar artery
fma:Merkel_cell	merkel cell <sep> merkel's cell
fma:Mesangial_cell	glomerular mesangial cell <sep> mesangial cell <sep> mesangial cell of glomerulus
fma:Mesangium	mesangium
fma:Mesenchymal_cell	mesenchymal cell
fma:Meshwork_forming_collagen	meshwork-forming collagen <sep> network-forming collagen
fma:Non_fibrillar_collagen	non-fibrillar collagen
fma:Mesoderm	mesoderm
fma:Mesodermal_cell	mesodermal cell
fma:Mesonephros	mesonephros
fma:Mesothelial_cell	mesothelial cell <sep> mesotheliocyte
fma:Mesothelial_cell_of_peritoneum	mesothelial cell of peritoneum <sep> peritoneal mesothelial cell
fma:Mesothelial_cell_of_pleura	mesothelial cell of pleura <sep> pleural mesothelial cell
fma:Mesothelium	mesothelium
fma:Messenger_ribonucleic_acid	messenger rna <sep> messenger ribonucleic acid <sep> mrna
fma:Ribonucleic_Acid	rna <sep> ribonucleic acid
fma:Metacarpal_bone	metacarpal <sep> metacarpal bone <sep> os metacarpale
fma:Metacarpophalangeal_joint	mp joint <sep> metacarpal joint <sep> metacarpophalangeal joint
fma:Metamyelocyte	metamyelocyte
fma:Metanephros	metanephros
fma:Metaphysis	diaphyseal end of long bone <sep> metaphysis
fma:Metatarsal_bone	metatarsal bone
fma:Metatarsophalangeal_joint	metatarsal joint <sep> metatarsophalangeal joint
fma:Metathalamus	geniculate group of the dorsal thalamus <sep> metathalamus <sep> nuclei metathalami
fma:Methionine	methionine
fma:Microglial_cell	microglial cell <sep> microgliocyte <sep> small glial cell
fma:Microtubule	microtubule <sep> microtubulus
fma:Organelle_tubule	organelle tubule
fma:Microtubule_associated_protein	map <sep> microtubule-associated protein
fma:Microtubule_triplet	microtubule triplet
fma:Midbrain	midbrain <sep> mesencephalon
fma:Midbrain_tectum	midbrain tectum <sep> neuraxis tectum
fma:Segment_of_midbrain	midbrain segment <sep> segment of midbrain
fma:Middle	middle
fma:Middle_cardiac_vein	lesser cardiac vein <sep> middle cardiac vein <sep> posterior interventricular vein <sep> vena cardiaca media <sep> vena cordis media <sep> vena interventricularis posterior
fma:Middle_cerebral_artery	middle cerebral artery <sep> sylvian artery <sep> arteria cerebri media
fma:Middle_colic_artery	middle colic artery <sep> arteria colica media
fma:Middle_cranial_fossa	middle cranial fossa <sep> fossa cranii media
fma:Middle_ear	middle ear <sep> auris media
fma:Middle_frontal_gyrus	intermediate frontal gyrus <sep> medial frontal gyrus <sep> middle frontal gyrus <sep> gyrus f2 <sep> gyrus frontalis medialis <sep> gyrus frontalis medialis (winters) <sep> gyrus frontalis medius <sep> gyrus frontalis secundus
fma:Middle_lobe_of_lung	intermediate lobe of right lung <sep> middle lobe of lung <sep> middle lobe of right lung <sep> right lung, middle lobe <sep> right middle lobe <sep> right middle lobe of lung <sep> lobus medius pulmonis dextri
fma:Middle_mediastinum	middle mediastinal part of chest <sep> middle mediastinum <sep> mediastinum medium
fma:Middle_part_of_external_acoustic_tube	middle part of external acoustic meatus <sep> middle part of external acoustic tube <sep> middle part of external auditory tube <sep> pars media of external acoustic meatus
fma:Middle_phalanx_of_finger	middle phalanx of finger <sep> phalanx media manus
fma:Middle_rectal_artery	middle rectal artery <sep> arteria rectalis media
fma:Middle_temporal_gyrus	intermediate temporal gyrus <sep> middle temporal gyrus <sep> gyrus temporalis medius
fma:Midgut	midgut
fma:Minus_end_of_actin_filament	minus end of actin filament <sep> pointed end of actin
fma:Region_of_actin_filament	actin filament region <sep> region of actin filament
fma:Minus_end_of_microtubule	minus end of microtubule
fma:Region_of_microtubule	microtubule region <sep> region of microtubule
fma:Mitochondrial_crista	mitochondrial crista
fma:Region_of_wall_of_organelle	region of wall of organelle
fma:Mitochondrial_deoxyribonucleic_acid	mitochondrial dna <sep> mitochondrial deoxyribonucleic acid
fma:Mitochondrial_matrix	matrix mitochondrialis <sep> matrix of mitochondrion <sep> mitochondrial matrix
fma:Mitochondrial_ribonucleic_acid	mitochondrial rna <sep> mitochondrial ribonucleic acid
fma:Mitochondrion	mitochondrion
fma:Mitotic_chromosome	mitotic chromosome
fma:Mitral_valve	bicuspid valve <sep> left atrioventricular valve <sep> mitral valve <sep> valva atrioventricularis sinistra <sep> valva mitralis
fma:Molar_tooth	molar tooth <sep> dens molaris
fma:Monoblast	monoblast
fma:Monopoietic_cell	monopoietic cell
fma:Monocyte	monocyte
fma:Monocyte_chemoattractant_protein_3	monocyte chemoattractant protein-3
fma:Mononuclear_phagocyte_system	mononuclear phagocyte system <sep> reticuloendothelial system
fma:Set_of_cells	cells set <sep> set of cells
fma:Mons_pubis	mons pubis <sep> mons veneris
fma:Subdivision_of_pelvis	pelvic region <sep> pelvic subdivision <sep> subdivision of pelvis
fma:Mucoid_tissue	mucoid tissue <sep> mucous connective tissue <sep> mucous tissue
fma:Mucosa	mucosa <sep> mucosa of organ <sep> mucous membrane <sep> organ mucosa
fma:Mucosa_associated_lymphoid_tissue	epithelio-lymphoid tissue <sep> malt <sep> mucosa-associated lymphoid tissue
fma:Mucosa_of_anal_canal	anal canal mucosa <sep> anal mucosa <sep> anal mucous membrane <sep> mucosa of anal canal <sep> mucous membrane of anal canal
fma:Mucosa_of_esophagus	esophageal mucosa <sep> esophagus mucosa <sep> mucosa of esophagus <sep> mucous membrane of oesophagus <sep> muscularis mucosae of oesophagus <sep> oesophageal mucosa <sep> lamina muscularis mucosae oesophageae <sep> tunica mucosa oesophageae
fma:Mucosa_of_labial_part_of_mouth	mucosa of labial part of mouth
fma:Mucosa_of_large_intestine	large intestinal mucosa <sep> mucosa of large intestine <sep> mucous membrane of large intestine <sep> tunica mucosa intestini crassi
fma:Mucosa_of_larynx	laryngeal mucosa <sep> mucosa of larynx <sep> mucous membrane of larynx <sep> tunica mucosa laryngis
fma:Viscerocranial_mucosa_organ_part	viscerocranial mucosa organ part
fma:Mucosa_of_lower_lip	lower lip mucosa <sep> mucosa of lower lip
fma:Mucosa_of_small_intestine	mucosa of small intestine <sep> mucous membrane of small intestine <sep> small intestinal mucosa <sep> small intestine mucous membrane <sep> tunica mucosa (intestinum tenue) <sep> tunica mucosa intestini tenuis
fma:Mucosa_of_stomach	gastric mucosa <sep> gastric mucous membrane <sep> mucosa of stomach <sep> mucous membrane of stomach <sep> tunica mucosa (gaster) <sep> tunica mucosa gastricae
fma:Mucosa_of_upper_lip	mucosa of upper lip <sep> upper lip mucosa
fma:Mucosa_of_urinary_bladder	bladder mucosa <sep> mucosa of urinary bladder <sep> mucous membrane of bladder <sep> mucous membrane of urinary bladder <sep> urinary bladder mucosa <sep> tunica mucosa (vesica urinaria) <sep> tunica mucosa vesicae
fma:Mucus	mucus
fma:Multilaminar_epithelium	multilaminar epithelium <sep> stratified epithelium
fma:Muscle	muscle <sep> musculus
fma:Muscle_cell	muscle cell <sep> myocyte
fma:Muscle_layer	muscle layer <sep> muscularis layer
fma:Muscle_layer_of_esophagus	muscle coat of esophagus <sep> muscle layer of esophagus <sep> muscular coat of oesophagus <sep> muscular layer of oesophagus <sep> tela muscularis (oesophagus) <sep> tunica muscularis oesophageae
fma:Muscle_layer_of_organ	muscle layer of organ
fma:Muscle_layer_of_large_intestine	muscle layer of large intestine <sep> muscular coat of large intestine <sep> muscular layer of large intestine <sep> muscularis externa of large intestine <sep> tunica muscularis intestini crassi
fma:Muscle_layer_of_small_intestine	muscle layer of small intestine <sep> muscular coat of small intestine <sep> muscular layer of small intestine <sep> muscularis externa of small intestine <sep> small intestine muscularis propria <sep> tunica muscularis (intestinum tenue) <sep> tunica muscularis intestini tenuis
fma:Muscle_of_abdomen	abdominal muscle <sep> abdominal wall muscle <sep> muscle of abdomen
fma:Muscle_of_trunk	muscle of trunk <sep> trunk muscle
fma:Muscle_of_anterior_abdominal_wall	anterior abdominal wall muscle <sep> muscle of anterior abdominal wall
fma:Muscle_of_arm	arm muscle <sep> muscle of arm
fma:Muscle_of_forearm	forearm muscle <sep> muscle of forearm
fma:Muscle_of_leg	leg muscle <sep> muscle of leg
fma:Muscle_of_anterior_compartment_of_thigh	anterior femoral muscle <sep> muscle of anterior compartment of thigh
fma:Muscle_of_thigh	muscle of thigh <sep> thigh muscle
fma:Muscle_of_free_upper_limb	free upper limb muscle <sep> muscle of free upper limb
fma:Muscle_of_auditory_ossicles	auditory ossicles muscle <sep> muscle of auditory ossicles <sep> ossicular muscle
fma:Muscle_of_free_lower_limb	free lower limb muscle <sep> muscle of free lower limb
fma:Muscle_of_lower_limb	lower limb muscle <sep> muscle of lower limb
fma:Muscle_of_upper_limb	muscle of upper limb <sep> upper limb muscle
fma:Muscle_organ	muscle organ
fma:Muscle_of_head_proper	head proper muscle <sep> muscle of head proper
fma:Muscle_of_palate	muscle of palate <sep> palatal muscle <sep> palate muscle <sep> palatine muscle
fma:Muscle_of_pectoral_girdle	muscle of pectoral girdle <sep> muscle of shoulder girdle <sep> pectoral girdle muscle
fma:Muscle_of_pelvic_diaphragm	muscle of pelvic diaphragm <sep> muscle of pelvic floor <sep> pelvic diaphragm muscle
fma:Muscle_of_posterior_compartment_of_arm	muscle of posterior compartment of arm
fma:Muscle_of_vertebral_column	muscle of vertebral column <sep> vertebral column muscle
fma:Muscle_spindle	muscle spindle <sep> neuromuscular spindle
fma:Proprioceptor	proprioceptor
fma:Muscular_layer_of_bladder	muscle layer of urinary bladder <sep> muscular coat of bladder <sep> muscular coat of urinary bladder <sep> muscular layer of bladder <sep> muscular layer of urinary bladder <sep> tunica musculari vesicae <sep> tunica muscularis (vesica urinaria)
fma:Muscular_layer_of_pharynx	muscular layer of pharynx
fma:Muscularis_mucosae	muscularis mucosae
fma:Smooth_muscle_tissue	involuntary muscle <sep> non-striated muscle <sep> smooth muscle tissue <sep> textus muscularis nonstriatus
fma:Muscularis_mucosae_of_esophagus	lamina muscularis of esophageal mucous membrane <sep> muscularis mucosae of esophagus <sep> lamina muscularis mucosae (oesphagus)
fma:Muscularis_mucosae_of_large_intestine	lamina muscularis of large intestine mucosa <sep> lamina muscularis of large intestine mucous membrane <sep> muscularis mucosae of large intestine <sep> lamina muscularis mucosae intestini crassi
fma:Muscularis_mucosae_of_small_intestine	lamina muscularis mucosae (tunica mucosa)(intestinum tenue) <sep> lamina muscularis of small intestine mucous membrane <sep> muscularis mucosae of small intestine <sep> lamina muscularis mucosae intestini tenuis
fma:Muscularis_mucosae_of_stomach	lamina muscularis mucosae (tunica mucosa)(gaster) <sep> lamina muscularis of gastric mucosa <sep> muscular coat of stomach <sep> muscularis mucosae of stomach <sep> lamina muscularis mucosae gastricae <sep> tunica muscularis gastricae
fma:Musculature_of_anterior_abdominal_wall	anterior abdominal wall musculature <sep> muscles of anterior abdominal wall <sep> musculature of anterior abdominal wall <sep> musculature of front of abdomen <sep> set of muscles of anterior abdominal wall
fma:Musculature_of_subdivision_of_trunk	muscle group of subdivision of trunk <sep> musculature of subdivision of trunk <sep> set of muscles of subdivision of trunk
fma:Musculature_of_face	facial muscles <sep> muscle group of face <sep> musculature of face <sep> set of facial muscles <sep> set of muscles of face <sep> musculi faciei
fma:Musculature_of_neck	muscle group of neck <sep> muscles of neck <sep> musculature of neck <sep> neck musculature <sep> set of muscles of neck <sep> musculi cervicis <sep> musculi colli
fma:Musculature_of_perineum	musculature of perineum <sep> perineal muscles <sep> perineal muscles set <sep> set of perineal muscles <sep> musculi perinei
fma:Musculature_of_subdivision_of_face	muscle group of subdivision of face <sep> musculature of subdivision of face <sep> set of muscles of subdivision of face
fma:Musculature_of_subdivision_of_free_lower_limb	muscle group of subdivision of free lower limb <sep> musculature of subdivision of free lower limb <sep> set of muscles of subdivision of free lower limb
fma:Musculature_of_subdivision_of_lower_limb	muscle group of subdivision of lower limb <sep> musculature of subdivision of lower limb <sep> set of muscles of subdivision of lower limb
fma:Musculoskeletal_system	musculo-skeletal system <sep> musculoskeletal system
fma:Myelin	myelin
fma:Myelin_sheath	myelin sheath
fma:Myelinated_nerve_fiber	myelinated nerve fiber
fma:Nerve_fiber	nerve fiber <sep> nerve fibre <sep> neurofibrum <sep> neurofibra
fma:Myeloblast	myeloblast
fma:Myelocyte	myelocyte
fma:Myeloid_stem_cell	myeloid cell <sep> myeloid stem cell
fma:Myenteric_nerve_plexus	auerbach's plexus <sep> meissner's plexus <sep> myenteric nerve plexus <sep> myenteric plexus <sep> remak's plexus <sep> submucous nerve plexus <sep> submucous plexus <sep> plexus myentericus <sep> plexus nervosus myentericus <sep> plexus nervosus submucosus <sep> plexus submucosus
fma:Mylohyoid	mylohyoid <sep> musculus mylohyoideus
fma:Myo_inositol	myo-inositol
fma:Myoblast	myoblast
fma:Myocardium	heart muscle <sep> muscle of heart <sep> myocardium
fma:Myoepithelial_cell	myoepithelial cell <sep> myoepitheliocyte
fma:Myofilament	myofilament <sep> myofilamentum
fma:Myometrium	myometrium <sep> tunica muscularis (myometrium) <sep> tunica muscularis uteri
fma:Myosin_myofilament	myofilamentum crassum <sep> myosin myofilament <sep> thick filament
fma:Myristic_acid	myristic acid <sep> tetradecanoic acid
fma:N_acetylneuraminic_acid	n-acetylneuraminic acid
fma:N_cadherin	n-cadherin
fma:Nail	nail <sep> nail plate <sep> unguis
fma:Nail_of_finger	finger nail <sep> fingernail <sep> nail of finger <sep> nail plate of finger
fma:Nail_of_toe	nail of toe <sep> nail plate of toe <sep> toe nail <sep> toenail
fma:Nasal_bone	nasal bone <sep> os nasale
fma:Nasal_cartilage	nasal cartilage
fma:Nasal_cavity	cavity of nose <sep> nasal cavity <sep> cavitas nasi
fma:Nasal_concha	nasal concha <sep> nasal concha of ethmoid bone <sep> nasal turbinate <sep> turbinate
fma:Zone_of_ethmoidal_labyrinth	ethmoidal labyrinth zone <sep> zone of ethmoidal labyrinth
fma:Nasal_mucus	nasal mucus
fma:Nasal_muscle	nasal muscle
fma:Nasal_septum	nasal septum <sep> septum nasi
fma:Naso_pharyngeal_lymphoid_tissue	naso-pharyngeal lymphoid tissue
fma:Nasolacrimal_duct	nasolacrimal duct <sep> ductus nasolacrimalis
fma:Nasopharynx	nasal part of pharynx <sep> nasopharynx <sep> rhinopharynx <sep> pars nasalis pharyngis
fma:Navicular_bone_of_foot	navicular <sep> navicular bone of foot <sep> navicular of foot <sep> os naviculare
fma:Neck	neck <sep> neck (volume) <sep> collum
fma:Subdivision_of_body_proper	subdivision of body proper
fma:Neck_of_femur	femoral neck <sep> neck of femur <sep> collum femoris
fma:Neck_of_gallbladder	cervix of gallbladder <sep> gallbladder neck <sep> neck of gallbladder <sep> collum vesicae biliaris <sep> collum vesicae felleae
fma:Neck_of_tooth	cervix of tooth <sep> neck of tooth <sep> tooth neck <sep> cervix dentis
fma:Neck_of_urinary_bladder	bladder neck <sep> neck of bladder <sep> neck of urinary bladder <sep> urinary bladder neck <sep> vesical neck <sep> cervix vesicae <sep> cervix vesicae; collum vesicae <sep> collum vesicae
fma:Nephrogenic_cord	nephrogenic cord
fma:Nephron	nephron
fma:Nerve_root	nerve root
fma:Segment_of_nerve	neural segment <sep> segment of nerve
fma:Nerve_trunk	nerve trunk <sep> trunk of nerve
fma:Nervous_system	nervous system <sep> systema nervosum
fma:Neural_cell	neural cell
fma:Neural_cell_adhesion_molecule	n-cam <sep> neural cell adhesion molecule
fma:Neural_crest	neural crest
fma:Neural_crest_cell	neural crest cell
fma:Neural_stem_cell	neural stem cell
fma:Neuraxis	central nervous system <sep> cerebrospinal axis <sep> neuraxis <sep> pars centralis <sep> systema nervosum centrale
fma:Neurilemma	neurilemma <sep> neurolemma <sep> sheath of schwann
fma:Portion_of_neural_tissue	nerve tissue <sep> nervous tissue <sep> neural tissue <sep> portion of neural tissue <sep> textus nervosus
fma:Neuro_endocrine_system	neuro-endocrine system
fma:Subdivision_of_endocrine_system	endocrine system subdivision <sep> subdivision of endocrine system
fma:Neuroblast	neuroblast
fma:Neuroendocrine_cell	neuroendocrine cell
fma:Neurofilament	neurofilament <sep> neuronal intermediate filament
fma:Neurohypophysis	infundibular process <sep> neural lobe <sep> neural lobe of pituitary gland <sep> neurohypophysis <sep> posterior lobe of pituitary gland <sep> lobus nervosus neurohypophysis <sep> lobus posterior (glandula pituitaria) <sep> lobus posterior hypophysis
fma:Neuropil	neuropil
fma:Neurotendinous_ending	golgi tendon organ <sep> neurotendinous ending <sep> neurotendinous organ of golgi
fma:Neutrophil	heterophile leucocyte <sep> neutrophil <sep> neutrophil leucocyte <sep> neutrophil leukocyte <sep> neutrophile <sep> polymorphonuclear leucocyte <sep> polymorphonuclear leukocyte
fma:Ninth_thoracic_vertebra	ninth dorsal vertebra <sep> ninth thoracic vertebra <sep> t9 vertebra
fma:Nipple	nipple <sep> papillary part of breast <sep> teat <sep> papilla mammaria
fma:Nissl_body	nissl body <sep> nissl granule
fma:Nitrergic_neuron	nitrergic neuron
fma:Node_of_Ranvier	node of ranvier <sep> ranvier node <sep> ranvier's node
fma:Unmyelinated_segment_of_axon	unmyelinated segment of axon
fma:Nodular_lymphoid_tissue	lymphoid follicle <sep> lymphoid nodule <sep> nodular lymphoid tissue
fma:Non_nucleated_cell	anucleated cell <sep> non-nucleated cell
fma:Solid_organ	solid organ
fma:Norepinephrine	noradrenaline <sep> norepinephrine
fma:Nose	nose <sep> nasus
fma:Notochord	chordamesoderm <sep> notochord
fma:Nuclear_inclusion	nuclear inclusion
fma:Nuclear_lamin	nuclear lamin
fma:Nuclear_lamina	nuclear fibrous lamina <sep> nuclear lamina
fma:Nuclear_matrix	matrix of cell nucleus <sep> nuclear matrix
fma:Nuclear_membrane	nuclear envelope <sep> nuclear membrane <sep> nucleolemma
fma:Nuclear_pore	nuclear pore
fma:Nuclear_pore_complex	complexus pori <sep> nuclear pore apparatus <sep> nuclear pore complex
fma:Nucleolus	nucleolus
fma:Nucleoplasm	nucleoplasm <sep> nucleoplasma
fma:Nucleoporin	nucleoporin
fma:Nucleosome	dna protein particle <sep> nucleosome
fma:Nucleotide	nucleotide
fma:Nucleus_accumbens	accumbens nucleus <sep> colliculus of caudate nucleus <sep> nucleus accumbens <sep> nucleus accumbens septi <sep> colliculus nuclei caudati
fma:Nucleus_ambiguus	ambiguus nucleus <sep> nucleus ambiguus <sep> nucleus innominatus
fma:Nucleus_of_neuraxis	neural nucleus <sep> neuraxis nucleus <sep> nucleus of neuraxis
fma:Nucleus_of_solitary_tract	nucleus of solitary tract
fma:Nucleus_of_subthalamus	nucleus of subthalamus
fma:Nutrient_canal	nutrient canal <sep> canalis nutricius <sep> canalis nutriens
fma:Obturator_artery	obturator artery <sep> arteria obturatoria
fma:Obturator_muscle	obturator muscle
fma:Obturator_vein	obturator vein
fma:Occipital_artery	occipital artery <sep> arteria occipitalis
fma:Occipital_bone	occipital bone <sep> os occipitale
fma:Occipital_horn_of_lateral_ventricle	occipital horn of lateral ventricle <sep> posterior horn of lateral ventricle <sep> cornu occipitale (ventriculi lateralis) <sep> cornu occipitale ventriculi lateralis <sep> cornu posterius (ventriculi lateralis) <sep> cornu posterius ventriculi lateralis <sep> ventriculus lateralis, cornu occipitale <sep> ventriculus lateralis, cornu posterius
fma:Occipital_lobe	occipital cortex <sep> occipital lobe <sep> occipital region <sep> lobus occipitalis <sep> regio occipitalis
fma:Occluding_cell_junction	occluding cell junction <sep> tight junction <sep> zonula occludens
fma:Occlusal_surface_of_tooth	facies occlusalis (dens) <sep> occlusal surface of tooth <sep> facies occlusalis dentis
fma:Region_of_surface_of_tooth	region of surface of tooth
fma:Oculomotor_nerve	oculomotor nerve <sep> oculomotor nerve [iii] <sep> oculomotor nerve tree <sep> third cranial nerve <sep> nerve iii <sep> nervus oculomotorius <sep> nervus oculomotorius [iii]
fma:Oculomotor_nuclear_complex	nucleus of oculomotor nerve <sep> nucleus of third cranial nerve <sep> oculomotor nuclear complex <sep> oculomotor nucleus <sep> third cranial nerve nucleus <sep> nucleus nervi oculomotorii <sep> nucleus oculomotorius
fma:Odontoblast	odontoblast
fma:Olecranon	olecranon
fma:Zone_of_proximal_epiphysis_of_ulna	zone of proximal epiphysis of ulna
fma:Olfactory_bulb	olfactory bulb <sep> bulbus olfactorius
fma:Olfactory_epithelium	olfactory epithelium <sep> olfactory sensory epithelium <sep> sensory olfactory epithelium
fma:Olfactory_groove	olfactory groove
fma:Olfactory_nerve	first cranial nerve <sep> olfactory nerve <sep> olfactory nerve [i] <sep> fila olfactoria <sep> nerve i <sep> nervus olfactorius <sep> nervus olfactorius [i]
fma:Olfactory_receptor_cell	bipolar primary olfactory neuron <sep> olfactory receptor <sep> olfactory receptor cell <sep> olfactory receptor neuron
fma:Olfactory_sulcus	olfactory sulcus <sep> sulcus olfactorius
fma:Olfactory_tract	olfactory tract <sep> tractus olfactorius
fma:Olfactory_trigone	olfactory trigone <sep> trigonum olfactorium
fma:Zone_of_telencephalon	zone of telencephalon
fma:Oligodendrocyte	oligodendrocyte <sep> oligodendrocytus <sep> oligodendroglia cell <sep> oligodendroglial cell
fma:Oligodendroglia	oligodendroglia
fma:Set_of_macroglial_cells	macroglia <sep> macroglial cells set <sep> set of macroglial cells
fma:Oligosaccharide	oligosaccharide
fma:Omohyoid	omohyoid <sep> musculus omohyoideus
fma:Oncocyte	oncocyte
fma:Oocyte	oocyte <sep> ovocyte
fma:Oogonium	oogonium
fma:Ophthalmic_artery	ophthalmic artery <sep> arteria ophthalmica
