Entity-IRI	Entity-Lexicon
snomed:History_of_depressive_disorder	history of depressive disorder
snomed:History_of_mood_disorder	history of mood disorder
snomed:History_of_drug_abuse	history of drug abuse
snomed:Past_history_of_procedure	past history of procedure
snomed:History_of_endocarditis	history of endocarditis
snomed:History_of_epidural_hematoma	history of epidural hematoma
snomed:History_ofcentral_nervous_system_disorder	history of - central nervous system disorder
snomed:History_of_eye_disorder	history of eye disorder
snomed:History_of_follicular_adenocarcinoma_of_thyroid	history of follicular adenocarcinoma of thyroid
snomed:History_of_malignant_neoplasm_of_thyroid	history of malignant neoplasm of thyroid
snomed:History_of_gastrectomy	history of gastrectomy
snomed:History_of_headache	history of headache
snomed:History_of_headache_after_dural_puncture	history of headache after dural puncture
snomed:History_of_hemorrhage_into_ventricle_of_brain	history of hemorrhage into ventricle of brain
snomed:Ventricular_hemorrhage	ventricular hemorrhage
snomed:History_of_hepatitis_A	history of hepatitis a
snomed:History_of_viral_illness	history of viral illness
snomed:History_ofliver_disease	history of - liver disease
snomed:History_of_hepatitis_B	history of hepatitis b
snomed:History_of_hepatitis_B_vaccination	history of hepatitis b vaccination
snomed:History_of_vaccination	history of vaccination
snomed:History_of_incision_of_pericardium	history of incision of pericardium
snomed:Incision_of_pericardium	incision of pericardium
snomed:History_of_infectious_disease	history of infectious disease
snomed:History_of_insertion_of_endotracheal_tube	history of insertion of endotracheal tube
snomed:Insertion_of_endotracheal_tube	insertion of endotracheal tube
snomed:History_of_laparoscopy	history of laparoscopy
snomed:History_of_laryngectomy	history of laryngectomy
snomed:History_of_surgical_procedure_on_larynx	history of surgical procedure on larynx
snomed:History_of_mastectomy	history of mastectomy
snomed:History_of_left_oophorectomy	history of left oophorectomy
snomed:History_of_leukemia	history of leukemia
snomed:History_of_liver_excision	history of liver excision
snomed:History_of_lymphadenopathy	history of lymphadenopathy
snomed:History_of_male_erectile_disorder	history of male erectile disorder
snomed:History_of_psychiatric_disorder	history of psychiatric disorder
snomed:History_of_malignant_basal_cell_neoplasm_of_skin	history of malignant basal cell neoplasm of skin
snomed:History_of_malignant_neoplasm_of_skin	history of malignant neoplasm of skin
snomed:History_of_malignant_lymphoma	history of malignant lymphoma
snomed:History_of_malignant_mesothelioma	history of malignant mesothelioma
snomed:Mesothelioma_malignant_clinical_disorder	mesothelioma malignant clinical disorder
snomed:History_of_malignant_mesothelioma_of_pleura	history of malignant mesothelioma of pleura
snomed:History_of_malignant_neoplasm_of_pleura	history of malignant neoplasm of pleura
snomed:Malignant_mesothelioma_of_pleura	malignant mesothelioma of pleura
snomed:History_of_malignant_neoplasm_of_breast	history of malignant neoplasm of breast
snomed:History_of_malignant_neoplasm_of_cervix	history of malignant neoplasm of cervix
snomed:History_ofgynecological_disorder	history of - gynecological disorder
snomed:History_of_malignant_neoplasm_of_colon	history of malignant neoplasm of colon
snomed:History_ofgastrointestinal_disease	history of - gastrointestinal disease
snomed:History_of_malignant_neoplasm_of_endocrine_gland	history of malignant neoplasm of endocrine gland
snomed:Malignant_neoplasm_of_endocrine_gland	malignant neoplasm of endocrine gland
snomed:History_of_malignant_neoplasm_of_endometrium	history of malignant neoplasm of endometrium
snomed:History_of_malignant_neoplasm_of_uterine_body	history of malignant neoplasm of uterine body
snomed:History_of_malignant_neoplasm_of_epididymis	history of malignant neoplasm of epididymis
snomed:Malignant_tumor_of_epididymis	malignant tumor of epididymis
snomed:History_of_malignant_neoplasm_of_esophagus	history of malignant neoplasm of esophagus
snomed:History_of_malignant_neoplasm_of_head_and_or_neck	history of malignant neoplasm of head and or neck
snomed:Malignant_tumor_of_head_and_or_neck	malignant tumor of head and or neck
snomed:History_of_malignant_neoplasm_of_mediastinum	history of malignant neoplasm of mediastinum
snomed:History_of_malignant_neoplasm_of_thoracic_cavity_structure	history of malignant neoplasm of thoracic cavity structure
snomed:Malignant_tumor_of_mediastinum	malignant tumor of mediastinum
snomed:History_of_malignant_neoplasm_of_neck	history of malignant neoplasm of neck
snomed:History_of_malignant_neoplasm_of_nervous_system	history of malignant neoplasm of nervous system
snomed:Malignant_neoplasm_of_nervous_system	malignant neoplasm of nervous system
snomed:History_of_malignant_neoplasm_of_ovary	history of malignant neoplasm of ovary
snomed:History_of_malignant_neoplasm_of_uterine_adnexa	history of malignant neoplasm of uterine adnexa
snomed:History_of_malignant_neoplasm_of_penis	history of malignant neoplasm of penis
snomed:Malignant_tumor_of_penis	malignant tumor of penis
snomed:History_ofrespiratory_disease	history of - respiratory disease
snomed:Malignant_tumor_of_pleura	malignant tumor of pleura
snomed:History_of_malignant_neoplasm_of_prostate	history of malignant neoplasm of prostate
snomed:History_of_malignant_neoplasm_of_rectum	history of malignant neoplasm of rectum
snomed:History_ofskin_disorder	history of - skin disorder
snomed:History_of_malignant_neoplasm_of_small_intestine	history of malignant neoplasm of small intestine
snomed:History_of_malignant_neoplasm_of_spinal_cord	history of malignant neoplasm of spinal cord
snomed:Malignant_tumor_of_spinal_cord	malignant tumor of spinal cord
snomed:History_of_malignant_neoplasm_of_thymus	history of malignant neoplasm of thymus
snomed:Malignant_tumor_of_thymus	malignant tumor of thymus
snomed:History_ofthyroid_disorder	history of - thyroid disorder
snomed:History_of_malignant_neoplasm_of_tongue	history of malignant neoplasm of tongue
snomed:Malignant_tumor_of_tongue	malignant tumor of tongue
snomed:History_of_malignant_neoplasm_of_ureter	history of malignant neoplasm of ureter
snomed:Malignant_tumor_of_ureter	malignant tumor of ureter
snomed:Malignant_neoplasm_of_uterine_adnexa	malignant neoplasm of uterine adnexa
snomed:Malignant_neoplasm_of_body_of_uterus	malignant neoplasm of body of uterus
snomed:History_of_malignant_neoplasm_of_vagina	history of malignant neoplasm of vagina
snomed:History_of_malignant_neoplasm_of_vulva	history of malignant neoplasm of vulva
snomed:Malignant_tumor_of_vulva	malignant tumor of vulva
snomed:History_of_medullary_carcinoma_of_thyroid	history of medullary carcinoma of thyroid
snomed:Medullary_thyroid_carcinoma	medullary thyroid carcinoma
snomed:History_of_monocytic_leukemia	history of monocytic leukemia
snomed:History_of_nephroblastoma	history of nephroblastoma
snomed:Personal_history_of_primary_malignant_neoplasm_of_kidney	personal history of primary malignant neoplasm of kidney
snomed:Nephroblastoma	nephroblastoma
snomed:History_of_neuroblastoma	history of neuroblastoma
snomed:History_of_non_small_cell_malignant_neoplasm_of_lung	history of non-small cell malignant neoplasm of lung
snomed:Personal_history_of_primary_malignant_neoplasm_of_lung	personal history of primary malignant neoplasm of lung
snomed:Non_small_cell_lung_cancer	non-small cell lung cancer
snomed:History_of_occlusion_of_central_retinal_artery	history of occlusion of central retinal artery
snomed:History_ofthrombosis	history of - thrombosis
snomed:History_of_occlusion_of_central_retinal_vein	history of occlusion of central retinal vein
snomed:History_of_occlusion_of_cerebral_artery	history of occlusion of cerebral artery
snomed:History_ofcerebrovascular_disease	history of - cerebrovascular disease
snomed:History_of_occlusive_disease_of_artery_of_lower_extremity	history of occlusive disease of artery of lower extremity
snomed:Occlusive_disease_of_artery_of_lower_extremity	occlusive disease of artery of lower extremity
snomed:History_of_occlusive_disease_of_artery_of_upper_extremity	history of occlusive disease of artery of upper extremity
snomed:Occlusive_disease_of_artery_of_upper_extremity	occlusive disease of artery of upper extremity
snomed:History_of_operative_procedure_on_elbow	history of operative procedure on elbow
snomed:History_of_operative_procedure_on_hip	history of operative procedure on hip
snomed:History_of_operative_procedure_on_knee	history of operative procedure on knee
snomed:History_of_operative_procedure_on_lumbar_spinal_structure	history of operative procedure on lumbar spinal structure
snomed:History_of_operative_procedure_on_thoracic_spinal_structure	history of operative procedure on thoracic spinal structure
snomed:History_of_orchidopexy	history of orchidopexy
snomed:History_of_osteosarcoma	history of osteosarcoma
snomed:Osteosarcoma_of_bone	osteosarcoma of bone
snomed:History_of_osteotomy	history of osteotomy
snomed:History_of_otitis_media	history of otitis media
snomed:History_ofear_disorder	history of - ear disorder
snomed:History_of_papillary_adenocarcinoma_of_thyroid	history of papillary adenocarcinoma of thyroid
snomed:Papillary_thyroid_carcinoma	papillary thyroid carcinoma
snomed:History_of_partial_nephrectomy	history of partial nephrectomy
snomed:History_of_partial_resection_of_colon	history of partial resection of colon
snomed:Partial_resection_of_colon	partial resection of colon
snomed:History_of_percutaneous_transluminal_coronary_angioplasty	history of percutaneous transluminal coronary angioplasty
snomed:Percutaneous_transluminal_coronary_angioplasty	percutaneous transluminal coronary angioplasty
snomed:History_of_pericardiectomy	history of pericardiectomy
snomed:History_of_photodynamic_therapy	history of photodynamic therapy
snomed:Photodynamic_therapy	photodynamic therapy
snomed:History_of_radiation_therapy	history of radiation therapy
snomed:History_of_radical_hysterectomy	history of radical hysterectomy
snomed:History_of_total_hysterectomy	history of total hysterectomy
snomed:Radical_hysterectomy	radical hysterectomy
snomed:History_of_radical_retropubic_prostatectomy	history of radical retropubic prostatectomy
snomed:History_of_retropubic_prostatectomy	history of retropubic prostatectomy
snomed:Radical_retropubic_prostatectomy	radical retropubic prostatectomy
snomed:History_of_reduction_of_breast	history of reduction of breast
snomed:Reduction_mammaplasty	reduction mammaplasty
snomed:History_of_repair_of_cleft_lip	history of repair of cleft lip
snomed:History_of_surgical_procedure_on_mouth	history of surgical procedure on mouth
snomed:Repair_of_cleft_lip	repair of cleft lip
snomed:History_of_repair_of_inguinal_hernia	history of repair of inguinal hernia
snomed:History_of_repair_of_mitral_valve	history of repair of mitral valve
snomed:History_of_repair_of_musculotendinous_cuff_of_shoulder	history of repair of musculotendinous cuff of shoulder
snomed:History_of_repair_of_umbilical_hernia	history of repair of umbilical hernia
snomed:History_of_resection_of_sternum	history of resection of sternum
snomed:Resection_of_sternum	resection of sternum
snomed:Retropubic_prostatectomy	retropubic prostatectomy
snomed:History_of_right_oophorectomy	history of right oophorectomy
snomed:History_of_squamous_cell_carcinoma_of_skin	history of squamous cell carcinoma of skin
snomed:History_of_subdural_hematoma	history of subdural hematoma
snomed:Subdural_hematoma	subdural hematoma
snomed:History_of_subtotal_thyroidectomy	history of subtotal thyroidectomy
snomed:History_of_thyroidectomy	history of thyroidectomy
snomed:Subtotal_thyroidectomy	subtotal thyroidectomy
snomed:History_of_surgery_for_cerebral_aneurysm	history of surgery for cerebral aneurysm
snomed:History_of_surgical_procedure_on_cervical_spine	history of surgical procedure on cervical spine
snomed:History_of_surgical_procedure_on_trachea	history of surgical procedure on trachea
snomed:History_of_sustained_ventricular_tachycardia	history of sustained ventricular tachycardia
snomed:Sustained_ventricular_tachycardia	sustained ventricular tachycardia
snomed:History_of_tear_of_retina	history of tear of retina
snomed:Retinal_tear	retinal tear
snomed:History_of_thromboembolism_of_vein	history of thromboembolism of vein
snomed:History_ofthromboembolism	history of - thromboembolism
snomed:Thromboembolism_of_vein	thromboembolism of vein
snomed:History_of_thrombophlebitis	history of thrombophlebitis
snomed:History_ofphlebitis	history of - phlebitis
snomed:History_of_tonsillectomy	history of tonsillectomy
snomed:History_ofhysterectomy	history of - hysterectomy
snomed:Total_hysterectomy	total hysterectomy
snomed:History_of_total_hysterectomy_with_bilateral_salpingo_oophorectomy	history of total hysterectomy with bilateral salpingo-oophorectomy
snomed:Total_hysterectomy_with_removal_of_both_tubes_and_ovaries	total hysterectomy with removal of both tubes and ovaries
snomed:History_of_transurethral_prostatectomy	history of transurethral prostatectomy
snomed:Transurethral_prostatectomy	transurethral prostatectomy
snomed:History_of_tympanostomy	history of tympanostomy
snomed:Tympanostomy	tympanostomy
snomed:History_of_unilateral_oophorectomy	history of unilateral oophorectomy
snomed:Unilateral_oophorectomy	unilateral oophorectomy
snomed:History_of_vitreous_floater	history of vitreous floater
snomed:Vitreous_floaters	vitreous floaters
snomed:History_ofabdominal_hernia	history of - abdominal hernia
snomed:History_ofabortion	history of - abortion
snomed:History_ofpregnancy	history of - pregnancy
snomed:History_ofagoraphobia	history of - agoraphobia
snomed:History_ofamenorrhea	history of - amenorrhea
snomed:History_ofanalgesic_allergy	history of - analgesic allergy
snomed:History_ofdrug_allergy	history of - drug allergy
snomed:History_ofblood_disorder	history of - blood disorder
snomed:History_ofanesthesia_problem	history of - anesthesia problem
snomed:History_ofanesthetic_allergy	history of - anesthetic allergy
snomed:History_ofangina_pectoris	history of - angina pectoris
snomed:History_ofangiotensin_converting_enzyme_inhibitor_allergy	history of - angiotensin converting enzyme inhibitor allergy
snomed:History_ofanorexia_nervosa	history of - anorexia nervosa
snomed:History_ofantepartum_hemorrhage	history of - antepartum hemorrhage
snomed:History_ofanxiety_state	history of - anxiety state
snomed:History_ofappendicitis	history of - appendicitis
snomed:History_ofarthritis	history of - arthritis
snomed:History_ofarthrodesis	history of - arthrodesis
snomed:History_ofaspirin_allergy	history of - aspirin allergy
snomed:History_ofasthma	history of - asthma
snomed:History_ofatrial_fibrillation	history of - atrial fibrillation
snomed:History_ofbetablocker_allergy	history of - betablocker allergy
snomed:History_ofbiliary_disease	history of - biliary disease
snomed:History_ofbirth_trauma	history of - birth trauma
snomed:History_ofinjury	history of - injury
snomed:History_ofperinatal_problem	history of - perinatal problem
snomed:History_ofbronchitis	history of - bronchitis
snomed:History_ofcardiac_anomaly	history of - cardiac anomaly
snomed:History_ofcongenital_anomaly	history of - congenital anomaly
snomed:History_ofcataract	history of - cataract
snomed:History_ofcephalosporin_allergy	history of - cephalosporin allergy
snomed:History_ofcerebrovascular_accident	history of - cerebrovascular accident
snomed:History_ofcesarean_section	history of - cesarean section
snomed:History_ofchickenpox	history of - chickenpox
snomed:History_ofchloramphenicol_allergy	history of - chloramphenicol allergy
snomed:History_ofchronic_obstructive_airway_disease	history of - chronic obstructive airway disease
snomed:History_ofchronic_skin_ulcer	history of - chronic skin ulcer
snomed:History_ofskin_ulcer	history of - skin ulcer
snomed:History_ofcleft_lip	history of - cleft lip
snomed:History_ofcleft_palate	history of - cleft palate
snomed:History_ofco_trimoxazole_allergy	history of - co-trimoxazole allergy
snomed:History_ofsulfonamide_allergy	history of - sulfonamide allergy
snomed:History_oftrimethoprim_allergy	history of - trimethoprim allergy
snomed:Sulfamethoxazole_and_trimethoprim_allergy	sulfamethoxazole and trimethoprim allergy
snomed:History_ofcoagulation_defect	history of - coagulation defect
snomed:History_ofcolitis	history of - colitis
snomed:History_ofcorneal_ulcer	history of - corneal ulcer
snomed:History_ofcoronary_artery_bypass_grafting	history of - coronary artery bypass grafting
snomed:History_ofdeep_vein_thrombosis	history of - deep vein thrombosis
snomed:History_ofdementia	history of - dementia
snomed:History_ofdiabetes_mellitus	history of - diabetes mellitus
snomed:History_ofmetabolic_disorder	history of - metabolic disorder
snomed:History_ofdiphtheria	history of - diphtheria
snomed:History_ofdislocated_shoulder	history of - dislocated shoulder
snomed:History_ofdrug_dependency	history of - drug dependency
snomed:History_ofduodenal_ulcer	history of - duodenal ulcer
snomed:History_ofdysmenorrhea	history of - dysmenorrhea
snomed:History_ofmenstrual_disorder	history of - menstrual disorder
snomed:History_ofdyspareunia	history of - dyspareunia
snomed:History_ofectopic_pregnancy	history of - ectopic pregnancy
snomed:History_ofeczema	history of - eczema
snomed:History_ofembolism	history of - embolism
snomed:History_ofencephalitis	history of - encephalitis
snomed:History_ofepilepsy	history of - epilepsy
snomed:History_oferythromycin_allergy	history of - erythromycin allergy
snomed:History_offacial_injury	history of - facial injury
snomed:History_ofhead_injury	history of - head injury
snomed:History_offebrile_convulsions	history of - febrile convulsions
snomed:History_offood_allergy	history of - food allergy
snomed:History_offracture	history of - fracture
snomed:History_ofgallbladder_disease	history of - gallbladder disease
snomed:History_ofgallstones	history of - gallstones
snomed:History_ofgastric_ulcer	history of - gastric ulcer
snomed:History_ofgastrointestinal_bleed	history of - gastrointestinal bleed
snomed:History_ofgastrointestinal_tract_anastomosis	history of - gastrointestinal tract anastomosis
snomed:History_ofgenital_prolapse	history of - genital prolapse
snomed:Prolapse_of_female_genital_organs	prolapse of female genital organs
snomed:History_ofgentamicin_allergy	history of - gentamicin allergy
snomed:History_ofglaucoma	history of - glaucoma
snomed:History_ofgout	history of - gout
snomed:History_ofhearing_problem	history of - hearing problem
snomed:History_ofheart_failure	history of - heart failure
snomed:History_ofhematemesis	history of - hematemesis
snomed:History_ofupper_gastrointestinal_tract_hemorrhage	history of - upper gastrointestinal tract hemorrhage
snomed:History_ofhematuria	history of - hematuria
snomed:History_ofhemolytic_disease	history of - hemolytic disease
snomed:History_ofhipcongdisease	history of - hip - congdisease
snomed:History_ofhypercholesterolemia	history of - hypercholesterolemia
snomed:History_ofraised_blood_lipids	history of - raised blood lipids
snomed:History_ofhypertension	history of - hypertension
snomed:History_ofhyperthyroidism	history of - hyperthyroidism
snomed:History_ofhypothyroidism	history of - hypothyroidism
snomed:History_ofinfant_breast_fed	history of - infant breast fed
snomed:History_ofinfant_feeding_method	history of - infant feeding method
snomed:History_ofinter_menstrual_bleeding	history of - inter-menstrual bleeding
snomed:History_ofiritis	history of - iritis
snomed:History_ofjaundice	history of - jaundice
snomed:History_ofkidney_disease	history of - kidney disease
snomed:History_oflimb_amputation	history of - limb amputation
snomed:History_ofmalaria	history of - malaria
snomed:History_ofmalignant_melanoma	history of - malignant melanoma
snomed:History_ofmanic_depressive_disorder	history of - manic depressive disorder
snomed:History_ofmeningitis	history of - meningitis
snomed:History_ofmenorrhagia	history of - menorrhagia
snomed:Menorrhagia	menorrhagia
snomed:History_ofmetronidazole_allergy	history of - metronidazole allergy
snomed:Metronidazole_allergy	metronidazole allergy
snomed:History_ofmiscarriage	history of - miscarriage
snomed:History_ofmumps	history of - mumps
snomed:Mumps	mumps
snomed:History_ofmyocardial_infarction	history of - myocardial infarction
snomed:History_ofmyocardial_problem	history of - myocardial problem
snomed:History_ofnalidixic_acid_allergy	history of - nalidixic acid allergy
snomed:Nalidixic_acid_allergy	nalidixic acid allergy
snomed:History_ofneomycin_allergy	history of - neomycin allergy
snomed:History_ofnitrofurantoin_allergy	history of - nitrofurantoin allergy
snomed:Nitrofurantoin_allergy	nitrofurantoin allergy
snomed:History_ofnutritional_disorder	history of - nutritional disorder
snomed:History_ofobesity	history of - obesity
snomed:History_oforchidectomy	history of - orchidectomy
snomed:Orchiectomy	orchiectomy
snomed:History_ofosteoarthritis	history of - osteoarthritis
snomed:History_ofpelvic_infection	history of - pelvic infection
snomed:History_ofpenicillin_allergy	history of - penicillin allergy
snomed:History_ofpeptic_ulcer	history of - peptic ulcer
snomed:Phlebitis	phlebitis
snomed:History_ofplant_allergy	history of - plant allergy
snomed:History_ofpneumococcal_vaccine_allergy	history of - pneumococcal vaccine allergy
snomed:History_ofvaccine_allergy	history of - vaccine allergy
snomed:Pneumococcal_vaccine_allergy	pneumococcal vaccine allergy
snomed:History_ofpneumonectomy	history of - pneumonectomy
snomed:History_ofpneumonia	history of - pneumonia
snomed:History_ofpneumothorax	history of - pneumothorax
snomed:History_ofpoisoning	history of - poisoning
snomed:History_ofpoliomyelitis	history of - poliomyelitis
snomed:History_ofpostcoital_bleeding	history of - postcoital bleeding
snomed:Postcoital_bleeding	postcoital bleeding
snomed:History_ofpostmenopausal_bleeding	history of - postmenopausal bleeding
snomed:Postmenopausal_bleeding	postmenopausal bleeding
snomed:History_ofpressure_ulcer	history of - pressure ulcer
snomed:History_ofprocidentia	history of - procidentia
snomed:Third_degree_uterine_prolapse	third degree uterine prolapse
snomed:History_ofpsoriasis	history of - psoriasis
snomed:History_ofpulmonary_embolus	history of - pulmonary embolus
snomed:History_ofpurpura	history of - purpura
snomed:History_ofrenal_dialysis	history of - renal dialysis
snomed:History_ofrenal_failure	history of - renal failure
snomed:History_ofretinal_detachment	history of - retinal detachment
snomed:Retinal_detachment	retinal detachment
snomed:History_ofrheumatic_fever	history of - rheumatic fever
snomed:History_ofrheumatoid_arthritis	history of - rheumatoid arthritis
snomed:History_ofrubella	history of - rubella
snomed:History_ofschizophrenia	history of - schizophrenia
snomed:History_ofsexual_function_problem	history of - sexual function problem
snomed:History_ofsplenectomy	history of - splenectomy
snomed:History_ofstillbirth	history of - stillbirth
snomed:Stillbirth	stillbirth
snomed:History_ofstress_incontinence	history of - stress incontinence
snomed:History_ofsubarachnoid_hemorrhage	history of - subarachnoid hemorrhage
snomed:Subarachnoid_hemorrhage	subarachnoid hemorrhage
snomed:History_oftetracycline_allergy	history of - tetracycline allergy
snomed:Tetracycline_allergy	tetracycline allergy
snomed:History_oftissue_organ_donation	history of - tissue organ donation
snomed:History_oftransient_ischemic_attack	history of - transient ischemic attack
snomed:Trimethoprim_allergy	trimethoprim allergy
snomed:History_oftuberculosis	history of - tuberculosis
snomed:History_ofulcerative_colitis	history of - ulcerative colitis
snomed:History_ofvaricose_veins	history of - varicose veins
snomed:History_ofvasectomy	history of - vasectomy
snomed:History_ofvenereal_disease	history of - venereal disease
snomed:History_ofventricular_fibrillation	history of - ventricular fibrillation
snomed:Ventricular_fibrillation	ventricular fibrillation
snomed:History_ofvertebral_fracture	history of - vertebral fracture
snomed:History_ofvertigo	history of - vertigo
snomed:History_ofvisual_disturbance	history of - visual disturbance
snomed:History_ofwarfarin_allergy	history of - warfarin allergy
snomed:Warfarin_allergy	warfarin allergy
snomed:Hoarse	hoarse
snomed:Hoarseness_symptom_NOS	hoarseness symptom nos
snomed:Hodgkin_granuloma_obs	hodgkin granuloma obs
snomed:Hodgkin_lymphomacategory	hodgkin lymphoma - category
snomed:Hodgkin_lymphoma_lymphocyte_depletion	hodgkin lymphoma lymphocyte depletion
snomed:Hodgkin_lymphoma_lymphocyte_rich	hodgkin lymphoma lymphocyte-rich
snomed:Hodgkin_lymphoma_mixed_cellularity	hodgkin lymphoma mixed cellularity
snomed:Hodgkin_lymphoma_no_ICD_O_subtype	hodgkin lymphoma no icd-o subtype
snomed:Hodgkin_lymphoma_nodular_lymphocyte_predominance	hodgkin lymphoma nodular lymphocyte predominance
snomed:Hodgkin_lymphoma_nodular_sclerosis	hodgkin lymphoma nodular sclerosis
snomed:Hodgkin_lymphoma_nodular_sclerosis_cellular_phase	hodgkin lymphoma nodular sclerosis cellular phase
snomed:Hodgkin_lymphoma_nodular_sclerosis_grade_1	hodgkin lymphoma nodular sclerosis grade 1
snomed:Hodgkin_lymphoma_nodular_sclerosis_grade_2	hodgkin lymphoma nodular sclerosis grade 2
snomed:Hodgkin_s_disease_NOS	hodgkin s disease nos
snomed:Hodgkin_s_disease_NOS_of_intrapelvic_lymph_nodes	hodgkin s disease nos of intrapelvic lymph nodes
snomed:Hodgkin_s_disease_NOS_of_lymph_nodes_of_inguinal_region_and_lower_limb	hodgkin s disease nos of lymph nodes of inguinal region and lower limb
snomed:Hodgkin_s_disease_NOS_of_lymph_nodes_of_multiple_sites	hodgkin s disease nos of lymph nodes of multiple sites
snomed:Hodgkin_s_disease_NOS_of_spleen	hodgkin s disease nos of spleen
snomed:Hodgkin_s_disease_NOS_unspecified_site	hodgkin s disease nos unspecified site
snomed:Hodgkin_s_disease_affecting_skin	hodgkin s disease affecting skin
snomed:Hodgkin_s_disease_lymphocytic_depletion	hodgkin s disease lymphocytic depletion
snomed:Hodgkin_s_disease_lymphocytic_depletion_NOS	hodgkin s disease lymphocytic depletion nos
snomed:Hodgkin_s_disease_lymphocytic_depletion_of_lymph_nodes_of_axilla_AND_OR_upper_limb	hodgkin s disease lymphocytic depletion of lymph nodes of axilla and or upper limb
snomed:Hodgkin_s_disease_of_lymph_nodes_of_axilla_AND_OR_upper_limb	hodgkin s disease of lymph nodes of axilla and or upper limb
snomed:Hodgkin_s_disease_lymphocytic_depletion_of_lymph_nodes_of_head	hodgkin s disease lymphocytic depletion of lymph nodes of head
snomed:Hodgkin_s_disease_lymphocytic_depletion_of_lymph_nodes_of_head_face_AND_OR_neck	hodgkin s disease lymphocytic depletion of lymph nodes of head face and or neck
snomed:Hodgkin_s_disease_of_lymph_nodes_of_head_face_AND_OR_neck	hodgkin s disease of lymph nodes of head face and or neck
snomed:Hodgkin_s_disease_lymphocytic_depletion_of_lymph_nodes_of_multiple_sites	hodgkin s disease lymphocytic depletion of lymph nodes of multiple sites
snomed:Hodgkin_s_disease_lymphocytic_histiocytic_predominance_of_intrapelvic_lymph_nodes	hodgkin s disease lymphocytic-histiocytic predominance of intrapelvic lymph nodes
snomed:Hodgkin_s_disease_of_intrapelvic_lymph_nodes	hodgkin s disease of intrapelvic lymph nodes
snomed:Hodgkin_s_disease_lymphocytic_histiocytic_predominance_of_intrathoracic_lymph_nodes	hodgkin s disease lymphocytic-histiocytic predominance of intrathoracic lymph nodes
snomed:Hodgkin_s_disease_of_intrathoracic_lymph_nodes	hodgkin s disease of intrathoracic lymph nodes
snomed:Hodgkin_s_disease_lymphocytic_histiocytic_predominance_of_lymph_nodes_of_axilla_AND_OR_upper_limb	hodgkin s disease lymphocytic-histiocytic predominance of lymph nodes of axilla and or upper limb
snomed:Hodgkin_s_disease_lymphocytic_histiocytic_predominance_of_spleen	hodgkin s disease lymphocytic-histiocytic predominance of spleen
snomed:Hodgkin_s_disease_of_spleen	hodgkin s disease of spleen
snomed:Hodgkin_s_disease_lymphocytic_histiocytic_predominance_of_unspecified_site	hodgkin s disease lymphocytic-histiocytic predominance of unspecified site
snomed:Hodgkin_s_disease_mixed_cellularity	hodgkin s disease mixed cellularity
snomed:Hodgkin_s_disease_mixed_cellularity_NOS	hodgkin s disease mixed cellularity nos
snomed:Hodgkin_s_disease_mixed_cellularity_of_lymph_nodes_of_axilla_AND_OR_upper_limb	hodgkin s disease mixed cellularity of lymph nodes of axilla and or upper limb
snomed:Hodgkin_s_disease_mixed_cellularity_of_spleen	hodgkin s disease mixed cellularity of spleen
snomed:Malignant_lymphoma_of_spleen	malignant lymphoma of spleen
snomed:Malignant_lymphoma_no_ICD_O_subtype	malignant lymphoma no icd-o subtype
snomed:Hodgkin_s_disease_mixed_cellularity_of_unspecified_site	hodgkin s disease mixed cellularity of unspecified site
snomed:Hodgkin_s_disease_nodular_sclerosis	hodgkin s disease nodular sclerosis
snomed:Hodgkin_s_disease_nodular_sclerosis_NOS	hodgkin s disease nodular sclerosis nos
snomed:Hodgkin_s_disease_nodular_sclerosis_of_lymph_nodes_of_axilla_AND_OR_upper_limb	hodgkin s disease nodular sclerosis of lymph nodes of axilla and or upper limb
snomed:Hodgkin_s_disease_nodular_sclerosis_of_lymph_nodes_of_multiple_sites	hodgkin s disease nodular sclerosis of lymph nodes of multiple sites
snomed:Hodgkin_s_disease_nodular_sclerosis_of_spleen	hodgkin s disease nodular sclerosis of spleen
snomed:Hodgkin_s_disease_nodular_sclerosis_of_unspecified_site	hodgkin s disease nodular sclerosis of unspecified site
snomed:Hodgkin_s_disease_of_intra_abdominal_lymph_nodes	hodgkin s disease of intra-abdominal lymph nodes
snomed:Hodgkin_s_disease_of_lymph_nodes_of_multiple_sites	hodgkin s disease of lymph nodes of multiple sites
snomed:Hodgkin_s_granuloma	hodgkin s granuloma
snomed:Hodgkin_s_granuloma_NOS	hodgkin s granuloma nos
snomed:Hodgkin_s_granuloma_of_intrapelvic_lymph_nodes	hodgkin s granuloma of intrapelvic lymph nodes
snomed:Hodgkin_s_granuloma_of_intrathoracic_lymph_nodes	hodgkin s granuloma of intrathoracic lymph nodes
snomed:Hodgkin_s_granuloma_of_lymph_nodes_of_axilla_AND_OR_upper_limb	hodgkin s granuloma of lymph nodes of axilla and or upper limb
snomed:Hodgkin_s_granuloma_of_spleen	hodgkin s granuloma of spleen
snomed:Hodgkin_s_granuloma_of_unspecified_site	hodgkin s granuloma of unspecified site
snomed:Hodgkin_s_lymphocytic_depletion_of_unspecified_site	hodgkin s lymphocytic depletion of unspecified site
snomed:Hodgkin_s_lymphocytic_histiocytic_predominance_NOS	hodgkin s lymphocytic-histiocytic predominance nos
snomed:Hodgkin_s_paragranuloma_NOS	hodgkin s paragranuloma nos
