Class-IRI	Class-Text
nci:Head_and_Neck_Squamous_Cell_Carcinoma	head and neck squamous cell carcinoma <sep> scchn <sep> squamous cell carcinoma of head and neck <sep> squamous cell carcinoma of the head and neck
nci:Head_and_Neck_Carcinoma	carcinoma of head and neck <sep> carcinoma of the head and neck <sep> head and neck carcinoma
nci:Malignant_Head_and_Neck_Neoplasm	cancer of head and neck <sep> cancer of the head and neck <sep> head and neck cancer <sep> malignant head and neck neoplasm <sep> malignant head and neck tumor <sep> malignant neoplasm of head and neck <sep> malignant neoplasm of the head and neck <sep> malignant tumor of head and neck <sep> malignant tumor of the head and neck
nci:Head_and_Neck_Disorder	head and neck disorder
nci:Head_and_Neck_Lymph_Node	head and neck lymph node <sep> lymph node of head, face and neck <sep> lymph nodes of head, face and neck
nci:Head_and_Neck_Neoplasm	head and neck neoplasm <sep> head and neck neoplasm (excluding central nervous system) <sep> head and neck tumor <sep> neoplasm of head and neck <sep> neoplasm of the head and neck <sep> tumor of head and neck <sep> tumor of the head and neck
nci:Head_and_Neck_Nevus	head and neck nevus <sep> nevus of head and neck
nci:Head_of_the_Epididymis	head of the epididymis
nci:Head_of_the_Femur	head of the femur
nci:Head_of_the_Fibula	head of the fibula
nci:Head_of_the_Humerus	head of the humerus
nci:Humerus	humerus
nci:Head_of_the_Pancreas	head of pancreas <sep> head of the pancreas <sep> pancreas head <sep> pancreatic head
nci:Head_of_the_Spermatozoon	head of the spermatozoon <sep> sperm head
nci:Spermatozoon	sperm <sep> spermatic <sep> spermatozoa <sep> spermatozoon <sep> zoosperm
nci:Head_of_the_Tibia	head of the tibia
nci:Tibia	tibia
nci:Neurological_Signs_and_Symptoms	neurological signs and symptoms
nci:Thoracic_Disorder	thoracic disease <sep> thoracic disorder
nci:Heart_Muscle	cardiac muscle <sep> heart muscle
nci:Heart_Septum	heart septum
nci:Heavy_Chain_Disease	hcd <sep> heavy chain disease
nci:Helicotrema	helicotrema
nci:Helix_Structure	helix
nci:Helper-Inducer_T-Lymphocyte	helper cells <sep> helper t-cells <sep> helper-inducer t-lymphocyte <sep> inducer cells <sep> t-cells, helper-inducer <sep> t-lymphocyte, helper-inducer <sep> t-lymphocytes, helper <sep> t-lymphocytes, helper-inducer <sep> t-lymphocytes, inducer
nci:Hemangioendothelioma	angioendothelioma <sep> hemangioendothelioma
nci:High_Grade_Lesion	high grade lesion
nci:Hemangioma_of_the_Central_Nervous_System	central nervous system hemangioma <sep> hemangioma of cns <sep> hemangioma of central nervous system <sep> hemangioma of the cns <sep> hemangioma of the central nervous system
nci:Hemangiomatosis_with_Thrombocytopenia	hemangioma-hemorrhage syndrome <sep> hemangiomatosis with thrombocytopenia <sep> kasabach-merritt syndrome <sep> thrombocytopenia-hemangioma syndrome <sep> thrombopenia-hemangioma syndrome
nci:Hematologic_Disorder	hematologic and lymphocytic disorder
nci:Hematopoietic_System_Disorder	blood and lymphatic system disorders <sep> hematopoietic and lymphoid system disease <sep> hematopoietic and lymphoid system disorder
nci:Hematopoietic_and_Lymphoid_Tissue	hematopoietic and lymphoid tissue
nci:Hematopoiesis_Pathway	hematopoiesis pathway <sep> regulation of hematopoiesis by cytokines
nci:Hematopoietic_System_Neoplasm	hematopoietic and lymphoid system neoplasm <sep> hematopoietic and lymphoid system tumor
nci:Hematopoietic_Factor_Gene	hematopoietic factor gene
nci:Hematopoietic_Growth_Factor	hematopoietic cytokine <sep> hematopoietic growth factor
nci:Stem_Cell	mother cells <sep> progenitor cells <sep> stem cell <sep> stem cells
nci:Hematopoietic_Tissue	hematopoietic tissue
nci:Hematopoietic_and_Lymphatic_System_Part	hematopoietic and lymphatic system part
nci:Heme_Protein	heme protein
nci:Metalloprotein	metalloprotein
nci:Hemidesmosome	hemidesmosome
nci:Hemoglobin	hemoglobin
nci:Hemophilia	hemophilia
nci:Heparan_Sulfate	heparan sulfate
nci:Heparin	heparin
nci:Heparan_Sulfate_Proteoglycan	hspg <sep> heparan sulfate proteoglycan
nci:Proteoglycan	proteoglycan
nci:Hepatic_Angiosarcoma	angiosarcoma of liver <sep> angiosarcoma of the liver <sep> hemangiosarcoma of liver <sep> hemangiosarcoma of the liver <sep> hepatic angiosarcoma <sep> hepatic hemangiosarcoma <sep> liver angiosarcoma <sep> liver hemangiosarcoma <sep> primary angiosarcoma of liver <sep> primary angiosarcoma of the liver
nci:Hepatic_Sarcoma	hepatic sarcoma <sep> liver sarcoma <sep> sarcoma of liver <sep> sarcoma of the liver
nci:KRAS_Gene_Mutation	kras gene mutation <sep> kras-2 gene mutation <sep> kras2 gene mutation <sep> c-k-ras gene mutation
nci:Hepatic_Artery	hepatic artery
nci:Liver_and_Biliary_Tract_Disorder	hepatobiliary disorders <sep> liver and biliary tract disease <sep> liver and biliary tract disorder
nci:Hepatic_Fibroma	fibroma of liver <sep> fibroma of the liver <sep> hepatic fibroma <sep> liver fibroma
nci:Hepatic_Fibrosarcoma	fibrosarcoma of liver <sep> fibrosarcoma of the liver <sep> hepatic fibrosarcoma <sep> liver fibrosarcoma
nci:Hepatic_Flexure	hepatic flexure <sep> hepatic flexure of colon <sep> hepatic flexure of the colon
nci:Right_Hypochondriac_Region	right hypochondriac region
nci:Hepatic_Hemangioma	angioma of liver <sep> angioma of the liver <sep> hemangioma of liver <sep> hemangioma of the liver <sep> hepatic angioma <sep> hepatic hemangioma <sep> liver angioma <sep> liver hemangioma
nci:Intra-Abdominal_Hemangioma	hemangioma of intra-abdominal structure <sep> hemangioma, intra-abdominal <sep> intra-abdominal hemangioma
nci:Hepatic_Lipoma	hepatic lipoma <sep> lipoma of liver <sep> lipoma of the liver <sep> liver lipoma
nci:Malignant_Non-Epithelial_Hepatic_and_Intrahepatic_Bile_Duct_Neoplasm	malignant non-epithelial hepatic and intrahepatic bile duct neoplasm
nci:Hepatic_Sinusoid	hepatic sinusoid
nci:Hepatic_Vein	hepatic vein
nci:Hepato-Biliary_Neoplasm	hepatic and biliary neoplasms <sep> hepatic and biliary tumors <sep> hepatic, biliary, and gallbladder neoplasms <sep> hepato-biliary neoplasm <sep> hepato-biliary tract neoplasm <sep> hepato-biliary tract tumor <sep> hepato-biliary tumor <sep> hepatobiliary neoplasm <sep> hepatobiliary tumor <sep> hepatobiliary tumors <sep> neoplasm of hepato-biliary tract <sep> neoplasm of the hepato-biliary tract <sep> tumor of hepato-biliary tract <sep> tumor of the hepato-biliary tract
nci:Non-Neoplastic_Hepatic_Disorder	non-neoplastic hepatic disease <sep> non-neoplastic hepatic disorder
nci:Hepatogastric_Ligament	hepatogastric ligament
nci:Hereditary_Breast_Carcinoma	familial breast carcinoma <sep> familial cancer of breast <sep> familial cancer of the breast <sep> hereditary breast cancer <sep> hereditary breast carcinoma
nci:Hereditary_Glomangioma	familial glomangioma <sep> hereditary glomangioma
nci:Heterochromatin	heterochromatin
nci:Heterocyclic_Compound	heterocyclic compound
nci:Ring_Compound	ring compound
nci:Monosaccharide	monosaccharide
nci:Hidroacanthoma_Simplex	hidroacanthoma simplex
nci:Microsatellite_Instability	msi <sep> microsatellite instability
nci:High-Grade_Ductal_Carcinoma_In_Situ_of_the_Breast	breast comedocarcinoma <sep> dcis grade 3 <sep> din 3 <sep> ductal intraepithelial neoplasia, grade 3 <sep> high grade ductal breast carcinoma in situ <sep> high-grade dcis of breast <sep> high-grade dcis of the breast <sep> high-grade ductal carcinoma in situ of breast
nci:High_Grade	high grade
nci:High_Density_Lipoprotein	hdl <sep> high density lipoprotein
nci:Lipoprotein	lipoprotein
nci:High_Grade_Lung_Neuroendocrine_Neoplasm	high grade lung neuroendocrine neoplasm
nci:Lung_Neuroendocrine_Neoplasm	lung neuroendocrine neoplasm <sep> lung neuroendocrine tumor <sep> neuroendocrine neoplasm of lung <sep> neuroendocrine neoplasm of the lung <sep> neuroendocrine tumor of lung <sep> neuroendocrine tumor of the lung <sep> pulmonary neuroendocrine neoplasm <sep> pulmonary neuroendocrine tumor
nci:Malignant_Endocrine_Neoplasm	endocrine neoplasms malignant <sep> malignant endocrine gland neoplasm <sep> malignant endocrine gland tumor <sep> malignant endocrine neoplasm <sep> malignant endocrine tumor <sep> malignant neoplasm of endocrine gland <sep> malignant neoplasm of the endocrine gland <sep> malignant tumor of endocrine gland <sep> malignant tumor of the endocrine gland <sep> endocrine cancer
nci:Malignant_Lung_Neoplasm	malignant lung neoplasm <sep> malignant lung tumor <sep> malignant neoplasm of lung <sep> malignant neoplasm of the lung <sep> malignant tumor of lung <sep> malignant tumor of the lung
nci:Malignant_Neuroendocrine_Cell	malignant neuroendocrine cell
nci:Hilar_Area_of_the_Kidney	hilar area of kidney <sep> hilar area of the kidney <sep> hilum of kidney <sep> hilum of the kidney
nci:Hilum	hilum
nci:Hind-Brain	hind-brain
nci:Hindgut	hindgut
nci:Hip	hip
nci:Hip_Joint	hip joint
nci:Hippocampal_Fissure	dentate fissure <sep> hippocampal fissure
nci:Hippocampal_Sulcus	hippocampal sulcus
nci:Hippocampus	hippocampal <sep> hippocampus
nci:Histamine	histamine
nci:Histidine	his <sep> histidine <sep> s)-2-amino-3-(1h-imidazol-4-yl)propanoic acid <sep> l-histidine
nci:Histiocytoid_Differentiation	histiocytoid differentiation
nci:Histiocytosis	histiocytic infiltrate <sep> histiocytosis
nci:Histone	histone
nci:Nucleosome	nucleosome
nci:Histone-H1	histone h1
nci:Histone-H2A	histone h2a
nci:Histone-H2B	histone h2b
nci:Histone-H3	histone h3
nci:Histone-H4	histone h4
nci:Hobnail_Hemangioma	hobnail hemangioma <sep> targetoid hemosiderotic hemangioma
nci:Neoplastic_Plump_Endothelial_Cell	neoplastic plump endothelial cell
nci:Reed-Sternberg_Cell	r-s cell <sep> reed-sternberg cell
nci:Rosette_Formation	rosette formation
nci:Horizontal	horizontal
nci:Hormone	endocrine gland secretion <sep> hormone <sep> hormones
nci:Physiology-Regulatory_Factor	physiology-regulatory factor <sep> physiology-regulatory factors
nci:Huge_Vascular_Channel_Formation	huge vascular channel formation
nci:Primate	mammals, primates <sep> primate <sep> primates
nci:Hyalinized_Vessels_Present	hyalinized vessels present
nci:Vascular_Morphologic_Change	vascular morphologic change
nci:Hymen	hymen
nci:Vagina	genital system, female, vagina <sep> vagina
nci:Hyoepiglottic_Ligament	hyoepiglottic ligament
nci:Hyoglossus_Muscle	hyoglossal muscle <sep> hyoglossus <sep> hyoglossus muscle
nci:Hyoid_Bone	hyoid bone
nci:Hypercalcemia	hypercalcemia
nci:Hypereosinophilic_Syndrome	hypereosinophilic syndrome
nci:Hypergammaglobulinemia	hypergammaglobulinemia
nci:Hypochondrial_Region	hypochondrial region
nci:Hypogastric_Nerve_Plexus	hypogastric nerve plexus
nci:Hypogastric_Region	hypogastric region
nci:Hypoglossal_Nerve	hypoglossal nerve <sep> twelfth cranial nerve
nci:Hypoglossal_Nerve_Disorder	disorder of xii nerve <sep> disorder of the xii nerve <sep> hypoglossal nerve disorder <sep> twelfth nerve disorder
nci:Hypoglossal_Nerve_Neoplasm	hypoglossal nerve neoplasm <sep> hypoglossal nerve neoplasms <sep> hypoglossal nerve tumor <sep> hypoglossal nerve tumors <sep> neoplasm of hypoglossal nerve <sep> neoplasm of twelfth cranial nerve <sep> neoplasm of the hypoglossal nerve <sep> neoplasm of the twelfth cranial nerve <sep> tumor of hypoglossal nerve <sep> tumor of twelfth cranial nerve <sep> tumor of the hypoglossal nerve <sep> tumor of the twelfth cranial nerve <sep> twelfth cranial nerve neoplasm <sep> twelfth cranial nerve neoplasms <sep> twelfth cranial nerve tumor <sep> twelfth cranial nerve tumors <sep> xiith cranial nerve neoplasms <sep> xiith cranial nerve tumors
nci:Hypoglossal_Nucleus	hypoglossal nucleus <sep> nucleus of the hypoglossal nerve
nci:Hypopharynx	hypopharynx <sep> laryngopharynx
nci:Pharynx	head and neck, pharynx <sep> pharynx
nci:Hypophophatemia	hypophosphatemia
nci:Hypothalamic_Neoplasm	hypothalamic neoplasm <sep> hypothalamic neoplasms <sep> hypothalamic tumor <sep> neoplasm of hypothalamus <sep> neoplasm of the hypothalamus <sep> tumor of hypothalamus <sep> tumor of the hypothalamus
nci:Hypothalamus	hypothalamus
nci:IL10_Anti-inflammatory_Signaling_Pathway	il-10 anti-inflammatory signaling pathway <sep> il10 anti-inflammatory signaling pathway
nci:IL10_Gene	il10 <sep> il10 gene <sep> interleukin 10 gene
nci:Interleukin_Gene	interleukin gene
nci:IL12A_Gene	il12a <sep> il12a gene <sep> interleukin 12a (natural killer cell stimulatory factor 1, cytotoxic lymphocyte maturation factor 1, p35) gene
nci:Protein_Complex_Subunit_Gene	protein complex subunit gene
nci:T-Cell_Activation	t-cell activation
nci:NK-Cell_Activation	nk cell activation <sep> natural killer cell activation
nci:IL12B_Gene	il12b <sep> il12b gene <sep> interleukin 12b (natural killer cell stimulatory factor 2, cytotoxic lymphocyte maturation factor 2, p40) gene
nci:IL12_Signaling_Pathway	il12 signaling pathway <sep> il12 and stat4 dependent signaling pathway in th1 development
nci:IL13_Gene	il13 <sep> il13 gene <sep> interleukin 13 gene
nci:IL15_Gene	il15 <sep> il15 gene <sep> interleukin 15 gene
nci:T-Cell_Proliferation	t-cell proliferation
nci:IL17_Gene	cytotoxic t-lymphocyte-associated serine esterase 8 gene <sep> il17 <sep> il17 gene
nci:Rheumatoid_Arthritis	arthritis, rheumatoid <sep> rheumatoid arthritis
nci:Psoriasis	psoriasis
nci:Multiple_Sclerosis	multiple sclerosis
nci:IL17_Signaling_Pathway	il 17 signaling pathway <sep> il17 signaling pathway
nci:IL18_Gene	il18 <sep> il18 gene <sep> interleukin 18 (interferon-gamma-inducing factor) gene
nci:IL18_Signaling_Pathway	il 18 signaling pathway <sep> il18 signaling pathway
nci:IL1R_Signaling_Pathway	il1r signaling pathway <sep> signal transduction through il1r
nci:IL2_Gene	il2 <sep> il2 gene <sep> interleukin 2 gene
nci:IL2_Signaling_Pathway	il 2 signaling pathway <sep> il2 signaling pathway
nci:IL3_Gene	il3 <sep> il3 gene <sep> interleukin 3 (colony-stimulating factor, multiple) gene
nci:IL3_Signaling_Pathway	il 3 signaling pathway <sep> il3 signaling pathway
nci:IL4_Gene	il4 <sep> il4 gene <sep> interleukin 4 gene
nci:IL4_Signaling_Pathway	il 4 signaling pathway <sep> il4 signaling pathway
nci:IL5_Gene	il5 <sep> il5 gene <sep> interleukin 5 (colony-stimulating factor, eosinophil) gene
nci:IL5_Signaling_Pathway	il 5 signaling pathway <sep> il5 signaling pathway
nci:IL6_Gene	il6 <sep> il6 gene <sep> interleukin 6 (interferon, beta 2) gene
nci:Plasma_Cell_Myeloma	multiple myeloma <sep> myeloma <sep> plasma cell myeloma
nci:IL6_Signaling_Pathway	il 6 signaling pathway <sep> il6 signaling pathway
nci:IL7_Gene	il7 <sep> il7 gene <sep> interleukin 7 gene
nci:T-Cell_Development	t-cell development <sep> t-cell ontogeny <sep> t-lymphocyte development
nci:V-D-J_Recombination	immunoglobulin v(d)j rearrangement <sep> v(d)j rearrangement <sep> v(d)j recombination
nci:IL7_Signaling_Pathway	il-7 signal transduction <sep> il7 signaling pathway
nci:IL8_Gene	il8 <sep> il8 gene <sep> interleukin 8 gene
nci:IL9_Gene	il9 <sep> il9 gene <sep> interleukin 9 gene
nci:Inhibition_of_Apoptosis	apoptosis inhibition <sep> inhibition of apoptosis
nci:INS_Gene	ins <sep> ins gene <sep> insulin gene
nci:Transport_Process	molecular transport <sep> transport <sep> transport process
nci:Lipid-Lipoprotein-Membrane_Constituent_Metabolism	lipid metabolism <sep> metabolism, lipids/lipoproteins/membrane constituents
nci:IgA	iga
nci:Immunoglobulin	immune globulin <sep> immunoglobulin <sep> immunoglobulins <sep> immunoglobulins / antibodies
nci:IgD	igd
nci:IgE	ige
nci:IgG	igg
nci:IgM	igm
nci:Ileal_Neoplasm	ileal neoplasm <sep> ileal tumor <sep> neoplasm of ileum <sep> neoplasm of the ileum <sep> tumor of ileum <sep> tumor of the ileum
nci:Ileum	ileum
nci:Ileal_Vein	ileal vein
nci:Ileo-colic_Artery	ileo-colic artery
nci:Superior_Mesenteric_Artery_Branch	superior mesenteric artery branch
nci:Ileocecal_Valve	ileocecal valve
nci:Ileocolic_Vein	ileocolic vein
nci:Iliac_Lymph_Node	iliac lymph node
nci:Iliacus	iliacus
nci:Iliocostal_Muscle	iliocostal muscle <sep> iliocostalis thoracis
nci:Iliolumbar_Artery	ilio-lumbar artery <sep> iliolumbar artery
nci:Iliolumbar_Vein	ilio-lumbar vein <sep> iliolumbar vein
nci:Iliopsoas_Muscle	iliopsoas muscle
nci:Ilium	iliac <sep> ilium
nci:Pelvic_Bone	pelvic bone
nci:Immature_Lymphocyte	immature lymphocyte
nci:Immature_Bone	bundle bone <sep> immature bone <sep> nonlamellar bone <sep> woven bone
nci:Immature_Monocyte	immature monocyte
nci:Monocyte	blood monocyte <sep> marrow monocyte <sep> monocyte <sep> monocytes
nci:Immature_T-Lymphocyte	immature t-lymphocyte
nci:T-Lymphocyte	t cell <sep> t cells <sep> t-cell <sep> t-cells <sep> t-lymphocyte <sep> t-lymphocytes <sep> thymus-dependent lymphocytes <sep> thymus derived lymphocyte
nci:Immune_Cell_Activation	immune cell activation
nci:Immune_System_and_Related_Disorders	immune system and related disorders <sep> immunodeficiency and immunosuppression disorders
nci:Immune_System_Part	immune system part
nci:Immunoglobulin_Gene_Rearrangement	immunoglobulin gene rearrangement
nci:Immunoprotein_Gene	immunoprotein gene
nci:Non-Invasive_Lesion	non-invasive lesion
nci:Incisor	incisor
nci:Inclusion-Like_Nucleoli	inclusion-like nucleoli <sep> inclusion-like nucleoli present
nci:Incus	incus
nci:Indolent_Myeloma	indolent myeloma
nci:Osteolytic_Neoplasm	osteolytic neoplasm
nci:Lytic_Metastatic_Lesion	lytic metastatic bone lesion <sep> osteolytic lesion
nci:Monoclonal_Paraproteinemia	monoclonal paraproteinemia
nci:Neoplastic_Plasma_Cells_More_Than_30_Percent_of_Bone_Marrow_Nucleated_Cells	neoplastic plasma cells more than 30 percent of bone marrow nucleated cells
nci:Stable_Disease	stable disease
nci:Infantile_Digital_Fibromatosis	digital fibrous tumor of reye <sep> inclusion body fibromatosis <sep> infantile digital fibromatosis <sep> reye tumor <sep> reye's tumor
nci:Intracytoplasmic_Eosinophilic_Spherical_Inclusion	intracytoplasmic eosinophilic spherical inclusion
nci:Infantile_Hemangioendothelioma	infantile hemangioendothelioma <sep> infantile hemangioma <sep> juvenile capillary hemangioma <sep> juvenile hemangioma <sep> strawberry nevus
nci:Spontaneous_Regression	spontaneous regression
nci:Infantile_Melanotic_Neuroectodermal_Neoplasm	infantile melanotic neuroectodermal neoplasm <sep> mnti <sep> melanotic neuroectodermal tumor <sep> melanotic neuroectodermal tumor of infancy <sep> melanotic progonoma <sep> pigmented neuroectodermal tumor <sep> retinal anlage neoplasm
nci:Malignant_Neuroectodermal_Small_Cell	malignant neuroectodermal small cell
nci:Neoplastic_Small_Neuroepithelial_Cell	neoplastic small neuroepithelial cell
nci:Melanin-Forming_Neuroepithelial_Cells_Present	melanin-forming neuroepithelial cells present
nci:Infectious_Disease_Pathway	infectious disease <sep> infectious disease pathway
nci:Infectious_Disorder	infections and infestations <sep> infection <sep> infectious <sep> infectious disease <sep> infectious diseases <sep> infectious diseases and manifestations <sep> infectious disorder
nci:Inferior	inferior
nci:Inferior_Cerebellopontine_Cistern	inferior cerebellopontine cistern <sep> lateral cerebellomedullary cistern
nci:Lateral_Infratentorial_Cistern	lateral infratentorial cistern
nci:Inferior_Epigastric_Artery	inferior epigastric artery
nci:Inferior_Frontal_Convolution	inferior frontal convolution
nci:Inferior_Frontal_Gyrus	inferior frontal gyrus
nci:Inferior_Frontal_Sulcus	inferior frontal sulcus
nci:Inferior_Hypogastric_Nerve_Plexus	inferior hypogastric nerve plexus
nci:Inferior_Hypophyseal_Artery	inferior hypophyseal artery
nci:Inferior_Maxillary_Nerve	inferior maxillary nerve
nci:Inferior_Mesenteric_Artery	inferior mesenteric artery
nci:Mesenteric_Artery	mesenteric artery
nci:Inferior_Mesenteric_Artery_Branch	inferior mesenteric artery branch
nci:Inferior_Mesenteric_Vein	inferior mesenteric vein
nci:Mesenteric_Vein	mesenteric vein
nci:Inferior_Oblique_Muscle	inferior oblique muscle
nci:Oculomotor_Muscle	oculomotor muscle
nci:Inferior_Pancreatico-duodenal_artery	inferior pancreatico-duodenal artery
nci:Pancreatico-Duodenal_Artery	pancreatico-duodenal artery
nci:Inferior_Parathyroid_Gland	inferior parathyroid gland
nci:Parathyroid_Gland	head and neck, parathyroid <sep> parathyroid <sep> parathyroid gland <sep> parathyroid glands
nci:Inferior_Rectal_Artery	inferior rectal artery
nci:Inferior_Rectus_Muscle	inferior rectus muscle
nci:Inferior_Sagittal_Sinus	inferior sagittal sinus <sep> lesser sagittal sinus <sep> sagittal sinus, inferior <sep> sagittal sinus, lesser
nci:Sagittal_Sinus	sagittal sinus
nci:Inferior_Suprarenal_Artery	inferior suprarenal artery
nci:Suprarenal_Artery	suprarenal artery
nci:Inferior_Temporal_Gyrus	inferior temporal gyrus
nci:Inferior_Temporal_Sulcus	inferior temporal sulcus
nci:Inferior_Thyroid_Artery	inferior thyroid artery
nci:Thyroid_Artery	thyroid artery
nci:Inferior_Turbinate	inferior turbinate
nci:Inferior_Vena_Cava	inferior vena cava
nci:Vena_Cava	vena cava
nci:Inferior_Vena_Cava_Opening	inferior vena cava opening
nci:Inferior_Vesical_Artery	inferior vesical artery
nci:Inferolateral_Surface_of_the_Prostate	inferolateral surface of human prostate <sep> inferolateral surface of the prostate
nci:Infiltrating_Basal_Cell_Carcinoma	infiltrating basal cell carcinoma <sep> skin infiltrating basal cell carcinoma
nci:Infiltrating_Lipoma	infiltrating lipoma
nci:Infiltrating_Papillary_Adenocarcinoma	infiltrating papillary adenocarcinoma
nci:Invasive_Carcinoma	invasive carcinoma
nci:Intestinal_Precancerous_Condition	intestinal precancerous condition <sep> intestinal premalignant condition
nci:Signaling_Molecule	signaling molecule
nci:Inflammatory_Response_Pathway	cytokines and inflammatory response <sep> inflammatory response pathway
nci:Infraclavicular_Lymph_Node	deltopectoral lymph node <sep> deltopectoral node <sep> infraclavicular lymph node <sep> infraclavicular node <sep> subclavicular lymph node <sep> subclavicular node
nci:Infraclavicular_Region	infraclavicular <sep> infraclavicular region
nci:Infraorbital_Artery	infraorbital artery
nci:Infraspinatus	infraspinatus
nci:Rotator_Cuff	rotator cuff
nci:Infratentorial_Cistern	infratentorial cistern
nci:Subarachnoid_Cistern	subarachnoid cistern
nci:Infundibular-Like_Structures_Present	infundibular-like structures present
nci:Infundibulocystic_Basal_Cell_Carcinoma	infundibulocystic basal cell carcinoma <sep> skin infundibulocystic basal cell carcinoma
nci:Inguinal_Lymph_Node	inguinal lymph node
nci:Inguinal_Region	groin <sep> inguinal <sep> inguinal region
nci:Inhibition_of_Cell_Proliferation	inhibition of cell proliferation <sep> negative control of cell proliferation <sep> negative regulation of cell proliferation
nci:Inner	inner
nci:Inner_Hair_Cell_of_the_Organ_of_the_Corti	inner hair cell of organ of corti <sep> inner hair cell of the organ of the corti
nci:Organ_of_Corti	organ of corti <sep> spiral organ of corti
nci:Inner_Mitochondrial_Membrane	inner mitochondrial membrane <sep> mitochondrial inner membrane
nci:Mitochondrial_Membrane	mitochondrial membrane
nci:Inner_Supporting_Cell	inner phalangeal cell <sep> inner supporting cell
nci:Supporting_Cell_of_Organ_of_Corti	labyrinth supporting cell <sep> labyrinth supporting cells <sep> supporting cell of organ of corti
nci:Innominate_Artery	brachiocephalic artery <sep> innominate artery
nci:Innominate_Artery_Branch	innominate artery branch
nci:Innominate_Vein	innominate vein
nci:Inositol	cyclohexanehexol <sep> inositol <sep> cis-1,2,3,5-trans-4,6-cyclohexanehexol <sep> myo-inositol
nci:Intracellular_Second_Messenger	intracellular second messenger <sep> second messengers of signal transduction
nci:Insulin	insulin
nci:Insulin_Signaling_Pathway	insulin signaling pathway
nci:PPARa-alpha_Gene_Regulation_Pathway	mechanism of gene regulation by peroxisome proliferators via ppara(alpha) <sep> ppara-alpha gene regulation pathway
nci:Parkinsons_Disease_Pathway	parkinson's disease <sep> parkinson's disease pathway
nci:Skeletal_Myogenesis_Pathway	control of skeletal myogenesis by hdac &amp; calcium/calmodulin-dependent kinase (camk) <sep> skeletal myogenesis pathway
nci:Integrin	extracellular matrix, integrins <sep> integrin
nci:RGD_Receptor	rgd receptor
nci:Integrin-mediated_Cell_Adhesion_Pathway	integrin-mediated cell adhesion <sep> integrin-mediated cell adhesion pathway
nci:Integrin_Signaling_Pathway	integrin signaling pathway
nci:Interatrial_Septum	interatrial septum
nci:Intercalated_Cell	intercalated cell <sep> intercalated cells
nci:Intercalated_Disk	intercalated disk
nci:Intercalated_Duct	intercalated duct
nci:Intercalated_Duct_of_the_Pancreas	intercalated duct of the pancreas
nci:Intercellular_Communication_Process	intercellular communication process
nci:Intercostal_Artery_Branch	intercostal artery branch
nci:Intercostal_Nerve	intercostal nerve
nci:Interdigitating_Dendritic_Cell	interdigitating cells <sep> interdigitating dendritic cell
nci:Interfollicular_Area_of_the_Lymph_Node	interfollicular area of the lymph node <sep> lymph node paracortex <sep> lymph node paracortical region
nci:Interferon_Activation	interferon activation
nci:Lymph_Node_Tissue	lymph node tissue
nci:Lymph_Node_Cortex	lymph node cortex
nci:Interleukin	interleukin <sep> interleukins
nci:Interleukin-1	il-1 <sep> il1 <sep> il1b <sep> interleukin-1 <sep> lymphocyte activating factor <sep> lymphocyte-stimulating hormone <sep> macrophage cell factor
nci:Interleukin-10	csif <sep> csif-10 <sep> cytokine synthesis inhibitory factor <sep> il-10 <sep> il10 <sep> il10a <sep> interleukin 10 <sep> interleukin 10 precursor <sep> interleukin-10 <sep> tgif
nci:Interleukin-12	clmf <sep> cytotoxic lymphocyte maturation factor <sep> il-12 <sep> il12 <sep> interleukin 12 <sep> interleukin-12 <sep> nksf <sep> natural killer cell stimulatory factor
nci:Interleukin-12A	clmf <sep> clmf p35 <sep> cytotoxic lymphocyte maturation factor <sep> cytotoxic lymphocyte maturation factor 1, p35 <sep> cytotoxic lymphocyte maturation factor 35 kda subunit <sep> il-12, subunit p35 <sep> il-12a <sep> il12, subunit p35 <sep> il12a <sep> il12a protein <sep> interleukin 12a <sep> interleukin 12a (natural killer cell stimulatory factor 1, cytotoxic lymphocyte maturation factor 1, p35) <sep> interleukin 12a precursor <sep> interleukin-12 alpha chain <sep> interleukin-12 alpha chain precursor <sep> interleukin-12a <sep> nf cell stimulatory factor chain 1 <sep> nfsk <sep> nksf1 <sep> natural killer cell stimulatory factor 1, 35 kd subunit <sep> natural killer cell stimulatory factor, 35-kd subunit <sep> interleukin 12, p35
nci:Protein_Complex_Subunit	protein complex subunit
nci:NO2-Dependent_IL12_Pathway	no2-dependent il12 pathway <sep> no2-dependent il 12 pathway in nk cells
nci:T-Cell_Polarization_Pathway	t-cell polarization pathway
nci:Th1_Th2_Differentiation_Pathway	th1/th2 differentiation <sep> th1/th2 differentiation pathway
nci:Interleukin-12B	cytotoxic lymphocyte maturation factor 2, p40 <sep> il12b <sep> il23, subunit p40 <sep> interkeukin-12 beta chain <sep> interleukin 12, p40 <sep> interleukin 12b <sep> interleukin-12b <sep> natural killer cell stimulatory factor-2
nci:Interleukin-12_Receptor	high affinity interleukin 12 receptor <sep> high affinity interleukin 12 receptor beta <sep> interleukin 12 receptor <sep> interleukin 12 receptor beta
nci:Interleukin-13	il-13 <sep> il13 <sep> interleukin 13 <sep> interleukin-13
nci:Th2_Cytokine_Gene_Induction_Pathway	gata3 participate in activating the th2 cytokine genes expression <sep> th2 cytokine gene induction pathway
