Entity-IRI	Entity-Lexicon
fma:Coraco_acromial_ligament	coraco-acromial ligament <sep> ligamentum coracoacromiale
fma:Ligament_of_glenohumeral_joint	glenohumeral joint ligament <sep> ligament of glenohumeral joint <sep> ligament of shoulder joint
fma:Coracobrachialis_bursa	coracobrachial bursa <sep> coracobrachialis bursa <sep> subcoracoid bursa <sep> bursa musculi coracobrachialis
fma:Coracoclavicular_ligament	accessory ligament of acromioclavicular joint <sep> coracoclavicular ligament <sep> ligamentum coracoclaviculare
fma:Coracohumeral_ligament	coracohumeral ligament <sep> ligamentum coracohumerale
fma:Coracoid_process	coracoid process <sep> processus coracoideus
fma:Trunk_of_nerve_plexus	nerve trunk of plexus <sep> neural plexus trunk <sep> trunk of nerve plexus
fma:Cornea	cornea
fma:Corneal_vertex	central part of cornea <sep> corneal vertex <sep> vertex cornea <sep> vertex of cornea <sep> vertex corneae
fma:Region_of_cornea	cornea subdivision <sep> region of cornea
fma:Cornu_of_coccyx	coccygeal cornu <sep> coccyx cornu <sep> cornu of coccyx <sep> cornu coccygeum
fma:Subdivision_of_coccyx	coccyx subdivision <sep> subdivision of coccyx
fma:Corona_ciliaris	ciliary crown <sep> corona ciliaris <sep> pars plicata of ciliary body
fma:Corona_of_glans_penis	corona of glans penis <sep> glans corona <sep> corona glandis
fma:Zone_of_glans_penis	glans penile zone <sep> zone of glans penis
fma:Coronal	coronal
fma:Coronal_plane	coronal plane
fma:Floating_anatomical_plane	floating anatomical plane <sep> floating fiat anatomical surface
fma:Coronal_suture	coronal suture <sep> coronal suture of skull <sep> sutura coronalis
fma:Suture	suture <sep> sutura
fma:Coronary_sulcus	atrioventricular groove <sep> atrioventricular sulcus <sep> coronary sulcus <sep> sulcus coronarius
fma:Coronoid_process_of_mandible	coronoid process of mandible <sep> processus coronoideus (mandibula) <sep> processus coronoideus mandibulae
fma:Coronoid_process_of_ulna	coronoid process <sep> coronoid process of ulna <sep> processus coronoideus <sep> processus coronoideus ulnae
fma:Corpus_albicans	corpus albicans <sep> corpus albicans of ovary
fma:Corpus_cavernosum_of_clitoris	corpus cavernosum of clitoris <sep> corpus cavernosum clitoridis
fma:Corpus_cavernosum_of_penis	corpus cavernosum of penis <sep> corpus cavernosum penis
fma:Corpus_luteum_of_pregnancy	corpus luteum graviditatis <sep> corpus luteum of pregnancy
fma:Corpus_spongiosum_of_penis	corpus spongiosum of penis <sep> spongiose body of penis <sep> corpus spongiosum penis
fma:Corpuscle_of_Golgi_Mazzoni	corpuscle of golgi-mazzoni <sep> golgi-mazzoni corpuscle
fma:Corrugator_supercilii	corrugator supercilii <sep> koyter's muscle <sep> musculus corrugator supercilii
fma:Cortex_of_frontal_lobe	cortex of frontal lobe <sep> frontal lobe cortex
fma:Cortex_of_lobe_of_cerebral_hemisphere	cortex of cerebral hemisphere lobe <sep> cortex of lobe of cerebral hemisphere
fma:Cortex_of_hair	cortex of hair <sep> hair cortex
fma:Cortex_of_insula	cortex of insula
fma:Cortex_of_lens	cortex of lens <sep> lens cortex <sep> cortex lentis
fma:Cortex_of_occipital_lobe	cortex of occipital lobe <sep> occipital lobe cortex
fma:Cortex_of_parietal_lobe	cortex of parietal lobe <sep> parietal lobe cortex
fma:Cortex_of_temporal_lobe	cortex of temporal lobe <sep> temporal lobe cortex
fma:Costal_groove	costal groove <sep> sulcus costae
fma:Subdivision_of_surface_of_rib	subdivision of surface of rib
fma:Costal_groove_of_eighth_rib	costal groove of eighth rib
fma:Costal_groove_of_eleventh_rib	costal groove of eleventh rib
fma:Costal_groove_of_fifth_rib	costal groove of fifth rib
fma:Costal_groove_of_fourth_rib	costal groove of fourth rib
fma:Costal_groove_of_ninth_rib	costal groove of ninth rib
fma:Costal_groove_of_second_rib	costal groove of second rib
fma:Costal_groove_of_seventh_rib	costal groove of seventh rib
fma:Costal_groove_of_sixth_rib	costal groove of sixth rib
fma:Costal_groove_of_tenth_rib	costal groove of tenth rib
fma:Costal_groove_of_third_rib	costal groove of third rib
fma:Costal_margin	costal margin
fma:Costal_part_of_diaphragm	costal part of diaphragm <sep> pars costalis diaphragmatis
fma:Zone_of_diaphragm	diaphragm zone <sep> zone of diaphragm
fma:Costal_pleura	costal part of parietal pleura <sep> costal pleura <sep> costovertebral pleura <sep> pars costalis (pleurae) <sep> pars costalis pleurae parietalis
fma:Region_of_parietal_pleura	parietal pleural subdivision <sep> region of parietal pleura
fma:Costal_surface_of_lung	costal surface of lung <sep> facies costalis <sep> facies costalis pulmonis
fma:Costal_surface_of_scapula	anterior surface of scapula <sep> costal aspect of scapula <sep> costal surface of scapula <sep> facies costalis; facies anterior (scapula) <sep> ventral surface of scapula <sep> facies anterior scapulae <sep> facies costalis scapulae
fma:Costocervical_trunk	costocervical trunk <sep> trunk of costocervical artery <sep> truncus costocervicalis
fma:Trunk_of_branch_of_subclavian_artery	trunk of branch of subclavian artery
fma:Costoclavicular_ligament	costoclavicular ligament <sep> ligamentum costoclaviculare
fma:Costomediastinal_recess	costomediastinal recess <sep> recessus costomediastinalis
fma:Costotransverse_foramen	costotransverse foramen <sep> foramen costotransversarium
fma:Costotransverse_joint	costotransverse joint <sep> articulatio costotransversaria
fma:Costovertebral_synovial_joint	costovertebral synovial joint
fma:Costotransverse_ligament	costotransverse ligament <sep> ligamentum costotransversarium
fma:Ligament_of_costotransverse_joint	costotransverse joint ligament <sep> ligament of costotransverse joint
fma:Costoxiphoid_ligament	costoxiphoid ligament <sep> ligamentum costoxiphoide
fma:Cranial_accessory_nerve	cranial accessory nerve <sep> eleventh cranial nerve
fma:Segment_of_vagus_nerve	segment of vagus nerve <sep> vagus neural segment
fma:Cranial_cavity	cranial cavity <sep> cavitas cranii
fma:Cranial_part_of_parasympathetic_nervous_system	cranial part of parasympathetic nervous system <sep> cranial part of parasympathetic part of autonomic division of nervous system <sep> pars cranialis partis parasympathici divisionis autonomici systematis nervosi
fma:Subdivision_of_parasympathetic_nervous_system	parasympathetic nervous system subdivision <sep> subdivision of parasympathetic nervous system
fma:Cranial_pia_mater	cranial pia mater <sep> pia mater cranialis <sep> pia mater encephali
fma:Region_of_pia_mater	pia mater region <sep> region of pia mater
fma:Cremasteric_artery	cremasteric artery <sep> cremasteric part of inferior epigastric artery <sep> arteria cremasterica
fma:Subdivision_of_inferior_epigastric_artery	branch of inferior epigastric artery <sep> inferior epigastric arterial subdivision <sep> subdivision of inferior epigastric artery
fma:Cremasteric_fascia	cooper's fascia <sep> cremasteric fascia <sep> fascia cremasterica
fma:Cremasteric_vein	cremasteric vein
fma:Tributary_of_inferior_epigastric_vein	inferior epigastric venous tributary <sep> tributary of inferior epigastric vein
fma:Crest_of_head_of_eighth_rib	crest of head of eighth rib
fma:Crest_of_head_of_rib	crest of head <sep> crest of head of rib <sep> crista capitis costae
fma:Crest_of_head_of_fifth_rib	crest of head of fifth rib
fma:Crest_of_head_of_fourth_rib	crest of head of fourth rib
fma:Crest_of_head_of_ninth_rib	crest of head of ninth rib
fma:Crest_of_head_of_second_rib	crest of head of second rib
fma:Crest_of_head_of_seventh_rib	crest of head of seventh rib
fma:Crest_of_head_of_sixth_rib	crest of head of sixth rib
fma:Crest_of_head_of_third_rib	crest of head of third rib
fma:Cribriform_plate	cribriform plate <sep> lamina cribrosa
fma:Cricopharyngeal_ligament	cricopharyngeal ligament <sep> ligamentum cricopharyngeum
fma:Cricothyroid_artery	cricothyroid artery <sep> cricothyroid branch of superior thyroid artery <sep> ramus cricothyroideus (arteria thyroidea superior)
fma:Crista_galli	crista galli
fma:Crista_terminalis	crista terminalis <sep> crista terminalis cordis <sep> crista terminalis of right atrium <sep> crista terminalis atrii dextri
fma:Region_of_wall_of_right_atrium	region of wall of right atrium
fma:Crown_pulp	coronal pulp of tooth <sep> crown pulp <sep> pulpa coronalis
fma:Crural_fascia	crural fascia <sep> deep fascia of leg <sep> fascia cruris
fma:Crus_of_clitoris	clitoris crus <sep> crus of clitoris <sep> crus clitoridis
fma:Zone_of_corpus_cavernosum_of_clitoris	zone of corpus cavernosum of clitoris
fma:Crus_penis	crus of penis <sep> crus penis
fma:Zone_of_corpus_cavernosum_of_penis	zone of corpus cavernosum of penis
fma:Crux_of_heart	cardiac crux <sep> crux of heart
fma:Cubital_anastomosis	cubital anastomosis <sep> rete articulare cubiti
fma:Cubital_fossa	cubital fossa <sep> fossa cubitalis
fma:Space_of_compartment_of_upper_limb	space of compartment of upper limb
fma:Cubital_lymph_node	cubital lymph node <sep> cubital node
fma:Cubitoradial_bursa	cubitoradial bursa <sep> interosseous cubital bursa <sep> ulnoradial bursa <sep> bursa cubitalis interossea
fma:Cuboidal_endothelial_cell_of_vascular_tree	cuboidal endothelial cell of vascular tree
fma:Cuboideonavicular_joint	cuboideonavicular joint
fma:Culmen_of_cerebellum	culmen of cerebellum <sep> neuraxis culmen
fma:Cumulus_oophorus	cumulus oophorus <sep> cumulus ovaricus
fma:Cuneate_fasciculus_of_medulla	cuneate fasciculus of medulla <sep> fasciculus cuneatus (myelencephali)
fma:Cuneate_tubercle	cuneate tubercle <sep> tuberculum cuneatum <sep> tuberculum nuclei cuneati
fma:Zone_of_medulla_oblongata	zone of medulla oblongata
fma:Cuneiform_bone	cuneiform bone
fma:Cuneiform_tubercle	cuneiform tubercle <sep> tuberculum cuneiforme
fma:Cuneometatarsal_interosseous_ligament	cuneometatarsal interosseous ligament <sep> interosseous cuneometatarsal ligament
fma:Ligament_of_tarsometatarsal_joint	ligament of tarsometatarsal joint <sep> tarsometatarsal joint ligament
fma:Cuneonavicular_joint	cuneonavicular joint <sep> articulatio cuneonavicularis
fma:Cuneus	cuneate lobule <sep> cuneus <sep> cuneus gyrus <sep> cuneus of hemisphere <sep> gyrus cuneus
fma:Cusp_of_pulmonary_valve	cusp of pulmonary valve <sep> pulmonary semilunar valvule <sep> pulmonary valvular cusp <sep> semilunar cusp of pulmonary valve <sep> semilunar valvule of pulmonary valve
fma:Cutaneous_branch_of_common_fibular_nerve	cutaneous branch of common fibular nerve <sep> cutaneous branch of common peroneal nerve
fma:Cutaneous_branch_of_intercostal_nerve	cutaneous branch of anterior ramus of thoracic spinal nerve <sep> cutaneous branch of intercostal nerve <sep> cutaneous branch of thoracic anterior ramus <sep> cutaneous branch of ventral ramus of thoracic spinal nerve
fma:Cutaneous_branch_of_obturator_nerve	cutaneous branch of obturator nerve <sep> obturator nerve cutaneous branch
fma:Cutaneous_branch_of_radial_nerve	cutaneous branch of radial nerve
fma:Cuticular_layer_of_tympanic_membrane	cuticular layer of tympanic membrane <sep> cuticular stratum of tympanic membrane <sep> outer cuticular layer of tympanic membrane <sep> outer epithelial layer of tympanic membrane
fma:Layer_of_tympanic_membrane	layer of tympanic membrane <sep> tympanic membrane layer
fma:Cylindrical	cylindrical
fma:Cystic_artery	cholecystic artery <sep> cystic artery <sep> arteria cystica
fma:Subdivision_of_right_hepatic_artery	right hepatic arterial subdivision <sep> subdivision of right hepatic artery
fma:Cystic_lymph_node	cystic lymph node <sep> cystic node <sep> nodus cysticus <sep> nodus lymphoideus cysticus
fma:Dartos_muscle	dartos muscle <sep> musculus dartos
fma:Zone_of_dartos_fascia	dartos fascia zone <sep> zone of dartos fascia
fma:Decussation_of_neuraxis	decussation of neuraxis <sep> neuraxis decussation
fma:Decussation_of_superior_cerebellar_peduncle	decussation of brachium conjunctivum <sep> decussation of superior cerebellar peduncle <sep> decussation of superior cerebellar peduncles <sep> superior cerebellar peduncle decussation <sep> wernekink's decussation <sep> decussatio brachii conjunctivi <sep> decussatio crurorum cerebello-cerebralium <sep> decussatio pedunculorum cerebellarium superiorum <sep> decussation of brachia conjunctiva
fma:Deep_anterior_cervical_lymph_node	deep anterior cervical lymph node
fma:Deep_artery_of_clitoris	deep artery of clitoris <sep> arteria profunda clitoridis
fma:Deep_artery_of_penis	deep artery of penis <sep> deep penile artery <sep> arteria profunda penis
fma:Deep_auricular_artery	deep auricular artery <sep> arteria auricularis profunda
fma:Deep_branch_of_cervical_nerve_plexus	deep branch of cervical nerve plexus
fma:Deep_branch_of_lateral_plantar_nerve	deep branch of lateral plantar nerve <sep> ramus profundus nervus plantaris lateralis
fma:Deep_branch_of_ulnar_nerve	deep branch of ulnar nerve <sep> deep terminal branch of ulnar nerve <sep> ramus profundus (nervus ulnaris) <sep> ramus profundus nervus ulnaris
fma:Deep_cardiac_nerve_plexus	deep cardiac nerve plexus <sep> dorsal cardiac plexus
fma:Deep_cervical_artery	deep cervical artery <sep> arteria cervicalis profunda
fma:Subdivision_of_costocervical_artery	costocervical arterial subdivision <sep> subdivision of costocervical artery
fma:Deep_cervical_vein	deep cervical vein <sep> vena cervicalis profunda <sep> vena colli profunda
fma:Deep_circumflex_iliac_vein	deep circumflex iliac vein <sep> vena circumflexa iliaca profunda <sep> vena circumflexa ilium profunda
fma:Deep_dorsal_sacrococcygeal_ligament	deep dorsal sacrococcygeal ligament <sep> ligamentum sacrococcygeum posterius (dorsale) profundum
fma:Ligament_of_sacrococcygeal_joint	ligament of sacrococcygeal joint <sep> sacrococcygeal joint ligament
fma:Deep_dorsal_vein_of_clitoris	deep dorsal vein of clitoris <sep> vena dorsalis profunda clitoridis <female>
fma:Deep_dorsal_vein_of_penis	deep dorsal vein of penis <sep> vena dorsalis profunda penis
fma:Tributary_of_internal_pudendal_vein	internal pudendal venous tributary <sep> tributary of internal pudendal vein
fma:Deep_external_pudendal_artery	deep external pudendal artery <sep> arteria pudenda externa profunda
fma:Deep_extrinsic_muscle_of_shoulder	deep extrinsic muscle of shoulder
fma:Deep_facial_vein	deep facial vein <sep> vena profunda faciei
fma:Deep_fascia_of_penis	buck's fascia <sep> deep fascia of penis <sep> deep penile fascia <sep> fascia penis profunda
fma:Regional_part_of_fascia_of_penis	regional part of fascia of penis
fma:Deep_femoral_vein	deep femoral vein <sep> deep vein of thigh <sep> profunda femoris vein <sep> vena profunda femoris
fma:Deep_fibular_nerve	deep fibular nerve <sep> deep peroneal nerve <sep> nervus fibularis profundus <sep> nervus peroneus profundus
fma:Deep_head_of_flexor_pollicis_brevis	caput profundum (musculus flexor pollicis brevis) <sep> deep head of flexor pollicis brevis <sep> caput profundum musculus flexoris pollicis brevis
fma:Deep_infrapatellar_bursa	deep infrapatellar bursa <sep> infragenual bursa <sep> subligamentous bursa <sep> subpatellar bursa <sep> subpatellar mucous bursa <sep> bursa infrapatellaris profunda
fma:Deep_inguinal_lymph_node	deep inguinal lymph node <sep> deep inguinal node <sep> nodus lymphaticus inguinalis profundus
fma:Deep_inguinal_ring	deep inguinal ring <sep> anulus inguinalis profundus
fma:Inguinal_ring	inguinal ring
fma:Deep_lateral_cervical_lymph_node	deep lateral cervical lymph node <sep> deep lateral cervical node
fma:Lateral_cervical_lymph_node	lateral cervical lymph node <sep> lateral cervical node
fma:Deep_layer_of_epithelium_of_ciliary_body	deep layer of ciliary epithelium <sep> deep layer of epithelium of ciliary body <sep> outer layer of ciliary epithelium <sep> outer pigmented layer of ciliary epithelium <sep> pigmented layer of ciliary body <sep> pigmented layer of ciliary epithelium
fma:Layer_of_epithelium_of_ciliary_body	layer of epithelium of ciliary body
fma:Deep_layer_of_temporal_fascia	deep layer of temporal fascia <sep> lamina posterior fasciae temporalis profunda
fma:Deep_lingual_vein	deep lingual vein <sep> ranine vein <sep> vena profunda linguae
fma:Tributary_of_lingual_vein	lingual venous tributary <sep> tributary of lingual vein
fma:Deep_palmar_arterial_arch	deep palmar arch <sep> deep palmar arterial arch <sep> arcus palmaris profundus
fma:Deep_palmar_branch_of_ulnar_artery	deep palmar branch of ulnar artery <sep> deep palmar branch of ulnar atery <sep> ramus palmaris profundus (arteria ulnaris)
fma:Deep_palmar_venous_arch	deep palmar venous arch <sep> deep venous palmar arch <sep> arcus venosus palmaris profundus
fma:Venous_anastomosis	venous anastomosis
fma:Parotid_lymph_node	parotid lymph node <sep> parotid node
fma:Deep_part_of_parotid_gland	deep part of parotid gland <sep> deep portion of parotid gland <sep> pars profunda glandulae parotidis
fma:Zone_of_parotid_gland	parotid gland zone <sep> zone of parotid gland
fma:Deep_perineal_muscle	deep muscle of perineum <sep> deep perineal muscle
fma:Deep_perineal_space	deep perineal pouch <sep> deep perineal space <sep> spatium perinei profundum <sep> saccus profundus perinei <sep> spatium profundum perinei
fma:Deep_plantar_artery	deep plantar artery <sep> arteria plantaris profunda
fma:Plantar_arch	deep plantar arch <sep> plantar arch <sep> plantar arterial arch <sep> arcus plantaris profundus
fma:Deep_popliteal_lymph_node	deep popliteal lymph node
fma:Deep_posterior_sacrococcygeal_ligament	deep posterior sacrococcygeal ligament <sep> ligamentum sacrococcygeum dorsale profundum <sep> ligamentum sacrococcygeum posterius profundum
fma:Deep_postvertebral_muscle	deep postvertebral muscle
fma:Deep_temporal_artery	deep temporal artery
fma:Deep_transverse_metacarpal_ligament	deep transverse metacarpal ligament <sep> ligamentum metacarpale transversum profundum
fma:Transverse_metacarpal_ligament	transverse metacarpal ligament
fma:Deep_transverse_metatarsal_ligament	deep transverse metatarsal ligament <sep> ligamentum metatarsale transversum profundum
fma:Ligament_of_intermetatarsal_joint	intermetatarsal joint ligament <sep> ligament of intermetatarsal joint
fma:Deep_transverse_perineal_muscle	deep transverse perineal muscle <sep> transversus perinei profundus <sep> musculus transversus perinei profundus
fma:Deep_trigonal_muscle	deep trigonal muscle <sep> trigonal detrusor
fma:Subdivision_of_trigonal_muscle_of_urinary_bladder	subdivision of trigonal muscle of urinary bladder
fma:Deep_vein_of_upper_limb	deep vein of upper limb
fma:Deltoid_part_of_pectoral_girdle	deltoid part of pectoral girdle <sep> deltoid region <sep> regio deltoidea
fma:Subdivision_of_shoulder	shoulder subdivision <sep> subdivision of shoulder
fma:Dendritic	dendritic
fma:Dendritic_spine	dendritic spine
fma:Zone_of_dendrite	dendrite zone <sep> zone of dendrite
fma:Dens_of_axis	axis dens <sep> dens of axis <sep> odontoid process of axis <sep> dens axis
fma:Dense_core_granulated_cell	bronchiolar kulchitsky cell <sep> cell of kulchitsky <sep> dense-core granulated cell <sep> feyrter cell <sep> kulchitsky cell <sep> kultschitzky cell of bronchiole
fma:Dense_endopelvic_fascia	dense endopelvic fascia
fma:Zone_of_pelvic_fascia	pelvic fascia zone <sep> zone of pelvic fascia
fma:Dense_fibrillar_component_of_nucleolus	dense fibrillar component of nucleolus <sep> pars fibrosa of nucleolus
fma:Region_of_fibrillar_component_of_nucleolus	nucleolus part <sep> region of fibrillar component of nucleolus
fma:Dense_regular_elastic_tissue	dense elastic connective tissue <sep> dense regular elastic connective tissue <sep> dense regular elastic tissue
fma:Dental_branch_of_inferior_alveolar_artery	dental branch of inferior alveolar artery
fma:Dentate_nucleus	dentate nucleus <sep> lateral nucleus of cerebellum <sep> nucleus dentatus <sep> nucleus dentatus cerebelli <sep> nucleus lateralis cerebelli
fma:Denticulate_ligament	denticulate ligament <sep> ligamentum denticulatum
fma:Dento_alveolar_joint	dento-alveolar joint <sep> dento-alveolar syndesmosis <sep> peg-and-socket joint <sep> socket <sep> gomphosis <sep> syndesmosis dentoalveolaris
fma:Fibrous_joint	articulatio fibrosa <sep> fibrous joint <sep> junctura fibrosa
fma:Depressor_anguli_oris	depressor anguli oris <sep> musculus depressor anguli oris
fma:Depressor_septi_nasi	depressor septi <sep> depressor septi nasi <sep> musculus depressor septi nasi
fma:Depressor_supercilii	depressor supercilii <sep> musculus depressor supercilii
fma:Dermal_papilla	dermal papilla <sep> follicular papilla
fma:Subdivision_of_papillary_layer_of_dermis	subdivision of papillary layer of dermis
fma:Dermal_ridge	dermal ridge
fma:Dermatan	dermatan <sep> dermatan sulfate
fma:Descending_branch_of_hypoglossal_nerve	descendens hypoglossi <sep> descending branch of hypoglossal nerve <sep> upper root of ansa cervicalis
fma:Descending_branch_of_occipital_artery	descending branch of occipital artery <sep> ramus descendens (arteria occipitalis)
fma:Descending_genicular_artery	descending genicular artery <sep> arteria descendens genus
fma:Descending_mesocolon	descending mesocolon <sep> mesentery of descending colon <sep> mesocolon descendens
fma:Desmin	desmin <sep> skeletin
fma:Desmosome_of_cochlear_duct	cochlear ductal desmosome <sep> desmosome of cochlear duct
fma:Diameter_of_pelvis	diameter of pelvis <sep> pelvic diameter
fma:Diaphragmatic_lymph_node	diaphragmatic lymph node <sep> diaphragmatic node
fma:Diaphragmatic_pleura	diaphragmatic part of parietal pleura <sep> diaphragmatic pleura <sep> pars diaphragmatica (pleurae) <sep> pars diaphragmatica pleurae parietalis
fma:Diaphragmatic_surface_of_heart	diaphragmatic surface of heart <sep> facies diaphragmatica (inferior) <sep> inferior surface of heart <sep> facies diaphragmatica cordis <sep> facies inferior cordis
fma:Region_of_surface_of_heart	region of surface of heart
fma:Diaphragmatic_surface_of_liver	diaphragmatic surface of liver <sep> facies diaphragmatica (hepar) <sep> facies diaphragmatica hepatis
fma:Diaphragmatic_surface_of_lung	anatomical base of lung <sep> base of lung viewed anatomically <sep> basis pulmonis (pulmonalis) <sep> diaphragmatic surface of lung <sep> facies diaphragmatica pulmonis
fma:Diaphragmatic_surface_of_spleen	diaphragmatic surface of spleen <sep> facies diaphragmatica (splen)(lien) <sep> facies diaphragmatica splenica
fma:Diaphysis_of_clavicle	body of clavicle <sep> clavicle diaphysis <sep> diaphysis of clavicle <sep> shaft of clavicle <sep> corpus claviculae
fma:Diaphysis_of_distal_phalanx_of_index_finger	diaphysis of distal phalanx of index finger <sep> shaft of distal phalanx of index finger <sep> shaft of distal phalanx of second digit of hand <sep> shaft of distal phalanx of second finger
fma:Diaphysis_of_phalanx_of_index_finger	body of phalanx of index finger <sep> diaphysis of phalanx of index finger <sep> diaphysis of phalanx of second finger <sep> shaft of phalanx of index finger <sep> shaft of phalanx of second digit of hand <sep> shaft of phalanx of second finger
fma:Diaphysis_of_distal_phalanx_of_little_finger	diaphysis of distal phalanx of little finger <sep> shaft of distal phalanx of fifth digit of hand <sep> shaft of distal phalanx of fifth finger <sep> shaft of distal phalanx of little finger
fma:Diaphysis_of_phalanx_of_little_finger	body of phalanx of little finger <sep> diaphysis of phalanx of fifth finger <sep> diaphysis of phalanx of little finger <sep> shaft of phalanx of fifth digit of hand <sep> shaft of phalanx of fifth finger <sep> shaft of phalanx of little finger
fma:Diaphysis_of_distal_phalanx_of_middle_finger	diaphysis of distal phalanx of middle finger <sep> shaft of distal phalanx of middle finger <sep> shaft of distal phalanx of third digit of hand <sep> shaft of distal phalanx of third finger
fma:Diaphysis_of_phalanx_of_middle_finger	body of phalanx of middle finger <sep> diaphysis of phalanx of middle finger <sep> diaphysis of phalanx of third finger <sep> shaft of phalanx of middle finger <sep> shaft of phalanx of third digit of hand <sep> shaft of phalanx of third finger
fma:Diaphysis_of_distal_phalanx_of_ring_finger	diaphysis of distal phalanx of ring finger <sep> shaft of distal phalanx of fourth digit of hand <sep> shaft of distal phalanx of fourth finger <sep> shaft of distal phalanx of ring finger
fma:Diaphysis_of_phalanx_of_ring_finger	body of phalanx of ring finger <sep> diaphysis of phalanx of fourth finger <sep> diaphysis of phalanx of ring finger <sep> shaft of phalanx of fourth digit of hand <sep> shaft of phalanx of fourth finger <sep> shaft of phalanx of ring finger
fma:Diaphysis_of_distal_phalanx_of_thumb	diaphysis of distal phalanx of thumb <sep> shaft of distal phalanx of thumb
fma:Diaphysis_of_phalanx_of_thumb	diaphysis of phalanx of thumb <sep> shaft of phalanx of thumb
fma:Diaphysis_of_femur	body of femur <sep> diaphysis of femur <sep> femoral diaphysis <sep> shaft of femur <sep> corpus femoris
fma:Diaphysis_of_fibula	body of fibula <sep> diaphysis of fibula <sep> fibula diaphysis <sep> shaft of fibula <sep> corpus fibulae
fma:Diaphysis_of_fifth_metacarpal_bone	diaphysis of fifth metacarpal bone <sep> fifth metacarpal bone diaphysis <sep> shaft of fifth metacarpal bone
fma:Diaphysis_of_metacarpal_bone	body of metacarpal <sep> diaphysis of metacarpal bone <sep> metacarpal bone diaphysis <sep> shaft of metacarpal <sep> shaft of metacarpal bone <sep> corpus ossis metacarpi
fma:Diaphysis_of_fifth_metatarsal_bone	diaphysis of fifth metatarsal bone <sep> fifth metatarsal bone diaphysis <sep> shaft of fifth metatarsal bone
fma:Diaphysis_of_metatarsal_bone	diaphysis of metatarsal bone <sep> metatarsal bone diaphysis <sep> shaft of metatarsal bone
fma:Diaphysis_of_first_metacarpal_bone	diaphysis of first metacarpal bone <sep> first metacarpal bone diaphysis <sep> shaft of first metacarpal bone
fma:Diaphysis_of_first_metatarsal_bone	diaphysis of first metatarsal bone <sep> first metatarsal bone diaphysis <sep> shaft of first metatarsal bone
fma:Diaphysis_of_fourth_metacarpal_bone	diaphysis of fourth metacarpal bone <sep> fourth metacarpal bone diaphysis <sep> shaft of fourth metacarpal bone
fma:Diaphysis_of_fourth_metatarsal_bone	diaphysis of fourth metatarsal bone <sep> fourth metatarsal bone diaphysis <sep> shaft of fourth metatarsal bone
fma:Diaphysis_of_humerus	body of humerus <sep> diaphysis of humerus <sep> humeral diaphysis <sep> shaft of humerus <sep> corpus humeri
fma:Diaphysis_of_middle_phalanx_of_index_finger	diaphysis of middle phalanx of index finger <sep> shaft of middle phalanx of index finger <sep> shaft of middle phalanx of second digit of hand <sep> shaft of middle phalanx of second finger
fma:Diaphysis_of_middle_phalanx_of_little_finger	diaphysis of middle phalanx of little finger <sep> shaft of middle phalanx of fifth digit of hand <sep> shaft of middle phalanx of fifth finger <sep> shaft of middle phalanx of little finger
fma:Diaphysis_of_middle_phalanx_of_middle_finger	diaphysis of middle phalanx of middle finger <sep> shaft of middle phalanx of middle finger <sep> shaft of middle phalanx of third digit of hand <sep> shaft of middle phalanx of third finger
fma:Diaphysis_of_middle_phalanx_of_ring_finger	diaphysis of middle phalanx of ring finger <sep> shaft of middle phalanx of fourth digit of hand <sep> shaft of middle phalanx of fourth finger <sep> shaft of middle phalanx of ring finger
fma:Diaphysis_of_phalanx_of_big_toe	body of big toe <sep> body of great toe <sep> diaphysis of phalanx of big toe <sep> shaft of first digit of foot <sep> shaft of great toe <sep> shaft of phalanx of big toe
fma:Diaphysis_of_phalanx_of_toe	diaphysis of phalanx of toe
fma:Diaphysis_of_phalanx_of_finger	diaphysis of phalanx of finger
fma:Diaphysis_of_phalanx_of_foot	body of phalanx of foot <sep> corpus phalangis (pedis) <sep> diaphysis of phalanx of foot <sep> shaft of phalanx of foot <sep> corpus phalangis pedis
fma:Diaphysis_of_phalanx_of_fourth_toe	body of phalanx of fourth toe <sep> diaphysis of phalanx of fourth toe <sep> shaft of phalanx of fourth digit of foot <sep> shaft of phalanx of fourth toe
fma:Diaphysis_of_phalanx_of_hand	body of phalanx of hand <sep> corpus phalangis (manus) <sep> diaphysis of phalanx of hand <sep> shaft of phalanx of hand <sep> corpus phalangis manus
fma:Diaphysis_of_phalanx_of_little_toe	body of phalanx of little toe <sep> diaphysis of phalanx of little toe <sep> shaft of phalanx of fifth digit of foot <sep> shaft of phalanx of fifth toe <sep> shaft of phalanx of little toe
fma:Diaphysis_of_phalanx_of_second_toe	body of phalanx of second toe <sep> diaphysis of phalanx of second toe <sep> shaft of phalanx of second digit of foot <sep> shaft of phalanx of second toe
fma:Diaphysis_of_phalanx_of_third_toe	body of phalanx of third toe <sep> diaphysis of phalanx of third toe <sep> shaft of phalanx of third digit of foot <sep> shaft of phalanx of third toe
fma:Diaphysis_of_proximal_phalanx_of_index_finger	diaphysis of proximal phalanx of index finger <sep> shaft of proximal phalanx of index finger <sep> shaft of proximal phalanx of second digit of hand <sep> shaft of proximal phalanx of second finger
fma:Diaphysis_of_proximal_phalanx_of_little_finger	diaphysis of proximal phalanx of little finger <sep> shaft of proximal phalanx of fifth digit of hand <sep> shaft of proximal phalanx of fifth finger <sep> shaft of proximal phalanx of little finger
