Entity-IRI	Entity-Lexicon
snomed:Structure_of_anterior_segment_of_upper_division_of_left_upper_lobe_of_lung	structure of anterior segment of upper division of left upper lobe of lung
snomed:Structure_of_anterior_semicircular_canal	structure of anterior semicircular canal
snomed:Structure_of_anterior_semicircular_duct	structure of anterior semicircular duct
snomed:Structure_of_anterior_semilunar_lobule	structure of anterior semilunar lobule
snomed:Structure_of_anterior_spinal_artery	structure of anterior spinal artery
snomed:Structure_of_anterior_sternoclavicular_ligament	structure of anterior sternoclavicular ligament
snomed:Structure_of_ligament_of_sternoclavicular_joint	structure of ligament of sternoclavicular joint
snomed:Structure_of_anterior_superior_alveolar_nerve	structure of anterior superior alveolar nerve
snomed:Superior_alveolar_nerve	superior alveolar nerve
snomed:Structure_of_anterior_superior_iliac_spine	structure of anterior superior iliac spine
snomed:Structure_of_anterior_superior_renal_segment	structure of anterior superior renal segment
snomed:Structure_of_superior_renal_segment	structure of superior renal segment
snomed:Structure_of_anterior_surface_of_adrenal_gland	structure of anterior surface of adrenal gland
snomed:Structure_of_anterior_surface_of_body_of_sternum	structure of anterior surface of body of sternum
snomed:Structure_of_body_of_sternum	structure of body of sternum
snomed:Surface_of_body_of_sternum	surface of body of sternum
snomed:Structure_of_surface_of_cornea	structure of surface of cornea
snomed:Structure_of_anterior_surface_of_forearm	structure of anterior surface of forearm
snomed:Structure_of_anterior_surface_of_iris	structure of anterior surface of iris
snomed:Structure_of_anterior_surface_of_kidney	structure of anterior surface of kidney
snomed:Structure_of_surface_of_kidney	structure of surface of kidney
snomed:Surface_of_lens	surface of lens
snomed:Structure_of_anterior_surface_of_lower_extremity	structure of anterior surface of lower extremity
snomed:Structure_of_anterior_surface_of_manubrium	structure of anterior surface of manubrium
snomed:Surface_of_manubrium	surface of manubrium
snomed:Structure_of_anterior_surface_of_pancreas	structure of anterior surface of pancreas
snomed:Surface_of_pancreas	surface of pancreas
snomed:Structure_of_anterior_surface_of_prostate	structure of anterior surface of prostate
snomed:Structure_of_anterior_surface_of_upper_arm	structure of anterior surface of upper arm
snomed:Structure_of_anterior_talofibular_ligament	structure of anterior talofibular ligament
snomed:Talofibular_ligament	talofibular ligament
snomed:Structure_of_anterior_temporal_artery	structure of anterior temporal artery
snomed:Structure_of_temporal_branch_of_middle_cerebral_artery	structure of temporal branch of middle cerebral artery
snomed:Structure_of_anterior_temporal_diploic_vein	structure of anterior temporal diploic vein
snomed:Structure_of_tributary_of_sphenoparietal_sinus	structure of tributary of sphenoparietal sinus
snomed:Structure_of_vein_of_skull	structure of vein of skull
snomed:Tibial_artery	tibial artery
snomed:Structure_of_anterior_tibial_lymph_node	structure of anterior tibial lymph node
snomed:Structure_of_tibial_lymph_node	structure of tibial lymph node
snomed:Structure_of_anterior_tibial_muscle_tendon	structure of anterior tibial muscle tendon
snomed:Tibialis_anterior_muscle_structure	tibialis anterior muscle structure
snomed:Structure_of_anterior_tibial_vein	structure of anterior tibial vein
snomed:Structure_of_tributary_of_popliteal_vein	structure of tributary of popliteal vein
snomed:Structure_of_anterior_tibiofibular_ligament	structure of anterior tibiofibular ligament
snomed:Structure_of_ligament_of_distal_tibiofibular_joint	structure of ligament of distal tibiofibular joint
snomed:Structure_of_anterior_transverse_temporal_gyrus	structure of anterior transverse temporal gyrus
snomed:Structure_of_transverse_temporal_gyrus	structure of transverse temporal gyrus
snomed:Structure_of_anterior_tubercle_of_thalamus	structure of anterior tubercle of thalamus
snomed:Structure_of_anterior_tympanic_artery	structure of anterior tympanic artery
snomed:Structure_of_anterior_vertebral_vein	structure of anterior vertebral vein
snomed:Structure_of_tributary_of_vertebral_vein	structure of tributary of vertebral vein
snomed:Structure_of_anterior_vestibular_artery	structure of anterior vestibular artery
snomed:Structure_of_artery_of_inner_ear	structure of artery of inner ear
snomed:Structure_of_anterior_vestibular_vein	structure of anterior vestibular vein
snomed:Structure_of_tributary_of_labyrinthine_vein	structure of tributary of labyrinthine vein
snomed:Structure_of_vestibular_vein	structure of vestibular vein
snomed:Structure_of_wall_of_urinary_bladder	structure of wall of urinary bladder
snomed:Structure_of_anterior_wall_of_vagina	structure of anterior wall of vagina
snomed:Structure_of_anterodorsal_nucleus_of_thalamus	structure of anterodorsal nucleus of thalamus
snomed:Structure_of_anteromedial_central_branch_of_anterior_communicating_artery	structure of anteromedial central branch of anterior communicating artery
snomed:Structure_of_anteromedial_nucleus_of_thalamus	structure of anteromedial nucleus of thalamus
snomed:Structure_of_anteroventral_nucleus_of_thalamus	structure of anteroventral nucleus of thalamus
snomed:Structure_of_anti_mesenteric_border_of_ileum	structure of anti-mesenteric border of ileum
snomed:Structure_of_anti_mesenteric_border_of_small_intestine	structure of anti-mesenteric border of small intestine
snomed:Structure_of_anti_mesenteric_border_of_jejunum	structure of anti-mesenteric border of jejunum
snomed:Structure_of_anulus_fibrosus_of_aorta	structure of anulus fibrosus of aorta
snomed:Structure_of_anulus_fibrosus_of_intervertebral_disc	structure of anulus fibrosus of intervertebral disc
snomed:Structure_of_anulus_fibrosus_of_intervertebral_disc_of_cervical_vertebra	structure of anulus fibrosus of intervertebral disc of cervical vertebra
snomed:Structure_of_anulus_fibrosus_of_intervertebral_disc_of_eighth_thoracic_vertebra	structure of anulus fibrosus of intervertebral disc of eighth thoracic vertebra
snomed:Structure_of_anulus_fibrosus_of_intervertebral_disc_of_thoracic_vertebra	structure of anulus fibrosus of intervertebral disc of thoracic vertebra
snomed:Structure_of_anulus_fibrosus_of_intervertebral_disc_of_eleventh_thoracic_vertebra	structure of anulus fibrosus of intervertebral disc of eleventh thoracic vertebra
snomed:Structure_of_anulus_fibrosus_of_intervertebral_disc_of_fifth_cervical_vertebra	structure of anulus fibrosus of intervertebral disc of fifth cervical vertebra
snomed:Structure_of_anulus_fibrosus_of_intervertebral_disc_of_fifth_lumbar_vertebra	structure of anulus fibrosus of intervertebral disc of fifth lumbar vertebra
snomed:Structure_of_anulus_fibrosus_of_intervertebral_disc_of_lumbar_vertebra	structure of anulus fibrosus of intervertebral disc of lumbar vertebra
snomed:Structure_of_anulus_fibrosus_of_intervertebral_disc_of_fifth_thoracic_vertebra	structure of anulus fibrosus of intervertebral disc of fifth thoracic vertebra
snomed:Structure_of_anulus_fibrosus_of_intervertebral_disc_of_first_lumbar_vertebra	structure of anulus fibrosus of intervertebral disc of first lumbar vertebra
snomed:Structure_of_anulus_fibrosus_of_intervertebral_disc_of_first_thoracic_vertebra	structure of anulus fibrosus of intervertebral disc of first thoracic vertebra
snomed:Structure_of_anulus_fibrosus_of_intervertebral_disc_of_fourth_cervical_vertebra	structure of anulus fibrosus of intervertebral disc of fourth cervical vertebra
snomed:Structure_of_anulus_fibrosus_of_intervertebral_disc_of_fourth_lumbar_vertebra	structure of anulus fibrosus of intervertebral disc of fourth lumbar vertebra
snomed:Structure_of_anulus_fibrosus_of_intervertebral_disc_of_fourth_thoracic_vertebra	structure of anulus fibrosus of intervertebral disc of fourth thoracic vertebra
snomed:Structure_of_anulus_fibrosus_of_intervertebral_disc_of_ninth_thoracic_vertebra	structure of anulus fibrosus of intervertebral disc of ninth thoracic vertebra
snomed:Structure_of_anulus_fibrosus_of_intervertebral_disc_of_second_lumbar_vertebra	structure of anulus fibrosus of intervertebral disc of second lumbar vertebra
snomed:Structure_of_anulus_fibrosus_of_intervertebral_disc_of_second_thoracic_vertebra	structure of anulus fibrosus of intervertebral disc of second thoracic vertebra
snomed:Structure_of_anulus_fibrosus_of_intervertebral_disc_of_seventh_cervical_vertebra	structure of anulus fibrosus of intervertebral disc of seventh cervical vertebra
snomed:Structure_of_anulus_fibrosus_of_intervertebral_disc_of_seventh_thoracic_vertebra	structure of anulus fibrosus of intervertebral disc of seventh thoracic vertebra
snomed:Structure_of_anulus_fibrosus_of_intervertebral_disc_of_sixth_thoracic_vertebra	structure of anulus fibrosus of intervertebral disc of sixth thoracic vertebra
snomed:Structure_of_anulus_fibrosus_of_intervertebral_disc_of_tenth_thoracic_vertebra	structure of anulus fibrosus of intervertebral disc of tenth thoracic vertebra
snomed:Structure_of_anulus_fibrosus_of_intervertebral_disc_of_third_cervical_vertebra	structure of anulus fibrosus of intervertebral disc of third cervical vertebra
snomed:Structure_of_anulus_fibrosus_of_intervertebral_disc_of_third_lumbar_vertebra	structure of anulus fibrosus of intervertebral disc of third lumbar vertebra
snomed:Structure_of_anulus_fibrosus_of_intervertebral_disc_of_third_thoracic_vertebra	structure of anulus fibrosus of intervertebral disc of third thoracic vertebra
snomed:Structure_of_anulus_fibrosus_of_intervertebral_disc_of_twelfth_thoracic_vertebra	structure of anulus fibrosus of intervertebral disc of twelfth thoracic vertebra
snomed:Structure_of_anulus_fibrosus_of_pulmonary_artery	structure of anulus fibrosus of pulmonary artery
snomed:Structure_of_anulus_tendineus_communis	structure of anulus tendineus communis
snomed:Structure_of_aortic_bifurcation	structure of aortic bifurcation
snomed:Terminal_aorta_structure	terminal aorta structure
snomed:Structure_of_aortic_hiatus_of_diaphragm	structure of aortic hiatus of diaphragm
snomed:Structure_of_aortic_isthmus	structure of aortic isthmus
snomed:Structure_of_aorticorenal_ganglia	structure of aorticorenal ganglia
snomed:Structure_of_apex_of_arytenoid_cartilage	structure of apex of arytenoid cartilage
snomed:Structure_of_apex_of_cusp_of_tooth	structure of apex of cusp of tooth
snomed:Structure_of_apex_of_head_of_fibula	structure of apex of head of fibula
snomed:Structure_of_apex_of_left_lung	structure of apex of left lung
snomed:Structure_of_apex_of_lung	structure of apex of lung
snomed:Structure_of_apex_of_patella	structure of apex of patella
snomed:Structure_of_apex_of_prostate	structure of apex of prostate
snomed:Structure_of_apex_of_right_lung	structure of apex of right lung
snomed:Structure_of_apex_of_root_of_tooth	structure of apex of root of tooth
snomed:Structure_of_apex_of_urinary_bladder	structure of apex of urinary bladder
snomed:Structure_of_apical_axillary_lymph_node	structure of apical axillary lymph node
snomed:Structure_of_apical_branch_of_inferior_left_pulmonary_vein	structure of apical branch of inferior left pulmonary vein
snomed:Structure_of_apical_branch_of_inferior_right_pulmonary_vein	structure of apical branch of inferior right pulmonary vein
snomed:Structure_of_apical_branch_of_left_pulmonary_artery	structure of apical branch of left pulmonary artery
snomed:Structure_of_apical_branch_of_right_pulmonary_artery	structure of apical branch of right pulmonary artery
snomed:Structure_of_apical_branch_of_superior_right_pulmonary_vein	structure of apical branch of superior right pulmonary vein
snomed:Structure_of_apical_foramen_of_tooth	structure of apical foramen of tooth
snomed:Structure_of_apical_ligament_of_odontoid_process	structure of apical ligament of odontoid process
snomed:Structure_of_apical_lower_lobe_branch_of_left_pulmonary_artery	structure of apical lower lobe branch of left pulmonary artery
snomed:Structure_of_apical_lower_lobe_branch_of_right_pulmonary_artery	structure of apical lower lobe branch of right pulmonary artery
snomed:Structure_of_apical_segment_of_right_lower_lobe_of_lung	structure of apical segment of right lower lobe of lung
snomed:Structure_of_apical_segment_of_right_upper_lobe_of_lung	structure of apical segment of right upper lobe of lung
snomed:Structure_of_apicoposterior_branch_of_superior_left_pulmonary_vein	structure of apicoposterior branch of superior left pulmonary vein
snomed:Structure_of_apicoposterior_segment_of_upper_division_of_left_upper_lobe_of_lung	structure of apicoposterior segment of upper division of left upper lobe of lung
snomed:Structure_of_aponeurosis_of_tongue	structure of aponeurosis of tongue
snomed:Structure_of_appendicular_artery	structure of appendicular artery
snomed:Structure_of_appendicular_lymph_node	structure of appendicular lymph node
snomed:Structure_of_appendicular_skeleton	structure of appendicular skeleton
snomed:Structure_of_appendicular_vein	structure of appendicular vein
snomed:Structure_of_intestinal_vein	structure of intestinal vein
snomed:Structure_of_appendix_epiploica	structure of appendix epiploica
snomed:Structure_of_arbor_vitae_of_cerebellum	structure of arbor vitae of cerebellum
snomed:Structure_of_arch_of_vertebra	structure of arch of vertebra
snomed:Structure_of_arch_of_cricoid_cartilage	structure of arch of cricoid cartilage
snomed:Structure_of_arch_of_eighth_thoracic_vertebra	structure of arch of eighth thoracic vertebra
snomed:Structure_of_arch_of_eleventh_thoracic_vertebra	structure of arch of eleventh thoracic vertebra
snomed:Structure_of_arch_of_fifth_cervical_vertebra	structure of arch of fifth cervical vertebra
snomed:Structure_of_arch_of_fifth_lumbar_vertebra	structure of arch of fifth lumbar vertebra
snomed:Structure_of_arch_of_fifth_thoracic_vertebra	structure of arch of fifth thoracic vertebra
snomed:Structure_of_arch_of_first_lumbar_vertebra	structure of arch of first lumbar vertebra
snomed:Structure_of_arch_of_first_thoracic_vertebra	structure of arch of first thoracic vertebra
snomed:Structure_of_arch_of_foot	structure of arch of foot
snomed:Structure_of_arch_of_fourth_cervical_vertebra	structure of arch of fourth cervical vertebra
snomed:Structure_of_arch_of_fourth_lumbar_vertebra	structure of arch of fourth lumbar vertebra
snomed:Structure_of_arch_of_fourth_thoracic_vertebra	structure of arch of fourth thoracic vertebra
snomed:Structure_of_arch_of_ninth_thoracic_vertebra	structure of arch of ninth thoracic vertebra
snomed:Structure_of_arch_of_second_lumbar_vertebra	structure of arch of second lumbar vertebra
snomed:Structure_of_arch_of_second_thoracic_vertebra	structure of arch of second thoracic vertebra
snomed:Structure_of_arch_of_seventh_cervical_vertebra	structure of arch of seventh cervical vertebra
snomed:Structure_of_arch_of_seventh_thoracic_vertebra	structure of arch of seventh thoracic vertebra
snomed:Structure_of_arch_of_sixth_cervical_vertebra	structure of arch of sixth cervical vertebra
snomed:Structure_of_arch_of_sixth_thoracic_vertebra	structure of arch of sixth thoracic vertebra
snomed:Structure_of_arch_of_tenth_thoracic_vertebra	structure of arch of tenth thoracic vertebra
snomed:Structure_of_arch_of_third_cervical_vertebra	structure of arch of third cervical vertebra
snomed:Structure_of_arch_of_third_lumbar_vertebra	structure of arch of third lumbar vertebra
snomed:Structure_of_arch_of_third_thoracic_vertebra	structure of arch of third thoracic vertebra
snomed:Structure_of_arch_of_twelfth_thoracic_vertebra	structure of arch of twelfth thoracic vertebra
snomed:Structure_of_archicortex	structure of archicortex
snomed:Structure_of_arcuate_artery_of_kidney	structure of arcuate artery of kidney
snomed:Structure_of_intrinsic_artery_of_kidney	structure of intrinsic artery of kidney
snomed:Structure_of_arcuate_artery_of_leg	structure of arcuate artery of leg
snomed:Structure_of_arcuate_ligament_of_pubis	structure of arcuate ligament of pubis
snomed:Structure_of_arcuate_popliteal_ligament	structure of arcuate popliteal ligament
snomed:Structure_of_arcuate_vein_of_kidney	structure of arcuate vein of kidney
snomed:Structure_of_intrinsic_vein_of_kidney	structure of intrinsic vein of kidney
snomed:Structure_of_area_nuda_hepatis	structure of area nuda hepatis
snomed:Surface_feature_of_liver	surface feature of liver
snomed:Structure_of_area_postrema	structure of area postrema
snomed:Structure_of_areolar_venous_plexus	structure of areolar venous plexus
snomed:Superficial_vein_of_breast	superficial vein of breast
snomed:Structure_of_genicular_artery	structure of genicular artery
snomed:Structure_of_arterial_rete_of_elbow_joint	structure of arterial rete of elbow joint
snomed:Structure_of_artery_of_upper_extremity	structure of artery of upper extremity
snomed:Structure_of_arteriole	structure of arteriole
snomed:Structure_of_artery_of_eye_and_orbit	structure of artery of eye and orbit
snomed:Vascular_structure_of_head_and_neck	vascular structure of head and neck
snomed:Vascular_structure_of_neck	vascular structure of neck
snomed:Structure_of_artery_of_the_bulb_of_the_penis	structure of artery of the bulb of the penis
snomed:Structure_of_artery_of_the_pterygoid_canal	structure of artery of the pterygoid canal
snomed:Structure_of_artery_of_the_round_ligament	structure of artery of the round ligament
snomed:Structure_of_inferior_epigastric_artery	structure of inferior epigastric artery
snomed:Structure_of_articular_circumference_of_ulna	structure of articular circumference of ulna
snomed:Structure_of_articular_surface_of_upper_limb_bone	structure of articular surface of upper limb bone
snomed:Structure_of_head_of_ulna	structure of head of ulna
snomed:Structure_of_articular_disc_of_acromioclavicular_joint	structure of articular disc of acromioclavicular joint
snomed:Structure_of_articular_disc_of_sternoclavicular_joint	structure of articular disc of sternoclavicular joint
snomed:Structure_of_articular_facet_of_atlas	structure of articular facet of atlas
snomed:Structure_of_articular_facet_of_cuboid_bone	structure of articular facet of cuboid bone
snomed:Structure_of_articular_surface_of_tarsal_bone	structure of articular surface of tarsal bone
snomed:Structure_of_articular_facet_of_cuneiform_bone	structure of articular facet of cuneiform bone
snomed:Structure_of_articular_facet_of_fibula	structure of articular facet of fibula
snomed:Structure_of_articular_surface_of_lower_limb_bone	structure of articular surface of lower limb bone
snomed:Structure_of_articular_facet_of_head_of_fibula	structure of articular facet of head of fibula
snomed:Structure_of_articular_facet_of_intermediate_cuneiform	structure of articular facet of intermediate cuneiform
snomed:Structure_of_articular_facet_of_lateral_cuneiform_bone	structure of articular facet of lateral cuneiform bone
snomed:Structure_of_articular_facet_of_navicular_bone	structure of articular facet of navicular bone
snomed:Structure_of_articular_facet_of_patella	structure of articular facet of patella
snomed:Structure_of_articular_part_of_tubercle_of_eighth_rib	structure of articular part of tubercle of eighth rib
snomed:Structure_of_articular_part_of_tubercle_of_rib	structure of articular part of tubercle of rib
snomed:Tubercle_of_eighth_rib_structure	tubercle of eighth rib structure
snomed:Structure_of_articular_part_of_tubercle_of_fifth_rib	structure of articular part of tubercle of fifth rib
snomed:Tubercle_of_fifth_rib_structure	tubercle of fifth rib structure
snomed:Structure_of_articular_part_of_tubercle_of_first_rib	structure of articular part of tubercle of first rib
snomed:Tubercle_of_first_rib_structure	tubercle of first rib structure
snomed:Structure_of_articular_part_of_tubercle_of_fourth_rib	structure of articular part of tubercle of fourth rib
snomed:Tubercle_of_fourth_rib_structure	tubercle of fourth rib structure
snomed:Structure_of_articular_part_of_tubercle_of_ninth_rib	structure of articular part of tubercle of ninth rib
snomed:Tubercle_of_ninth_rib_structure	tubercle of ninth rib structure
snomed:Tubercle_of_rib_structure	tubercle of rib structure
snomed:Structure_of_articular_part_of_tubercle_of_second_rib	structure of articular part of tubercle of second rib
snomed:Tubercle_of_second_rib_structure	tubercle of second rib structure
snomed:Structure_of_articular_part_of_tubercle_of_seventh_rib	structure of articular part of tubercle of seventh rib
snomed:Tubercle_of_seventh_rib_structure	tubercle of seventh rib structure
snomed:Structure_of_articular_part_of_tubercle_of_sixth_rib	structure of articular part of tubercle of sixth rib
snomed:Tubercle_of_sixth_rib_structure	tubercle of sixth rib structure
snomed:Structure_of_articular_part_of_tubercle_of_tenth_rib	structure of articular part of tubercle of tenth rib
snomed:Tubercle_of_tenth_rib_structure	tubercle of tenth rib structure
snomed:Structure_of_articular_part_of_tubercle_of_third_rib	structure of articular part of tubercle of third rib
snomed:Structure_of_tubercle_of_third_rib	structure of tubercle of third rib
snomed:Structure_of_articular_process_of_axis	structure of articular process of axis
snomed:Structure_of_articular_process_of_cervical_vertebra	structure of articular process of cervical vertebra
snomed:Structure_of_articular_process_of_vertebra	structure of articular process of vertebra
snomed:Structure_of_articular_process_of_eighth_thoracic_vertebra	structure of articular process of eighth thoracic vertebra
snomed:Structure_of_articular_process_of_thoracic_vertebra	structure of articular process of thoracic vertebra
snomed:Structure_of_articular_process_of_eleventh_thoracic_vertebra	structure of articular process of eleventh thoracic vertebra
snomed:Structure_of_articular_process_of_fifth_cervical_vertebra	structure of articular process of fifth cervical vertebra
snomed:Structure_of_articular_process_of_fifth_lumbar_vertebra	structure of articular process of fifth lumbar vertebra
snomed:Structure_of_articular_process_of_lumbar_vertebra	structure of articular process of lumbar vertebra
snomed:Structure_of_articular_process_of_fifth_thoracic_vertebra	structure of articular process of fifth thoracic vertebra
snomed:Structure_of_articular_process_of_first_lumbar_vertebra	structure of articular process of first lumbar vertebra
snomed:Structure_of_articular_process_of_first_thoracic_vertebra	structure of articular process of first thoracic vertebra
snomed:Structure_of_articular_process_of_fourth_cervical_vertebra	structure of articular process of fourth cervical vertebra
snomed:Structure_of_articular_process_of_fourth_lumbar_vertebra	structure of articular process of fourth lumbar vertebra
snomed:Structure_of_articular_process_of_fourth_thoracic_vertebra	structure of articular process of fourth thoracic vertebra
snomed:Structure_of_articular_process_of_ninth_thoracic_vertebra	structure of articular process of ninth thoracic vertebra
snomed:Structure_of_articular_process_of_second_lumbar_vertebra	structure of articular process of second lumbar vertebra
snomed:Structure_of_articular_process_of_second_thoracic_vertebra	structure of articular process of second thoracic vertebra
snomed:Structure_of_articular_process_of_seventh_cervical_vertebra	structure of articular process of seventh cervical vertebra
snomed:Structure_of_articular_process_of_seventh_thoracic_vertebra	structure of articular process of seventh thoracic vertebra
snomed:Structure_of_articular_process_of_sixth_cervical_vertebra	structure of articular process of sixth cervical vertebra
snomed:Structure_of_articular_process_of_sixth_thoracic_vertebra	structure of articular process of sixth thoracic vertebra
snomed:Structure_of_articular_process_of_tenth_thoracic_vertebra	structure of articular process of tenth thoracic vertebra
snomed:Structure_of_articular_process_of_third_cervical_vertebra	structure of articular process of third cervical vertebra
snomed:Structure_of_articular_process_of_third_lumbar_vertebra	structure of articular process of third lumbar vertebra
snomed:Structure_of_articular_process_of_third_thoracic_vertebra	structure of articular process of third thoracic vertebra
snomed:Structure_of_articular_process_of_twelfth_thoracic_vertebra	structure of articular process of twelfth thoracic vertebra
snomed:Structure_of_articular_surface_capitate_of_fourth_metacarpal_bone	structure of articular surface capitate of fourth metacarpal bone
snomed:Structure_of_articular_surface_of_fourth_metacarpal	structure of articular surface of fourth metacarpal
snomed:Structure_of_articular_surface_capitate_of_third_metacarpal_bone	structure of articular surface capitate of third metacarpal bone
snomed:Structure_of_articular_surface_of_third_metacarpal	structure of articular surface of third metacarpal
snomed:Structure_of_articular_surface_hamate_of_fifth_metacarpal_bone	structure of articular surface hamate of fifth metacarpal bone
snomed:Structure_of_articular_surface_of_fifth_metacarpal	structure of articular surface of fifth metacarpal
snomed:Structure_of_articular_surface_hamate_of_fourth_metacarpal_bone	structure of articular surface hamate of fourth metacarpal bone
snomed:Structure_of_region_of_bone	structure of region of bone
snomed:Structure_of_articular_surface_of_calcaneum	structure of articular surface of calcaneum
snomed:Structure_of_articular_surface_of_metacarpal	structure of articular surface of metacarpal
snomed:Structure_of_articular_surface_of_second_metacarpal	structure of articular surface of second metacarpal
snomed:Structure_of_articular_surface_trapezoid_of_second_metacarpal_bone	structure of articular surface trapezoid of second metacarpal bone
snomed:Trapezoid_bone_structure	trapezoid bone structure
snomed:Structure_of_articularis_genu_muscle	structure of articularis genu muscle
snomed:Structure_of_articulations_of_auditory_ossicles	structure of articulations of auditory ossicles
snomed:Structure_of_aryepiglottic_muscle	structure of aryepiglottic muscle
snomed:Structure_of_ascending_cervical_artery	structure of ascending cervical artery
snomed:Structure_of_ascending_ileocolic_artery	structure of ascending ileocolic artery
snomed:Structure_of_ascending_limb_of_Henle_s_loop	structure of ascending limb of henle s loop
snomed:Structure_of_ascending_palatine_artery	structure of ascending palatine artery
snomed:Structure_of_ascending_portion_of_duodenum	structure of ascending portion of duodenum
snomed:Structure_of_third_and_fourth_parts_of_the_duodenum	structure of third and fourth parts of the duodenum
snomed:Structure_of_atlantoaxial_joint	structure of atlantoaxial joint
snomed:Structure_of_atretic_follicle_of_ovary	structure of atretic follicle of ovary
snomed:Structure_of_atrial_vein	structure of atrial vein
snomed:Structure_of_atrioventricular_canal_cushion	structure of atrioventricular canal cushion
snomed:Structure_of_atrioventricular_node	structure of atrioventricular node
snomed:Structure_of_atrioventricular_node_branch_of_right_coronary_artery	structure of atrioventricular node branch of right coronary artery
snomed:Structure_of_atrioventricular_septum	structure of atrioventricular septum
snomed:Structure_of_atrium_of_alveolus	structure of atrium of alveolus
snomed:Structure_of_atrium_of_middle_nasal_meatus	structure of atrium of middle nasal meatus
snomed:Structure_of_special_senses_organ_system	structure of special senses organ system
snomed:Structure_of_auricular_appendage	structure of auricular appendage
snomed:Structure_of_auricular_branch_occipital_artery	structure of auricular branch occipital artery
snomed:Structure_of_auricular_branch_of_posterior_auricular_artery	structure of auricular branch of posterior auricular artery
snomed:Structure_of_auriculotemporal_nerve	structure of auriculotemporal nerve
snomed:Structure_of_axillary_fascia	structure of axillary fascia
snomed:Structure_of_axillary_fossa	structure of axillary fossa
snomed:Structure_of_axillary_nerve	structure of axillary nerve
snomed:Structure_of_axillary_nerve_muscular_branches	structure of axillary nerve muscular branches
snomed:Structure_of_axillary_tail_of_breast	structure of axillary tail of breast
snomed:Structure_of_axillary_vein	structure of axillary vein
snomed:Structure_of_deep_vein_of_upper_extremity	structure of deep vein of upper extremity
snomed:Structure_of_tributary_of_subclavian_vein	structure of tributary of subclavian vein
snomed:Structure_of_axis_of_lens	structure of axis of lens
snomed:Structure_of_tributary_of_superior_vena_cava	structure of tributary of superior vena cava
snomed:Structure_of_basal_vein	structure of basal vein
snomed:Structure_of_tributary_of_great_cerebral_vein	structure of tributary of great cerebral vein
snomed:Structure_of_base_of_arytenoid_cartilage	structure of base of arytenoid cartilage
snomed:Structure_of_base_of_fifth_metacarpal_bone	structure of base of fifth metacarpal bone
snomed:Structure_of_base_of_metacarpal_bone	structure of base of metacarpal bone
snomed:Structure_of_base_of_fifth_metatarsal_bone	structure of base of fifth metatarsal bone
snomed:Structure_of_base_of_first_metacarpal_bone	structure of base of first metacarpal bone
snomed:Structure_of_base_of_first_metatarsal_bone	structure of base of first metatarsal bone
snomed:Structure_of_base_of_fourth_metacarpal_bone	structure of base of fourth metacarpal bone
snomed:Structure_of_base_of_fourth_metatarsal_bone	structure of base of fourth metatarsal bone
snomed:Structure_of_base_of_heart	structure of base of heart
snomed:Structure_of_base_of_left_lung	structure of base of left lung
snomed:Structure_of_base_of_lung	structure of base of lung
snomed:Structure_of_base_of_phalanx_of_foot	structure of base of phalanx of foot
snomed:Structure_of_base_of_phalanx_of_fourth_toe	structure of base of phalanx of fourth toe
snomed:Structure_of_phalanx_of_fourth_toe	structure of phalanx of fourth toe
snomed:Structure_of_base_of_phalanx_of_great_toe	structure of base of phalanx of great toe
snomed:Structure_of_phalanx_of_great_toe	structure of phalanx of great toe
snomed:Structure_of_phalanx_of_index_finger	structure of phalanx of index finger
snomed:Structure_of_phalanx_of_little_finger	structure of phalanx of little finger
snomed:Structure_of_base_of_phalanx_of_little_toe	structure of base of phalanx of little toe
snomed:Structure_of_phalanx_of_little_toe	structure of phalanx of little toe
snomed:Structure_of_phalanx_of_middle_finger	structure of phalanx of middle finger
snomed:Structure_of_phalanx_of_ring_finger	structure of phalanx of ring finger
snomed:Structure_of_base_of_phalanx_of_second_toe	structure of base of phalanx of second toe
snomed:Structure_of_phalanx_of_second_toe	structure of phalanx of second toe
snomed:Structure_of_base_of_phalanx_of_third_toe	structure of base of phalanx of third toe
snomed:Structure_of_phalanx_of_third_toe	structure of phalanx of third toe
snomed:Structure_of_base_of_prostate	structure of base of prostate
snomed:Structure_of_base_of_right_lung	structure of base of right lung
snomed:Structure_of_base_of_second_metacarpal_bone	structure of base of second metacarpal bone
snomed:Structure_of_base_of_second_metatarsal_bone	structure of base of second metatarsal bone
snomed:Structure_of_base_of_stapes	structure of base of stapes
snomed:Structure_of_base_of_third_metacarpal_bone	structure of base of third metacarpal bone
snomed:Structure_of_base_of_third_metatarsal_bone	structure of base of third metatarsal bone
snomed:Third_metatarsal_structure	third metatarsal structure
snomed:Structure_of_basilar_membrane_of_cochlea	structure of basilar membrane of cochlea
snomed:Structure_of_basilar_part_of_occipital_bone	structure of basilar part of occipital bone
snomed:Structure_of_basilar_sinus	structure of basilar sinus
snomed:Structure_of_tributary_of_inferior_petrosal_sinus	structure of tributary of inferior petrosal sinus
snomed:Structure_of_basilic_vein	structure of basilic vein
snomed:Structure_of_tributary_of_axillary_vein	structure of tributary of axillary vein
snomed:Structure_of_basivertebral_vein	structure of basivertebral vein
snomed:Structure_of_beard	structure of beard
snomed:Structure_of_beta_Cell_of_islet	structure of beta cell of islet
snomed:Structure_of_bicipitoradial_bursa	structure of bicipitoradial bursa
